# Athena++ data at time=5.000000e+11  cycle=33336416  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.13064e+18  2.14917e-18  9.01893e-06 -1.68643e+05  7.68648e-08  0.00000e+00
0003  1.13294e+18  1.96517e-18  8.49086e-06 -1.04902e+05  1.15305e-01  0.00000e+00
0004  1.13525e+18  1.86976e-18  8.18010e-06 -1.15761e+05  1.16939e-01  0.00000e+00
0005  1.13755e+18  1.77126e-18  7.86279e-06 -1.18710e+05  1.19301e-01  0.00000e+00
0006  1.13985e+18  1.67799e-18  7.56559e-06 -1.23473e+05  1.21405e-01  0.00000e+00
0007  1.14215e+18  1.59076e-18  7.28629e-06 -1.29749e+05  1.23494e-01  0.00000e+00
0008  1.14445e+18  1.50957e-18  7.02883e-06 -1.38207e+05  1.25516e-01  0.00000e+00
0009  1.14676e+18  1.43254e-18  6.78954e-06 -1.48165e+05  1.27483e-01  0.00000e+00
0010  1.14906e+18  1.35747e-18  6.56266e-06 -1.57544e+05  1.29387e-01  0.00000e+00
0011  1.15136e+18  1.28621e-18  6.34132e-06 -1.64849e+05  1.31223e-01  0.00000e+00
0012  1.15366e+18  1.21556e-18  6.12635e-06 -1.70256e+05  1.32994e-01  0.00000e+00
0013  1.15596e+18  1.14971e-18  5.92083e-06 -1.75410e+05  1.34692e-01  0.00000e+00
0014  1.15827e+18  1.08854e-18  5.73049e-06 -1.82627e+05  1.36323e-01  0.00000e+00
0015  1.16057e+18  1.03274e-18  5.55841e-06 -1.94070e+05  1.37889e-01  0.00000e+00
0016  1.16287e+18  9.80222e-19  5.40170e-06 -2.10083e+05  1.39392e-01  0.00000e+00
0017  1.16517e+18  9.27881e-19  5.25272e-06 -2.26836e+05  1.40825e-01  0.00000e+00
0018  1.16747e+18  8.78229e-19  5.10462e-06 -2.39282e+05  1.42183e-01  0.00000e+00
0019  1.16977e+18  8.33939e-19  4.95627e-06 -2.46744e+05  1.43475e-01  0.00000e+00
0020  1.17208e+18  7.95117e-19  4.81896e-06 -2.50611e+05  1.44713e-01  0.00000e+00
0021  1.17438e+18  7.54008e-19  4.68571e-06 -2.55006e+05  1.45899e-01  0.00000e+00
0022  1.17668e+18  7.17914e-19  4.56321e-06 -2.66966e+05  1.47026e-01  0.00000e+00
0023  1.17898e+18  6.85578e-19  4.45329e-06 -2.87733e+05  1.48102e-01  0.00000e+00
0024  1.18128e+18  6.54743e-19  4.35193e-06 -3.12756e+05  1.49128e-01  0.00000e+00
0025  1.18359e+18  6.23442e-19  4.25397e-06 -3.33743e+05  1.50101e-01  0.00000e+00
0026  1.18589e+18  5.93958e-19  4.15557e-06 -3.45148e+05  1.51017e-01  0.00000e+00
0027  1.18819e+18  5.65629e-19  4.05479e-06 -3.50872e+05  1.51884e-01  0.00000e+00
0028  1.19049e+18  5.36439e-19  3.95544e-06 -3.58466e+05  1.52701e-01  0.00000e+00
0029  1.19279e+18  5.08827e-19  3.86462e-06 -3.72206e+05  1.53464e-01  0.00000e+00
0030  1.19510e+18  4.85825e-19  3.78510e-06 -3.94664e+05  1.54177e-01  0.00000e+00
0031  1.19740e+18  4.65344e-19  3.71494e-06 -4.24664e+05  1.54847e-01  0.00000e+00
0032  1.19970e+18  4.44901e-19  3.64877e-06 -4.53728e+05  1.55468e-01  0.00000e+00
0033  1.20200e+18  4.23020e-19  3.58407e-06 -4.72745e+05  1.56031e-01  0.00000e+00
0034  1.20430e+18  3.79787e-19  3.45468e-06 -5.51829e+05  1.56522e-01  0.00000e+00
0035  1.20661e+18  2.61642e-19  3.18044e-06 -1.03958e+06  1.56808e-01  0.00000e+00
0036  1.20891e+18  1.42935e-19  2.78348e-06 -2.21096e+06  1.56769e-01  0.00000e+00
0037  1.21121e+18  8.25400e-20  2.09353e-06 -3.96524e+06  1.56443e-01  0.00000e+00
0038  1.21351e+18  6.80885e-20  1.95631e-06 -4.62169e+06  1.56095e-01  0.00000e+00
0039  1.21581e+18  6.72473e-20  1.94334e-06 -4.65390e+06  1.55732e-01  0.00000e+00
0040  1.21812e+18  6.70828e-20  1.93570e-06 -4.64054e+06  1.55372e-01  0.00000e+00
0041  1.22042e+18  6.69684e-20  1.92869e-06 -4.62751e+06  1.55013e-01  0.00000e+00
0042  1.22272e+18  6.67988e-20  1.92156e-06 -4.61606e+06  1.54656e-01  0.00000e+00
0043  1.22502e+18  6.66358e-20  1.91444e-06 -4.60484e+06  1.54300e-01  0.00000e+00
0044  1.22732e+18  6.64729e-20  1.90737e-06 -4.59356e+06  1.53946e-01  0.00000e+00
0045  1.22963e+18  6.63117e-20  1.90035e-06 -4.58228e+06  1.53593e-01  0.00000e+00
0046  1.23193e+18  6.61512e-20  1.89337e-06 -4.57100e+06  1.53242e-01  0.00000e+00
0047  1.23423e+18  6.59915e-20  1.88644e-06 -4.55973e+06  1.52892e-01  0.00000e+00
0048  1.23653e+18  6.58326e-20  1.87956e-06 -4.54848e+06  1.52544e-01  0.00000e+00
0049  1.23883e+18  6.56744e-20  1.87273e-06 -4.53724e+06  1.52196e-01  0.00000e+00
0050  1.24114e+18  6.55171e-20  1.86594e-06 -4.52601e+06  1.51851e-01  0.00000e+00
0051  1.24344e+18  6.53605e-20  1.85920e-06 -4.51479e+06  1.51506e-01  0.00000e+00
0052  1.24574e+18  6.52047e-20  1.85250e-06 -4.50358e+06  1.51163e-01  0.00000e+00
0053  1.24804e+18  6.50497e-20  1.84584e-06 -4.49238e+06  1.50822e-01  0.00000e+00
0054  1.25034e+18  6.48955e-20  1.83923e-06 -4.48119e+06  1.50482e-01  0.00000e+00
0055  1.25265e+18  6.47420e-20  1.83267e-06 -4.47001e+06  1.50143e-01  0.00000e+00
0056  1.25495e+18  6.45892e-20  1.82614e-06 -4.45885e+06  1.49805e-01  0.00000e+00
0057  1.25725e+18  6.44372e-20  1.81966e-06 -4.44770e+06  1.49469e-01  0.00000e+00
0058  1.25955e+18  6.42860e-20  1.81323e-06 -4.43655e+06  1.49134e-01  0.00000e+00
0059  1.26185e+18  6.41354e-20  1.80683e-06 -4.42542e+06  1.48800e-01  0.00000e+00
