# Athena++ data at time=7.870000e+12  cycle=527369987  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.13875e+18  2.14917e-18  8.97288e-06 -4.09800e+05  1.46607e-09  0.00000e+00
0003  1.15716e+18  9.91565e-19  5.45956e-06  2.43594e+05  7.93074e-03  0.00000e+00
0004  1.17558e+18  6.41286e-19  4.33775e-06  3.11370e+05  1.74215e-02  0.00000e+00
0005  1.19399e+18  4.31072e-19  3.63779e-06  4.31075e+05  2.60041e-02  0.00000e+00
0006  1.21241e+18  2.83179e-19  3.17893e-06  6.30627e+05  3.34733e-02  0.00000e+00
0007  1.23082e+18  1.70276e-19  2.89032e-06  9.60056e+05  4.01730e-02  0.00000e+00
0008  1.24924e+18  1.39930e-19  2.63488e-06  1.18967e+06  4.61857e-02  0.00000e+00
0009  1.26765e+18  1.25873e-19  2.48276e-06  1.25753e+06  5.17674e-02  0.00000e+00
0010  1.28607e+18  1.14905e-19  2.34262e-06  1.33327e+06  5.69943e-02  0.00000e+00
0011  1.30448e+18  1.06792e-19  2.21649e-06  1.39560e+06  6.19065e-02  0.00000e+00
0012  1.32290e+18  9.98068e-20  2.10580e-06  1.44948e+06  6.65447e-02  0.00000e+00
0013  1.34131e+18  9.33614e-20  2.00320e-06  1.50695e+06  7.09317e-02  0.00000e+00
0014  1.35973e+18  8.75135e-20  1.90930e-06  1.56415e+06  7.50887e-02  0.00000e+00
0015  1.37814e+18  8.24346e-20  1.82298e-06  1.61716e+06  7.90338e-02  0.00000e+00
0016  1.39656e+18  7.78874e-20  1.74446e-06  1.66616e+06  8.27865e-02  0.00000e+00
0017  1.41497e+18  7.36956e-20  1.67178e-06  1.71497e+06  8.63614e-02  0.00000e+00
0018  1.43339e+18  6.98516e-20  1.60473e-06  1.76261e+06  8.97739e-02  0.00000e+00
0019  1.45180e+18  6.67281e-20  1.54165e-06  1.80138e+06  9.30317e-02  0.00000e+00
0020  1.47022e+18  6.35916e-20  1.48572e-06  1.83968e+06  9.61544e-02  0.00000e+00
0021  1.48863e+18  6.04282e-20  1.43089e-06  1.88849e+06  9.91465e-02  0.00000e+00
0022  1.50705e+18  5.78120e-20  1.37948e-06  1.92879e+06  1.02014e-01  0.00000e+00
0023  1.52546e+18  5.53940e-20  1.33367e-06  1.96277e+06  1.04771e-01  0.00000e+00
0024  1.54388e+18  5.30245e-20  1.28950e-06  2.00186e+06  1.07423e-01  0.00000e+00
0027  1.56229e+18  5.07857e-20  1.24795e-06  2.04132e+06  1.09978e-01  0.00000e+00
0028  1.58071e+18  4.86844e-20  1.20901e-06  2.08011e+06  1.12440e-01  0.00000e+00
0029  1.59912e+18  4.67009e-20  1.17240e-06  2.11878e+06  1.14816e-01  0.00000e+00
0030  1.61754e+18  4.48176e-20  1.13789e-06  2.15780e+06  1.17112e-01  0.00000e+00
0031  1.63595e+18  4.30203e-20  1.10530e-06  2.19756e+06  1.19332e-01  0.00000e+00
0032  1.65437e+18  4.12976e-20  1.07453e-06  2.23832e+06  1.21482e-01  0.00000e+00
0033  1.67278e+18  3.96614e-20  1.04551e-06  2.27920e+06  1.23565e-01  0.00000e+00
0034  1.69120e+18  3.82032e-20  1.01821e-06  2.31567e+06  1.25586e-01  0.00000e+00
0035  1.70961e+18  3.69267e-20  9.93096e-07  2.34445e+06  1.27551e-01  0.00000e+00
0036  1.72803e+18  3.57835e-20  9.69619e-07  2.36822e+06  1.29464e-01  0.00000e+00
0037  1.74644e+18  3.46918e-20  9.47551e-07  2.39105e+06  1.31331e-01  0.00000e+00
0038  1.76486e+18  3.36110e-20  9.26263e-07  2.41657e+06  1.33152e-01  0.00000e+00
0039  1.78328e+18  3.25464e-20  9.05791e-07  2.44434e+06  1.34930e-01  0.00000e+00
0040  1.80169e+18  3.15087e-20  8.86187e-07  2.47359e+06  1.36668e-01  0.00000e+00
0041  1.82011e+18  3.05026e-20  8.67463e-07  2.50372e+06  1.38366e-01  0.00000e+00
0042  1.83852e+18  2.95436e-20  8.49643e-07  2.53364e+06  1.40028e-01  0.00000e+00
0043  1.85694e+18  2.86434e-20  8.32676e-07  2.56036e+06  1.41660e-01  0.00000e+00
0044  1.87535e+18  2.75819e-20  8.17158e-07  2.58712e+06  1.43275e-01  0.00000e+00
0045  1.89377e+18  2.64503e-20  8.03865e-07  2.63346e+06  1.44836e-01  0.00000e+00
0046  1.91218e+18  2.62884e-20  7.87135e-07  2.68121e+06  1.46285e-01  0.00000e+00
0047  1.93060e+18  2.62427e-20  7.70697e-07  2.67614e+06  1.47685e-01  0.00000e+00
0048  1.94901e+18  2.55770e-20  7.56743e-07  2.65933e+06  1.49253e-01  0.00000e+00
0049  1.96743e+18  2.27834e-20  7.46728e-07  2.69295e+06  1.51109e-01  0.00000e+00
0050  1.98584e+18  2.11050e-20  7.39492e-07  2.79189e+06  1.52965e-01  0.00000e+00
0051  2.00426e+18  2.31278e-20  7.24082e-07  2.68869e+06  1.54089e-01  0.00000e+00
0052  2.02267e+18  2.86736e-20  7.29396e-07  2.36413e+06  1.54815e-01  0.00000e+00
0053  2.04109e+18  2.97519e-20  7.31213e-07  2.17037e+06  1.55835e-01  0.00000e+00
0054  2.05951e+18  2.93865e-20  7.19909e-07  2.20285e+06  1.57422e-01  0.00000e+00
0055  2.07792e+18  2.89043e-20  7.07617e-07  2.23178e+06  1.59282e-01  0.00000e+00
0056  2.09634e+18  2.83045e-20  6.94238e-07  2.24563e+06  1.60863e-01  0.00000e+00
0057  2.11475e+18  2.76863e-20  6.80821e-07  2.23926e+06  1.62069e-01  0.00000e+00
0058  2.13317e+18  2.70409e-20  6.67285e-07  2.22152e+06  1.63178e-01  0.00000e+00
0059  2.15158e+18  2.63459e-20  6.53362e-07  2.20354e+06  1.64415e-01  0.00000e+00
0060  2.17000e+18  2.57366e-20  6.40554e-07  2.20013e+06  1.65794e-01  0.00000e+00
0061  2.18841e+18  2.51168e-20  6.27817e-07  2.21121e+06  1.67155e-01  0.00000e+00
0062  2.20683e+18  2.45024e-20  6.15339e-07  2.23857e+06  1.68362e-01  0.00000e+00
0063  2.22524e+18  2.39232e-20  6.03444e-07  2.27989e+06  1.69410e-01  0.00000e+00
0064  2.24366e+18  2.33652e-20  5.92015e-07  2.31872e+06  1.70377e-01  0.00000e+00
0065  2.26207e+18  2.30794e-20  5.83198e-07  2.35984e+06  1.71469e-01  0.00000e+00
0066  2.28049e+18  2.27182e-20  5.73920e-07  2.43750e+06  1.73186e-01  0.00000e+00
0067  2.29891e+18  1.99677e-20  5.48002e-07  2.37489e+06  1.76451e-01  0.00000e+00
0068  2.31732e+18  1.00865e-20  6.09777e-07  2.65421e+06  1.81979e-01  0.00000e+00
0069  2.33574e+18  5.13459e-21  5.42789e-07  4.08280e+06  1.89501e-01  0.00000e+00
0070  2.35415e+18  3.72040e-21  5.30687e-07  4.64585e+06  1.98520e-01  0.00000e+00
0071  2.37257e+18  3.11840e-21  5.25990e-07  4.98253e+06  2.08492e-01  0.00000e+00
0072  2.39098e+18  2.76098e-21  5.22644e-07  5.25933e+06  2.19101e-01  0.00000e+00
0073  2.40940e+18  2.50226e-21  5.19921e-07  5.51433e+06  2.30156e-01  0.00000e+00
0074  2.42781e+18  2.29349e-21  5.17015e-07  5.76528e+06  2.41551e-01  0.00000e+00
0075  2.44623e+18  2.11702e-21  5.14117e-07  6.00196e+06  2.53280e-01  0.00000e+00
0076  2.46464e+18  1.96417e-21  5.11570e-07  6.21376e+06  2.65432e-01  0.00000e+00
0077  2.48306e+18  1.82808e-21  5.08835e-07  6.41374e+06  2.78178e-01  0.00000e+00
0078  2.50147e+18  1.70222e-21  5.05394e-07  6.62073e+06  2.91763e-01  0.00000e+00
0079  2.51989e+18  1.58476e-21  5.02230e-07  6.81020e+06  3.06513e-01  0.00000e+00
0080  2.53831e+18  1.47550e-21  5.00682e-07  6.94850e+06  3.22853e-01  0.00000e+00
0081  2.55672e+18  1.37128e-21  4.99875e-07  7.05310e+06  3.41279e-01  0.00000e+00
0082  2.57514e+18  1.26814e-21  4.97818e-07  7.18306e+06  3.62252e-01  0.00000e+00
0083  2.59355e+18  1.16494e-21  4.94016e-07  7.37036e+06  3.86057e-01  0.00000e+00
0084  2.61197e+18  1.06516e-21  4.91841e-07  7.49748e+06  4.12950e-01  0.00000e+00
0085  2.63038e+18  9.72409e-22  4.92995e-07  7.54063e+06  4.44136e-01  0.00000e+00
0086  2.64880e+18  9.10570e-22  4.94613e-07  7.51981e+06  4.80055e-01  0.00000e+00
0087  2.66721e+18  9.06072e-22  4.94660e-07  7.56889e+06  5.01319e-01  0.00000e+00
0088  2.68563e+18  9.50163e-22  4.89084e-07  7.82251e+06  4.99859e-01  0.00000e+00
0089  2.70404e+18  1.52775e-21  4.84527e-07  8.17794e+06  4.68201e-01  0.00000e+00
0090  2.72246e+18  7.19895e-21  4.72988e-07  7.76278e+06  3.19582e-01  0.00000e+00
0091  2.74088e+18  2.03386e-20  4.60521e-07  5.99044e+06  1.93552e-01  0.00000e+00
0092  2.75929e+18  2.13183e-20  4.64447e-07  5.53212e+06  1.61687e-01  0.00000e+00
0093  2.77771e+18  2.08732e-20  4.56300e-07  5.54198e+06  1.59294e-01  0.00000e+00
0094  2.79612e+18  2.01457e-20  4.44362e-07  5.55286e+06  1.59372e-01  0.00000e+00
0095  2.81454e+18  1.94494e-20  4.32984e-07  5.54385e+06  1.59876e-01  0.00000e+00
0096  2.83295e+18  1.89013e-20  4.23631e-07  5.51073e+06  1.61132e-01  0.00000e+00
0097  2.85137e+18  1.85160e-20  4.16415e-07  5.45047e+06  1.63170e-01  0.00000e+00
0098  2.86978e+18  1.82254e-20  4.10424e-07  5.37451e+06  1.65670e-01  0.00000e+00
0099  2.88820e+18  1.79513e-20  4.04666e-07  5.29670e+06  1.68208e-01  0.00000e+00
0100  2.90661e+18  1.76604e-20  3.98733e-07  5.22398e+06  1.70557e-01  0.00000e+00
0101  2.92503e+18  1.72799e-20  3.91688e-07  5.16291e+06  1.72727e-01  0.00000e+00
0102  2.94345e+18  1.67455e-20  3.82758e-07  5.14019e+06  1.74797e-01  0.00000e+00
0103  2.96186e+18  1.60521e-20  3.70857e-07  5.16067e+06  1.76755e-01  0.00000e+00
0104  2.98028e+18  1.51676e-20  3.57933e-07  5.20932e+06  1.78452e-01  0.00000e+00
0105  2.99869e+18  1.41447e-20  3.42518e-07  5.31313e+06  1.79792e-01  0.00000e+00
0106  3.01711e+18  1.29624e-20  3.27306e-07  5.42398e+06  1.80933e-01  0.00000e+00
0107  3.03552e+18  1.06665e-20  3.10806e-07  5.55547e+06  1.82174e-01  0.00000e+00
0108  3.05394e+18  6.69376e-21  3.13246e-07  6.12927e+06  1.83679e-01  0.00000e+00
0109  3.07235e+18  3.82033e-21  2.80083e-07  7.76313e+06  1.85489e-01  0.00000e+00
0110  3.09077e+18  2.68495e-21  2.61967e-07  8.84878e+06  1.87596e-01  0.00000e+00
0111  3.10918e+18  2.17018e-21  2.51689e-07  9.54851e+06  1.89903e-01  0.00000e+00
0112  3.12760e+18  1.87950e-21  2.43974e-07  1.00779e+07  1.92279e-01  0.00000e+00
0113  3.14602e+18  1.69008e-21  2.37339e-07  1.05196e+07  1.94585e-01  0.00000e+00
0114  3.16443e+18  1.55562e-21  2.31365e-07  1.09119e+07  1.96712e-01  0.00000e+00
0115  3.18285e+18  1.45409e-21  2.25865e-07  1.12723e+07  1.98617e-01  0.00000e+00
0116  3.20126e+18  1.37200e-21  2.20808e-07  1.16134e+07  2.00317e-01  0.00000e+00
0117  3.21968e+18  1.30223e-21  2.16004e-07  1.19424e+07  2.01863e-01  0.00000e+00
0118  3.23809e+18  1.24071e-21  2.11447e-07  1.22575e+07  2.03315e-01  0.00000e+00
0119  3.25651e+18  1.18486e-21  2.07086e-07  1.25603e+07  2.04722e-01  0.00000e+00
