# Athena++ data at time=8.530000e+12  cycle=571596695  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.13875e+18  2.14917e-18  8.97288e-06 -4.09800e+05  1.46607e-09  0.00000e+00
0003  1.15716e+18  9.91565e-19  5.45956e-06  2.43594e+05  7.93074e-03  0.00000e+00
0004  1.17558e+18  6.41286e-19  4.33775e-06  3.11370e+05  1.74215e-02  0.00000e+00
0005  1.19399e+18  4.31072e-19  3.63779e-06  4.31074e+05  2.60041e-02  0.00000e+00
0006  1.21241e+18  2.83179e-19  3.17893e-06  6.30627e+05  3.34733e-02  0.00000e+00
0007  1.23082e+18  1.70276e-19  2.89032e-06  9.60056e+05  4.01729e-02  0.00000e+00
0008  1.24924e+18  1.39930e-19  2.63488e-06  1.18967e+06  4.61857e-02  0.00000e+00
0009  1.26765e+18  1.25873e-19  2.48276e-06  1.25753e+06  5.17674e-02  0.00000e+00
0010  1.28607e+18  1.14905e-19  2.34262e-06  1.33327e+06  5.69943e-02  0.00000e+00
0011  1.30448e+18  1.06792e-19  2.21649e-06  1.39560e+06  6.19065e-02  0.00000e+00
0012  1.32290e+18  9.98068e-20  2.10580e-06  1.44948e+06  6.65447e-02  0.00000e+00
0013  1.34131e+18  9.33614e-20  2.00320e-06  1.50695e+06  7.09317e-02  0.00000e+00
0014  1.35973e+18  8.75135e-20  1.90930e-06  1.56415e+06  7.50887e-02  0.00000e+00
0015  1.37814e+18  8.24346e-20  1.82298e-06  1.61716e+06  7.90338e-02  0.00000e+00
0016  1.39656e+18  7.78874e-20  1.74446e-06  1.66616e+06  8.27865e-02  0.00000e+00
0017  1.41497e+18  7.36956e-20  1.67178e-06  1.71497e+06  8.63614e-02  0.00000e+00
0018  1.43339e+18  6.98516e-20  1.60473e-06  1.76261e+06  8.97739e-02  0.00000e+00
0019  1.45180e+18  6.67281e-20  1.54165e-06  1.80138e+06  9.30317e-02  0.00000e+00
0020  1.47022e+18  6.35916e-20  1.48572e-06  1.83968e+06  9.61544e-02  0.00000e+00
0021  1.48863e+18  6.04282e-20  1.43087e-06  1.88850e+06  9.91465e-02  0.00000e+00
0022  1.50705e+18  5.78120e-20  1.37948e-06  1.92879e+06  1.02014e-01  0.00000e+00
0023  1.52546e+18  5.53940e-20  1.33367e-06  1.96277e+06  1.04771e-01  0.00000e+00
0024  1.54388e+18  5.30245e-20  1.28950e-06  2.00186e+06  1.07423e-01  0.00000e+00
0027  1.56229e+18  5.07857e-20  1.24795e-06  2.04132e+06  1.09978e-01  0.00000e+00
0028  1.58071e+18  4.86844e-20  1.20901e-06  2.08011e+06  1.12440e-01  0.00000e+00
0029  1.59912e+18  4.67009e-20  1.17240e-06  2.11878e+06  1.14816e-01  0.00000e+00
0030  1.61754e+18  4.48176e-20  1.13789e-06  2.15780e+06  1.17112e-01  0.00000e+00
0031  1.63595e+18  4.30203e-20  1.10530e-06  2.19756e+06  1.19332e-01  0.00000e+00
0032  1.65437e+18  4.12975e-20  1.07453e-06  2.23832e+06  1.21482e-01  0.00000e+00
0033  1.67278e+18  3.96614e-20  1.04551e-06  2.27921e+06  1.23565e-01  0.00000e+00
0034  1.69120e+18  3.82031e-20  1.01821e-06  2.31567e+06  1.25586e-01  0.00000e+00
0035  1.70961e+18  3.69267e-20  9.93096e-07  2.34445e+06  1.27551e-01  0.00000e+00
0036  1.72803e+18  3.57836e-20  9.69619e-07  2.36822e+06  1.29464e-01  0.00000e+00
0037  1.74644e+18  3.46918e-20  9.47551e-07  2.39105e+06  1.31331e-01  0.00000e+00
0038  1.76486e+18  3.36110e-20  9.26263e-07  2.41657e+06  1.33152e-01  0.00000e+00
0039  1.78328e+18  3.25468e-20  9.05793e-07  2.44432e+06  1.34930e-01  0.00000e+00
0040  1.80169e+18  3.15095e-20  8.86190e-07  2.47346e+06  1.36668e-01  0.00000e+00
0041  1.82011e+18  3.05017e-20  8.67460e-07  2.50358e+06  1.38367e-01  0.00000e+00
0042  1.83852e+18  2.95212e-20  8.49598e-07  2.53477e+06  1.40030e-01  0.00000e+00
0043  1.85694e+18  2.85169e-20  8.32604e-07  2.56668e+06  1.41661e-01  0.00000e+00
0044  1.87535e+18  2.75587e-20  8.17150e-07  2.60284e+06  1.43250e-01  0.00000e+00
0045  1.89377e+18  2.71437e-20  8.01183e-07  2.63211e+06  1.44771e-01  0.00000e+00
0046  1.91218e+18  2.68553e-20  7.85479e-07  2.62950e+06  1.46266e-01  0.00000e+00
0047  1.93060e+18  2.59097e-20  7.71821e-07  2.62632e+06  1.47897e-01  0.00000e+00
0048  1.94901e+18  2.32079e-20  7.60850e-07  2.67258e+06  1.49688e-01  0.00000e+00
0049  1.96743e+18  2.18370e-20  7.48320e-07  2.79064e+06  1.51279e-01  0.00000e+00
0050  1.98584e+18  2.23972e-20  7.33446e-07  2.89132e+06  1.52307e-01  0.00000e+00
0051  2.00426e+18  2.40441e-20  7.16148e-07  2.89060e+06  1.53069e-01  0.00000e+00
0052  2.02267e+18  2.41655e-20  7.02571e-07  2.82932e+06  1.54177e-01  0.00000e+00
0053  2.04109e+18  2.27259e-20  6.93564e-07  2.77397e+06  1.56155e-01  0.00000e+00
0054  2.05951e+18  2.36262e-20  6.79010e-07  2.64162e+06  1.58530e-01  0.00000e+00
0055  2.07792e+18  2.54699e-20  6.76225e-07  2.44649e+06  1.59707e-01  0.00000e+00
0056  2.09634e+18  2.55472e-20  6.68004e-07  2.43812e+06  1.60091e-01  0.00000e+00
0057  2.11475e+18  2.51997e-20  6.56917e-07  2.46639e+06  1.60456e-01  0.00000e+00
0058  2.13317e+18  2.46726e-20  6.44855e-07  2.52016e+06  1.61104e-01  0.00000e+00
0059  2.15158e+18  2.41912e-20  6.33436e-07  2.57521e+06  1.62151e-01  0.00000e+00
0060  2.17000e+18  2.37403e-20  6.22455e-07  2.62336e+06  1.63448e-01  0.00000e+00
0061  2.18841e+18  2.32891e-20  6.11673e-07  2.66303e+06  1.64708e-01  0.00000e+00
0062  2.20683e+18  2.28455e-20  6.01135e-07  2.69446e+06  1.65781e-01  0.00000e+00
0063  2.22524e+18  2.24352e-20  5.90971e-07  2.71943e+06  1.66728e-01  0.00000e+00
0064  2.24366e+18  2.20619e-20  5.81273e-07  2.73966e+06  1.67677e-01  0.00000e+00
0065  2.26207e+18  2.16922e-20  5.71778e-07  2.75420e+06  1.68706e-01  0.00000e+00
0066  2.28049e+18  2.12820e-20  5.62115e-07  2.76126e+06  1.69799e-01  0.00000e+00
0067  2.29891e+18  2.08261e-20  5.52234e-07  2.76335e+06  1.70871e-01  0.00000e+00
0068  2.31732e+18  2.03487e-20  5.42354e-07  2.76539e+06  1.71855e-01  0.00000e+00
0069  2.33574e+18  1.98545e-20  5.32534e-07  2.77051e+06  1.72749e-01  0.00000e+00
0070  2.35415e+18  1.93712e-20  5.23003e-07  2.78018e+06  1.73597e-01  0.00000e+00
0071  2.37257e+18  1.89484e-20  5.14114e-07  2.79367e+06  1.74436e-01  0.00000e+00
0072  2.39098e+18  1.86247e-20  5.06049e-07  2.80906e+06  1.75280e-01  0.00000e+00
0073  2.40940e+18  1.84052e-20  4.98699e-07  2.82349e+06  1.76122e-01  0.00000e+00
0074  2.42781e+18  1.82576e-20  4.92041e-07  2.83553e+06  1.76950e-01  0.00000e+00
0075  2.44623e+18  1.81388e-20  4.85749e-07  2.84711e+06  1.77765e-01  0.00000e+00
0076  2.46464e+18  1.80112e-20  4.79556e-07  2.86112e+06  1.78581e-01  0.00000e+00
0077  2.48306e+18  1.78427e-20  4.73202e-07  2.87826e+06  1.79386e-01  0.00000e+00
0078  2.50147e+18  1.76499e-20  4.66737e-07  2.90137e+06  1.80144e-01  0.00000e+00
0079  2.51989e+18  1.74194e-20  4.60192e-07  2.94243e+06  1.80958e-01  0.00000e+00
0080  2.53831e+18  1.63647e-20  4.48872e-07  2.88936e+06  1.82275e-01  0.00000e+00
0081  2.55672e+18  1.04047e-20  4.73398e-07  3.14774e+06  1.84637e-01  0.00000e+00
0082  2.57514e+18  5.34087e-21  4.28998e-07  4.68531e+06  1.87864e-01  0.00000e+00
0083  2.59355e+18  3.63765e-21  4.06522e-07  5.72599e+06  1.91702e-01  0.00000e+00
0084  2.61197e+18  2.97918e-21  3.97203e-07  6.31798e+06  1.95863e-01  0.00000e+00
0085  2.63038e+18  2.62221e-21  3.90745e-07  6.75463e+06  2.00184e-01  0.00000e+00
0086  2.64880e+18  2.38154e-21  3.85172e-07  7.12396e+06  2.04596e-01  0.00000e+00
0087  2.66721e+18  2.20071e-21  3.80257e-07  7.44838e+06  2.09064e-01  0.00000e+00
0088  2.68563e+18  2.05769e-21  3.75752e-07  7.73430e+06  2.13570e-01  0.00000e+00
0089  2.70404e+18  1.93623e-21  3.71661e-07  7.99298e+06  2.18109e-01  0.00000e+00
0090  2.72246e+18  1.82973e-21  3.67534e-07  8.24022e+06  2.22678e-01  0.00000e+00
0091  2.74088e+18  1.73613e-21  3.63631e-07  8.47270e+06  2.27279e-01  0.00000e+00
0092  2.75929e+18  1.65283e-21  3.59960e-07  8.69508e+06  2.31916e-01  0.00000e+00
0093  2.77771e+18  1.57783e-21  3.56537e-07  8.90992e+06  2.36596e-01  0.00000e+00
0094  2.79612e+18  1.50980e-21  3.53314e-07  9.11796e+06  2.41324e-01  0.00000e+00
0095  2.81454e+18  1.44785e-21  3.50270e-07  9.31821e+06  2.46106e-01  0.00000e+00
0096  2.83295e+18  1.39129e-21  3.47385e-07  9.50971e+06  2.50947e-01  0.00000e+00
0097  2.85137e+18  1.33915e-21  3.44667e-07  9.69292e+06  2.55856e-01  0.00000e+00
0098  2.86978e+18  1.29073e-21  3.42081e-07  9.86959e+06  2.60838e-01  0.00000e+00
0099  2.88820e+18  1.24565e-21  3.39629e-07  1.00391e+07  2.65901e-01  0.00000e+00
0100  2.90661e+18  1.20360e-21  3.37303e-07  1.02008e+07  2.71049e-01  0.00000e+00
0101  2.92503e+18  1.16427e-21  3.35084e-07  1.03537e+07  2.76287e-01  0.00000e+00
0102  2.94345e+18  1.12743e-21  3.32957e-07  1.04975e+07  2.81618e-01  0.00000e+00
0103  2.96186e+18  1.09288e-21  3.30911e-07  1.06324e+07  2.87043e-01  0.00000e+00
0104  2.98028e+18  1.06046e-21  3.28947e-07  1.07590e+07  2.92558e-01  0.00000e+00
0105  2.99869e+18  1.03007e-21  3.27066e-07  1.08782e+07  2.98158e-01  0.00000e+00
0106  3.01711e+18  1.00159e-21  3.25276e-07  1.09911e+07  3.03836e-01  0.00000e+00
0107  3.03552e+18  9.74902e-22  3.23579e-07  1.10984e+07  3.09582e-01  0.00000e+00
0108  3.05394e+18  9.49917e-22  3.21973e-07  1.12006e+07  3.15385e-01  0.00000e+00
0109  3.07235e+18  9.26530e-22  3.20456e-07  1.12979e+07  3.21237e-01  0.00000e+00
0110  3.09077e+18  9.04641e-22  3.19028e-07  1.13901e+07  3.27129e-01  0.00000e+00
0111  3.10918e+18  8.84167e-22  3.17682e-07  1.14769e+07  3.33055e-01  0.00000e+00
0112  3.12760e+18  8.65006e-22  3.16419e-07  1.15582e+07  3.39013e-01  0.00000e+00
0113  3.14602e+18  8.47037e-22  3.15230e-07  1.16342e+07  3.45004e-01  0.00000e+00
0114  3.16443e+18  8.30139e-22  3.14111e-07  1.17051e+07  3.51034e-01  0.00000e+00
0115  3.18285e+18  8.14188e-22  3.13051e-07  1.17709e+07  3.57113e-01  0.00000e+00
0116  3.20126e+18  7.99061e-22  3.12040e-07  1.18320e+07  3.63253e-01  0.00000e+00
0117  3.21968e+18  7.84644e-22  3.11068e-07  1.18885e+07  3.69473e-01  0.00000e+00
0118  3.23809e+18  7.70831e-22  3.10126e-07  1.19404e+07  3.75791e-01  0.00000e+00
0119  3.25651e+18  7.57526e-22  3.09207e-07  1.19879e+07  3.82229e-01  0.00000e+00
