temperature	xi	s_xvi	wavelength	opacity
297.888336182	2.81927704811	s_xvi	3.9908	9.5923e-15	
297.888336182	2.85943770409	s_xvi	3.9908	9.25535e-15	
297.888336182	2.89959836006	s_xvi	3.9908	8.89679e-15	
297.888336182	2.93975901604	s_xvi	3.9908	8.52157e-15	
297.888336182	2.97991967201	s_xvi	3.9908	8.13442e-15	
297.888336182	3.02008032799	s_xvi	3.9908	7.7398e-15	
297.888336182	3.06024098396	s_xvi	3.9908	7.34182e-15	
297.888336182	3.10040163994	s_xvi	3.9908	6.94424e-15	
297.888336182	3.14056229591	s_xvi	3.9908	6.55035e-15	
297.888336182	3.18072295189	s_xvi	3.9908	6.16304e-15	
297.888336182	3.22088360786	s_xvi	3.9908	5.78476e-15	
297.888336182	3.26104426384	s_xvi	3.9908	5.41755e-15	
297.888336182	3.30120491982	s_xvi	3.9908	5.06305e-15	
297.888336182	3.34136557579	s_xvi	3.9908	4.72254e-15	
297.888336182	3.38152599335	s_xvi	3.9908	4.39695e-15	
297.888336182	3.42168664932	s_xvi	3.9908	4.08691e-15	
297.888336182	3.4618473053	s_xvi	3.9908	3.79281e-15	
297.888336182	3.50200796127	s_xvi	3.9908	3.51478e-15	
297.888336182	3.54216861725	s_xvi	3.9908	3.25277e-15	
297.888336182	3.58232927322	s_xvi	3.9908	3.00658e-15	
297.888336182	3.6224899292	s_xvi	3.9908	2.77584e-15	
297.888336182	3.66265058517	s_xvi	3.9908	2.56012e-15	
297.888336182	3.70281124115	s_xvi	3.9908	2.35887e-15	
297.888336182	3.74297189713	s_xvi	3.9908	2.17151e-15	
297.888336182	3.7831325531	s_xvi	3.9908	1.99739e-15	
297.888336182	3.82329320908	s_xvi	3.9908	1.83584e-15	
297.888336182	3.86345386505	s_xvi	3.9908	1.68619e-15	
297.888336182	3.90361452103	s_xvi	3.9908	1.54776e-15	
297.888336182	3.943775177	s_xvi	3.9908	1.41986e-15	
297.888336182	3.98393583298	s_xvi	3.9908	1.30183e-15	
297.888336182	4.02409648895	s_xvi	3.9908	1.19303e-15	
297.888336182	4.06425714493	s_xvi	3.9908	1.09284e-15	
297.888336182	4.1044178009	s_xvi	3.9908	1.00064e-15	
297.888336182	4.14457845688	s_xvi	3.9908	9.15884e-16	
297.888336182	4.18473911285	s_xvi	3.9908	8.38015e-16	
297.888336182	4.22489976883	s_xvi	3.9908	7.66525e-16	
297.888336182	4.2650604248	s_xvi	3.9908	7.00932e-16	
297.888336182	4.30522108078	s_xvi	3.9908	6.40784e-16	
297.888336182	4.34538173676	s_xvi	3.9908	5.85656e-16	
297.888336182	4.38554239273	s_xvi	3.9908	5.35153e-16	
297.888336182	4.42570304871	s_xvi	3.9908	4.88907e-16	
297.888336182	4.46586322784	s_xvi	3.9908	4.46576e-16	
297.888336182	4.50602388382	s_xvi	3.9908	4.07841e-16	
297.888336182	4.54618453979	s_xvi	3.9908	3.7241e-16	
297.888336182	4.58634519577	s_xvi	3.9908	3.40008e-16	
297.888336182	4.62650585175	s_xvi	3.9908	3.10387e-16	
297.888336182	4.66666650772	s_xvi	3.9908	2.83312e-16	
297.888336182	4.7068271637	s_xvi	3.9908	2.58573e-16	
297.888336182	4.74698781967	s_xvi	3.9908	2.3597e-16	
297.888336182	4.78714847565	s_xvi	3.9908	2.15324e-16	
297.888336182	4.82730913162	s_xvi	3.9908	1.96469e-16	
297.888336182	4.8674697876	s_xvi	3.9908	1.79251e-16	
297.888336182	4.90763044357	s_xvi	3.9908	1.63531e-16	
297.888336182	4.94779109955	s_xvi	3.9908	1.49181e-16	
297.888336182	4.98795175552	s_xvi	3.9908	1.36082e-16	
297.888336182	5.0281124115	s_xvi	3.9908	1.24127e-16	
297.888336182	5.06827306747	s_xvi	3.9908	1.13217e-16	
297.888336182	5.10843372345	s_xvi	3.9908	1.03262e-16	
297.888336182	5.14859437943	s_xvi	3.9908	9.41777e-17	
297.888336182	5.1887550354	s_xvi	3.9908	8.58898e-17	
297.888336182	5.22891569138	s_xvi	3.9908	7.83287e-17	
297.888336182	5.26907634735	s_xvi	3.9908	7.14311e-17	
297.888336182	5.30923700333	s_xvi	3.9908	6.51391e-17	
297.888336182	5.3493976593	s_xvi	3.9908	5.93998e-17	
297.888336182	5.38955831528	s_xvi	3.9908	5.41649e-17	
297.888336182	5.42971897125	s_xvi	3.9908	4.93902e-17	
297.888336182	5.46987962723	s_xvi	3.9908	4.50356e-17	
297.888336182	5.5100402832	s_xvi	3.9908	4.10641e-17	
297.888336182	5.55020093918	s_xvi	3.9908	3.74422e-17	
297.888336182	5.59036159515	s_xvi	3.9908	3.41393e-17	
297.888336182	5.63052225113	s_xvi	3.9908	3.11272e-17	
297.888336182	5.6706829071	s_xvi	3.9908	2.83805e-17	
297.888336182	5.71084356308	s_xvi	3.9908	2.58758e-17	
297.888336182	5.75100421906	s_xvi	3.9908	2.35919e-17	
297.888336182	5.79116487503	s_xvi	3.9908	2.15093e-17	
297.888336182	5.83132553101	s_xvi	3.9908	1.96103e-17	
297.888336182	5.87148571014	s_xvi	3.9908	1.78788e-17	
297.888336182	5.91164636612	s_xvi	3.9908	1.63e-17	
297.888336182	5.95180702209	s_xvi	3.9908	1.48604e-17	
297.888336182	5.99196767807	s_xvi	3.9908	1.35478e-17	
297.888336182	6.03212833405	s_xvi	3.9908	1.23511e-17	
297.888336182	6.07228899002	s_xvi	3.9908	1.12599e-17	
297.888336182	6.112449646	s_xvi	3.9908	1.0265e-17	
297.888336182	6.15261030197	s_xvi	3.9908	9.35797e-18	
297.888336182	6.19277095795	s_xvi	3.9908	8.53095e-18	
297.888336182	6.23293161392	s_xvi	3.9908	7.77693e-18	
297.888336182	6.2730922699	s_xvi	3.9908	7.08947e-18	
297.888336182	6.31325292587	s_xvi	3.9908	6.46269e-18	
297.888336182	6.35341358185	s_xvi	3.9908	5.89124e-18	
297.888336182	6.39357423782	s_xvi	3.9908	5.37025e-18	
297.888336182	6.4337348938	s_xvi	3.9908	4.89525e-18	
297.888336182	6.47389554977	s_xvi	3.9908	4.46219e-18	
297.888336182	6.51405620575	s_xvi	3.9908	4.06737e-18	
297.888336182	6.55421686172	s_xvi	3.9908	3.70741e-18	
297.888336182	6.5943775177	s_xvi	3.9908	3.37924e-18	
297.888336182	6.63453817368	s_xvi	3.9908	3.08005e-18	
297.888336182	6.67469882965	s_xvi	3.9908	2.80728e-18	
297.888336182	6.71485948563	s_xvi	3.9908	2.5586e-18	
297.888336182	6.7550201416	s_xvi	3.9908	2.33188e-18	
297.888336182	6.79518079758	s_xvi	3.9908	2.12519e-18	
297.888336182	6.83534145355	s_xvi	3.9908	1.93675e-18	
297.888336182	6.87550210953	s_xvi	3.9908	1.76496e-18	
297.888336182	6.9156627655	s_xvi	3.9908	1.60834e-18	
297.888336182	6.95582342148	s_xvi	3.9908	1.46556e-18	
297.888336182	6.99598407745	s_xvi	3.9908	1.33539e-18	
297.888336182	7.03614473343	s_xvi	3.9908	1.21673e-18	
297.888336182	7.0763053894	s_xvi	3.9908	1.10854e-18	
297.888336182	7.11646604538	s_xvi	3.9908	1.00992e-18	
297.888336182	7.15662670135	s_xvi	3.9908	9.20018e-19	
297.888336182	7.19678735733	s_xvi	3.9908	8.38061e-19	
297.888336182	7.23694801331	s_xvi	3.9908	7.63348e-19	
297.888336182	7.27710866928	s_xvi	3.9908	6.95242e-19	
297.888336182	7.31726884842	s_xvi	3.9908	6.3316e-19	
297.888336182	7.35742950439	s_xvi	3.9908	5.7657e-19	
297.888336182	7.39759016037	s_xvi	3.9908	5.24987e-19	
297.888336182	7.43775081635	s_xvi	3.9908	4.77971e-19	
297.888336182	7.47791147232	s_xvi	3.9908	4.35118e-19	
297.888336182	7.5180721283	s_xvi	3.9908	3.96061e-19	
297.888336182	7.55823278427	s_xvi	3.9908	3.60467e-19	
297.888336182	7.59839344025	s_xvi	3.9908	3.2803e-19	
297.888336182	7.63855409622	s_xvi	3.9908	2.98476e-19	
297.888336182	7.6787147522	s_xvi	3.9908	2.71543e-19	
297.888336182	7.71887540817	s_xvi	3.9908	2.47005e-19	
297.888336182	7.75903606415	s_xvi	3.9908	2.24651e-19	
297.888336182	7.79919672012	s_xvi	3.9908	2.04288e-19	
297.888336182	7.8393573761	s_xvi	3.9908	1.85738e-19	
297.888336182	7.87951803207	s_xvi	3.9908	1.68848e-19	
297.888336182	7.91967868805	s_xvi	3.9908	1.5347e-19	
297.888336182	7.95983934402	s_xvi	3.9908	1.39469e-19	
297.888336182	8.0	s_xvi	3.9908	1.26726e-19	
312.549468994	-2.0	s_xvi	3.9908	7.86139e-19	
312.549468994	-1.95983934402	s_xvi	3.9908	8.47103e-19	
312.549468994	-1.91967868805	s_xvi	3.9908	9.13977e-19	
312.549468994	-1.87951803207	s_xvi	3.9908	9.87333e-19	
312.549468994	-1.8393573761	s_xvi	3.9908	1.0678e-18	
312.549468994	-1.79919683933	s_xvi	3.9908	1.15607e-18	
312.549468994	-1.75903618336	s_xvi	3.9908	1.25289e-18	
312.549468994	-1.71887552738	s_xvi	3.9908	1.3591e-18	
312.549468994	-1.67871487141	s_xvi	3.9908	1.47561e-18	
312.549468994	-1.63855421543	s_xvi	3.9908	1.60342e-18	
312.549468994	-1.59839355946	s_xvi	3.9908	1.74363e-18	
312.549468994	-1.55823290348	s_xvi	3.9908	1.89743e-18	
312.549468994	-1.51807224751	s_xvi	3.9908	2.06614e-18	
312.549468994	-1.47791159153	s_xvi	3.9908	2.25123e-18	
312.549468994	-1.43775105476	s_xvi	3.9908	2.45427e-18	
312.549468994	-1.39759039879	s_xvi	3.9908	2.67701e-18	
312.549468994	-1.35742974281	s_xvi	3.9908	2.92137e-18	
312.549468994	-1.31726908684	s_xvi	3.9908	3.18945e-18	
312.549468994	-1.27710843086	s_xvi	3.9908	3.48355e-18	
312.549468994	-1.23694777489	s_xvi	3.9908	3.80621e-18	
312.549468994	-1.19678711891	s_xvi	3.9908	4.1602e-18	
312.549468994	-1.15662646294	s_xvi	3.9908	4.54858e-18	
312.549468994	-1.11646580696	s_xvi	3.9908	4.97469e-18	
312.549468994	-1.0763052702	s_xvi	3.9908	5.44222e-18	
312.549468994	-1.03614461422	s_xvi	3.9908	5.9552e-18	
312.549468994	-0.995983958244	s_xvi	3.9908	6.51807e-18	
312.549468994	-0.955823302269	s_xvi	3.9908	7.1357e-18	
312.549468994	-0.915662646294	s_xvi	3.9908	7.81344e-18	
312.549468994	-0.875501990318	s_xvi	3.9908	8.55717e-18	
312.549468994	-0.835341393948	s_xvi	3.9908	9.37335e-18	
312.549468994	-0.795180737972	s_xvi	3.9908	1.02691e-17	
312.549468994	-0.755020081997	s_xvi	3.9908	1.12522e-17	
312.549468994	-0.714859426022	s_xvi	3.9908	1.23312e-17	
312.549468994	-0.674698770046	s_xvi	3.9908	1.35155e-17	
312.549468994	-0.634538173676	s_xvi	3.9908	1.48156e-17	
312.549468994	-0.5943775177	s_xvi	3.9908	1.62429e-17	
312.549468994	-0.554216861725	s_xvi	3.9908	1.78099e-17	
312.549468994	-0.51405620575	s_xvi	3.9908	1.95303e-17	
312.549468994	-0.473895579576	s_xvi	3.9908	2.14196e-17	
312.549468994	-0.433734953403	s_xvi	3.9908	2.34943e-17	
312.549468994	-0.393574297428	s_xvi	3.9908	2.5773e-17	
312.549468994	-0.353413641453	s_xvi	3.9908	2.82761e-17	
312.549468994	-0.31325301528	s_xvi	3.9908	3.1026e-17	
312.549468994	-0.273092359304	s_xvi	3.9908	3.40473e-17	
312.549468994	-0.232931733131	s_xvi	3.9908	3.73676e-17	
312.549468994	-0.192771077156	s_xvi	3.9908	4.1017e-17	
312.549468994	-0.152610436082	s_xvi	3.9908	4.50287e-17	
312.549468994	-0.112449802458	s_xvi	3.9908	4.94398e-17	
312.549468994	-0.0722891539335	s_xvi	3.9908	5.42908e-17	
312.549468994	-0.0321285128593	s_xvi	3.9908	5.96271e-17	
312.549468994	0.00803212821484	s_xvi	3.9908	6.54986e-17	
312.549468994	0.048192769289	s_xvi	3.9908	7.19607e-17	
312.549468994	0.0883534103632	s_xvi	3.9908	7.90749e-17	
312.549468994	0.128514051437	s_xvi	3.9908	8.69094e-17	
312.549468994	0.168674692512	s_xvi	3.9908	9.55401e-17	
312.549468994	0.208835348487	s_xvi	3.9908	1.05051e-16	
312.549468994	0.248995989561	s_xvi	3.9908	1.15536e-16	
312.549468994	0.289156615734	s_xvi	3.9908	1.271e-16	
312.549468994	0.329317271709	s_xvi	3.9908	1.39859e-16	
312.549468994	0.369477897882	s_xvi	3.9908	1.53942e-16	
312.549468994	0.409638553858	s_xvi	3.9908	1.69495e-16	
312.549468994	0.449799209833	s_xvi	3.9908	1.8668e-16	
312.549468994	0.489959836006	s_xvi	3.9908	2.05676e-16	
312.549468994	0.530120491982	s_xvi	3.9908	2.26686e-16	
312.549468994	0.570281147957	s_xvi	3.9908	2.49937e-16	
312.549468994	0.610441744328	s_xvi	3.9908	2.75679e-16	
312.549468994	0.650602400303	s_xvi	3.9908	3.04198e-16	
312.549468994	0.690763056278	s_xvi	3.9908	3.35808e-16	
312.549468994	0.730923712254	s_xvi	3.9908	3.70862e-16	
312.549468994	0.771084308624	s_xvi	3.9908	4.09757e-16	
312.549468994	0.8112449646	s_xvi	3.9908	4.52932e-16	
312.549468994	0.851405620575	s_xvi	3.9908	5.00879e-16	
312.549468994	0.89156627655	s_xvi	3.9908	5.54143e-16	
312.549468994	0.931726932526	s_xvi	3.9908	6.1333e-16	
312.549468994	0.971887528896	s_xvi	3.9908	6.79111e-16	
312.549468994	1.01204824448	s_xvi	3.9908	7.52225e-16	
312.549468994	1.05220878124	s_xvi	3.9908	8.3348e-16	
312.549468994	1.09236943722	s_xvi	3.9908	9.23762e-16	
312.549468994	1.13253009319	s_xvi	3.9908	1.02403e-15	
312.549468994	1.17269074917	s_xvi	3.9908	1.13531e-15	
312.549468994	1.21285140514	s_xvi	3.9908	1.25871e-15	
312.549468994	1.25301206112	s_xvi	3.9908	1.39537e-15	
312.549468994	1.29317271709	s_xvi	3.9908	1.54652e-15	
312.549468994	1.33333337307	s_xvi	3.9908	1.71336e-15	
312.549468994	1.37349402905	s_xvi	3.9908	1.89716e-15	
312.549468994	1.41365456581	s_xvi	3.9908	2.09909e-15	
312.549468994	1.45381522179	s_xvi	3.9908	2.32031e-15	
312.549468994	1.49397587776	s_xvi	3.9908	2.56184e-15	
312.549468994	1.53413653374	s_xvi	3.9908	2.82454e-15	
312.549468994	1.57429718971	s_xvi	3.9908	3.10903e-15	
312.549468994	1.61445784569	s_xvi	3.9908	3.41565e-15	
312.549468994	1.65461850166	s_xvi	3.9908	3.7444e-15	
312.549468994	1.69477915764	s_xvi	3.9908	4.09482e-15	
312.549468994	1.73493981361	s_xvi	3.9908	4.466e-15	
312.549468994	1.77510035038	s_xvi	3.9908	4.85647e-15	
312.549468994	1.81526100636	s_xvi	3.9908	5.2642e-15	
312.549468994	1.85542166233	s_xvi	3.9908	5.68655e-15	
312.549468994	1.89558231831	s_xvi	3.9908	6.12026e-15	
312.549468994	1.93574297428	s_xvi	3.9908	6.56148e-15	
312.549468994	1.97590363026	s_xvi	3.9908	7.00581e-15	
312.549468994	2.01606416702	s_xvi	3.9908	7.44836e-15	
312.549468994	2.056224823	s_xvi	3.9908	7.88382e-15	
312.549468994	2.09638547897	s_xvi	3.9908	8.30661e-15	
312.549468994	2.13654613495	s_xvi	3.9908	8.71099e-15	
312.549468994	2.17670679092	s_xvi	3.9908	9.09122e-15	
312.549468994	2.2168674469	s_xvi	3.9908	9.44169e-15	
312.549468994	2.25702810287	s_xvi	3.9908	9.75712e-15	
312.549468994	2.29718875885	s_xvi	3.9908	1.00327e-14	
312.549468994	2.33734941483	s_xvi	3.9908	1.02642e-14	
312.549468994	2.3775100708	s_xvi	3.9908	1.04483e-14	
312.549468994	2.41767072678	s_xvi	3.9908	1.05822e-14	
312.549468994	2.45783138275	s_xvi	3.9908	1.06644e-14	
312.549468994	2.49799203873	s_xvi	3.9908	1.06941e-14	
312.549468994	2.5381526947	s_xvi	3.9908	1.06716e-14	
312.549468994	2.57831335068	s_xvi	3.9908	1.05981e-14	
312.549468994	2.61847400665	s_xvi	3.9908	1.04757e-14	
312.549468994	2.65863442421	s_xvi	3.9908	1.03073e-14	
312.549468994	2.69879508018	s_xvi	3.9908	1.00964e-14	
312.549468994	2.73895573616	s_xvi	3.9908	9.84713e-15	
312.549468994	2.77911639214	s_xvi	3.9908	9.56395e-15	
312.549468994	2.81927704811	s_xvi	3.9908	9.25161e-15	
312.549468994	2.85943770409	s_xvi	3.9908	8.915e-15	
312.549468994	2.89959836006	s_xvi	3.9908	8.55898e-15	
312.549468994	2.93975901604	s_xvi	3.9908	8.18831e-15	
312.549468994	2.97991967201	s_xvi	3.9908	7.80751e-15	
312.549468994	3.02008032799	s_xvi	3.9908	7.42083e-15	
312.549468994	3.06024098396	s_xvi	3.9908	7.03218e-15	
312.549468994	3.10040163994	s_xvi	3.9908	6.64505e-15	
312.549468994	3.14056229591	s_xvi	3.9908	6.26253e-15	
312.549468994	3.18072295189	s_xvi	3.9908	5.8873e-15	
312.549468994	3.22088360786	s_xvi	3.9908	5.52161e-15	
312.549468994	3.26104426384	s_xvi	3.9908	5.16732e-15	
312.549468994	3.30120491982	s_xvi	3.9908	4.82589e-15	
312.549468994	3.34136557579	s_xvi	3.9908	4.49845e-15	
312.549468994	3.38152599335	s_xvi	3.9908	4.18583e-15	
312.549468994	3.42168664932	s_xvi	3.9908	3.88854e-15	
312.549468994	3.4618473053	s_xvi	3.9908	3.60687e-15	
312.549468994	3.50200796127	s_xvi	3.9908	3.34089e-15	
312.549468994	3.54216861725	s_xvi	3.9908	3.09049e-15	
312.549468994	3.58232927322	s_xvi	3.9908	2.85543e-15	
312.549468994	3.6224899292	s_xvi	3.9908	2.63531e-15	
312.549468994	3.66265058517	s_xvi	3.9908	2.42967e-15	
312.549468994	3.70281124115	s_xvi	3.9908	2.23797e-15	
312.549468994	3.74297189713	s_xvi	3.9908	2.05961e-15	
312.549468994	3.7831325531	s_xvi	3.9908	1.89395e-15	
312.549468994	3.82329320908	s_xvi	3.9908	1.74034e-15	
312.549468994	3.86345386505	s_xvi	3.9908	1.59812e-15	
312.549468994	3.90361452103	s_xvi	3.9908	1.46661e-15	
312.549468994	3.943775177	s_xvi	3.9908	1.34516e-15	
312.549468994	3.98393583298	s_xvi	3.9908	1.23313e-15	
312.549468994	4.02409648895	s_xvi	3.9908	1.12989e-15	
312.549468994	4.06425714493	s_xvi	3.9908	1.03485e-15	
312.549468994	4.1044178009	s_xvi	3.9908	9.47421e-16	
312.549468994	4.14457845688	s_xvi	3.9908	8.67063e-16	
312.549468994	4.18473911285	s_xvi	3.9908	7.93256e-16	
312.549468994	4.22489976883	s_xvi	3.9908	7.2551e-16	
312.549468994	4.2650604248	s_xvi	3.9908	6.63365e-16	
312.549468994	4.30522108078	s_xvi	3.9908	6.06388e-16	
312.549468994	4.34538173676	s_xvi	3.9908	5.54176e-16	
312.549468994	4.38554239273	s_xvi	3.9908	5.06352e-16	
312.549468994	4.42570304871	s_xvi	3.9908	4.62564e-16	
312.549468994	4.46586322784	s_xvi	3.9908	4.22489e-16	
312.549468994	4.50602388382	s_xvi	3.9908	3.85823e-16	
312.549468994	4.54618453979	s_xvi	3.9908	3.52286e-16	
312.549468994	4.58634519577	s_xvi	3.9908	3.21621e-16	
312.549468994	4.62650585175	s_xvi	3.9908	2.93589e-16	
312.549468994	4.66666650772	s_xvi	3.9908	2.6797e-16	
312.549468994	4.7068271637	s_xvi	3.9908	2.44562e-16	
312.549468994	4.74698781967	s_xvi	3.9908	2.23177e-16	
312.549468994	4.78714847565	s_xvi	3.9908	2.03644e-16	
312.549468994	4.82730913162	s_xvi	3.9908	1.85807e-16	
312.549468994	4.8674697876	s_xvi	3.9908	1.6952e-16	
312.549468994	4.90763044357	s_xvi	3.9908	1.5465e-16	
312.549468994	4.94779109955	s_xvi	3.9908	1.41076e-16	
312.549468994	4.98795175552	s_xvi	3.9908	1.28687e-16	
312.549468994	5.0281124115	s_xvi	3.9908	1.1738e-16	
312.549468994	5.06827306747	s_xvi	3.9908	1.07061e-16	
312.549468994	5.10843372345	s_xvi	3.9908	9.76455e-17	
312.549468994	5.14859437943	s_xvi	3.9908	8.90546e-17	
312.549468994	5.1887550354	s_xvi	3.9908	8.12167e-17	
312.549468994	5.22891569138	s_xvi	3.9908	7.40662e-17	
312.549468994	5.26907634735	s_xvi	3.9908	6.75434e-17	
312.549468994	5.30923700333	s_xvi	3.9908	6.15933e-17	
312.549468994	5.3493976593	s_xvi	3.9908	5.6166e-17	
312.549468994	5.38955831528	s_xvi	3.9908	5.12157e-17	
312.549468994	5.42971897125	s_xvi	3.9908	4.67008e-17	
312.549468994	5.46987962723	s_xvi	3.9908	4.25831e-17	
312.549468994	5.5100402832	s_xvi	3.9908	3.88277e-17	
312.549468994	5.55020093918	s_xvi	3.9908	3.5403e-17	
312.549468994	5.59036159515	s_xvi	3.9908	3.22798e-17	
312.549468994	5.63052225113	s_xvi	3.9908	2.94317e-17	
312.549468994	5.6706829071	s_xvi	3.9908	2.68345e-17	
312.549468994	5.71084356308	s_xvi	3.9908	2.44662e-17	
312.549468994	5.75100421906	s_xvi	3.9908	2.23067e-17	
312.549468994	5.79116487503	s_xvi	3.9908	2.03375e-17	
312.549468994	5.83132553101	s_xvi	3.9908	1.8542e-17	
312.549468994	5.87148571014	s_xvi	3.9908	1.69048e-17	
312.549468994	5.91164636612	s_xvi	3.9908	1.5412e-17	
312.549468994	5.95180702209	s_xvi	3.9908	1.40509e-17	
312.549468994	5.99196767807	s_xvi	3.9908	1.28099e-17	
312.549468994	6.03212833405	s_xvi	3.9908	1.16783e-17	
312.549468994	6.07228899002	s_xvi	3.9908	1.06466e-17	
312.549468994	6.112449646	s_xvi	3.9908	9.70596e-18	
312.549468994	6.15261030197	s_xvi	3.9908	8.84832e-18	
312.549468994	6.19277095795	s_xvi	3.9908	8.06638e-18	
312.549468994	6.23293161392	s_xvi	3.9908	7.35345e-18	
312.549468994	6.2730922699	s_xvi	3.9908	6.70346e-18	
312.549468994	6.31325292587	s_xvi	3.9908	6.11084e-18	
312.549468994	6.35341358185	s_xvi	3.9908	5.57055e-18	
312.549468994	6.39357423782	s_xvi	3.9908	5.07795e-18	
312.549468994	6.4337348938	s_xvi	3.9908	4.62885e-18	
312.549468994	6.47389554977	s_xvi	3.9908	4.2194e-18	
312.549468994	6.51405620575	s_xvi	3.9908	3.8461e-18	
312.549468994	6.55421686172	s_xvi	3.9908	3.50576e-18	
312.549468994	6.5943775177	s_xvi	3.9908	3.19548e-18	
312.549468994	6.63453817368	s_xvi	3.9908	2.9126e-18	
312.549468994	6.67469882965	s_xvi	3.9908	2.6547e-18	
312.549468994	6.71485948563	s_xvi	3.9908	2.41958e-18	
312.549468994	6.7550201416	s_xvi	3.9908	2.20522e-18	
312.549468994	6.79518079758	s_xvi	3.9908	2.00979e-18	
312.549468994	6.83534145355	s_xvi	3.9908	1.83163e-18	
312.549468994	6.87550210953	s_xvi	3.9908	1.6692e-18	
312.549468994	6.9156627655	s_xvi	3.9908	1.52112e-18	
312.549468994	6.95582342148	s_xvi	3.9908	1.38612e-18	
312.549468994	6.99598407745	s_xvi	3.9908	1.26305e-18	
312.549468994	7.03614473343	s_xvi	3.9908	1.15085e-18	
312.549468994	7.0763053894	s_xvi	3.9908	1.04857e-18	
312.549468994	7.11646604538	s_xvi	3.9908	9.55319e-19	
312.549468994	7.15662670135	s_xvi	3.9908	8.70313e-19	
312.549468994	7.19678735733	s_xvi	3.9908	7.9282e-19	
312.549468994	7.23694801331	s_xvi	3.9908	7.22178e-19	
312.549468994	7.27710866928	s_xvi	3.9908	6.57781e-19	
312.549468994	7.31726884842	s_xvi	3.9908	5.9908e-19	
312.549468994	7.35742950439	s_xvi	3.9908	5.4557e-19	
312.549468994	7.39759016037	s_xvi	3.9908	4.96795e-19	
312.549468994	7.43775081635	s_xvi	3.9908	4.52337e-19	
312.549468994	7.47791147232	s_xvi	3.9908	4.11814e-19	
312.549468994	7.5180721283	s_xvi	3.9908	3.74885e-19	
312.549468994	7.55823278427	s_xvi	3.9908	3.41225e-19	
312.549468994	7.59839344025	s_xvi	3.9908	3.10549e-19	
312.549468994	7.63855409622	s_xvi	3.9908	2.82595e-19	
312.549468994	7.6787147522	s_xvi	3.9908	2.57123e-19	
312.549468994	7.71887540817	s_xvi	3.9908	2.33915e-19	
312.549468994	7.75903606415	s_xvi	3.9908	2.1277e-19	
312.549468994	7.79919672012	s_xvi	3.9908	1.93509e-19	
312.549468994	7.8393573761	s_xvi	3.9908	1.75964e-19	
312.549468994	7.87951803207	s_xvi	3.9908	1.59981e-19	
312.549468994	7.91967868805	s_xvi	3.9908	1.45431e-19	
312.549468994	7.95983934402	s_xvi	3.9908	1.32183e-19	
312.549468994	8.0	s_xvi	3.9908	1.20123e-19	
327.932189941	-2.0	s_xvi	3.9908	1.07295e-18	
327.932189941	-1.95983934402	s_xvi	3.9908	1.14481e-18	
327.932189941	-1.91967868805	s_xvi	3.9908	1.22365e-18	
327.932189941	-1.87951803207	s_xvi	3.9908	1.31012e-18	
327.932189941	-1.8393573761	s_xvi	3.9908	1.40497e-18	
327.932189941	-1.79919683933	s_xvi	3.9908	1.50902e-18	
327.932189941	-1.75903618336	s_xvi	3.9908	1.62315e-18	
327.932189941	-1.71887552738	s_xvi	3.9908	1.74834e-18	
327.932189941	-1.67871487141	s_xvi	3.9908	1.88567e-18	
327.932189941	-1.63855421543	s_xvi	3.9908	2.03631e-18	
327.932189941	-1.59839355946	s_xvi	3.9908	2.20156e-18	
327.932189941	-1.55823290348	s_xvi	3.9908	2.38282e-18	
327.932189941	-1.51807224751	s_xvi	3.9908	2.58166e-18	
327.932189941	-1.47791159153	s_xvi	3.9908	2.79978e-18	
327.932189941	-1.43775105476	s_xvi	3.9908	3.03905e-18	
327.932189941	-1.39759039879	s_xvi	3.9908	3.30153e-18	
327.932189941	-1.35742974281	s_xvi	3.9908	3.58946e-18	
327.932189941	-1.31726908684	s_xvi	3.9908	3.90532e-18	
327.932189941	-1.27710843086	s_xvi	3.9908	4.25182e-18	
327.932189941	-1.23694777489	s_xvi	3.9908	4.63194e-18	
327.932189941	-1.19678711891	s_xvi	3.9908	5.04894e-18	
327.932189941	-1.15662646294	s_xvi	3.9908	5.50641e-18	
327.932189941	-1.11646580696	s_xvi	3.9908	6.00828e-18	
327.932189941	-1.0763052702	s_xvi	3.9908	6.55888e-18	
327.932189941	-1.03614461422	s_xvi	3.9908	7.16293e-18	
327.932189941	-0.995983958244	s_xvi	3.9908	7.82565e-18	
327.932189941	-0.955823302269	s_xvi	3.9908	8.55275e-18	
327.932189941	-0.915662646294	s_xvi	3.9908	9.3505e-18	
327.932189941	-0.875501990318	s_xvi	3.9908	1.02258e-17	
327.932189941	-0.835341393948	s_xvi	3.9908	1.11862e-17	
327.932189941	-0.795180737972	s_xvi	3.9908	1.224e-17	
327.932189941	-0.755020081997	s_xvi	3.9908	1.33963e-17	
327.932189941	-0.714859426022	s_xvi	3.9908	1.46651e-17	
327.932189941	-0.674698770046	s_xvi	3.9908	1.60575e-17	
327.932189941	-0.634538173676	s_xvi	3.9908	1.75856e-17	
327.932189941	-0.5943775177	s_xvi	3.9908	1.92626e-17	
327.932189941	-0.554216861725	s_xvi	3.9908	2.11031e-17	
327.932189941	-0.51405620575	s_xvi	3.9908	2.31232e-17	
327.932189941	-0.473895579576	s_xvi	3.9908	2.53406e-17	
327.932189941	-0.433734953403	s_xvi	3.9908	2.77747e-17	
327.932189941	-0.393574297428	s_xvi	3.9908	3.04468e-17	
