temperature	xi	s_xvi	wavelength	opacity
0.979679584503	2.41767072678	s_xvi	3.9908	6.81281e-17	
0.979679584503	2.45783138275	s_xvi	3.9908	9.89674e-17	
0.979679584503	2.49799203873	s_xvi	3.9908	1.42628e-16	
0.979679584503	2.5381526947	s_xvi	3.9908	2.03909e-16	
0.979679584503	2.57831335068	s_xvi	3.9908	2.89141e-16	
0.979679584503	2.61847400665	s_xvi	3.9908	4.06605e-16	
0.979679584503	2.65863442421	s_xvi	3.9908	5.66956e-16	
0.979679584503	2.69879508018	s_xvi	3.9908	7.83693e-16	
0.979679584503	2.73895573616	s_xvi	3.9908	1.07365e-15	
0.979679584503	2.77911639214	s_xvi	3.9908	1.45743e-15	
0.979679584503	2.81927704811	s_xvi	3.9908	1.95981e-15	
0.979679584503	2.85943770409	s_xvi	3.9908	2.60984e-15	
0.979679584503	2.89959836006	s_xvi	3.9908	3.44095e-15	
0.979679584503	2.93975901604	s_xvi	3.9908	4.4905e-15	
0.979679584503	2.97991967201	s_xvi	3.9908	5.79909e-15	
0.979679584503	3.02008032799	s_xvi	3.9908	7.40947e-15	
0.979679584503	3.06024098396	s_xvi	3.9908	9.36497e-15	
0.979679584503	3.10040163994	s_xvi	3.9908	1.17077e-14	
0.979679584503	3.14056229591	s_xvi	3.9908	1.44765e-14	
0.979679584503	3.18072295189	s_xvi	3.9908	1.77046e-14	
0.979679584503	3.22088360786	s_xvi	3.9908	2.14178e-14	
0.979679584503	3.26104426384	s_xvi	3.9908	2.56321e-14	
0.979679584503	3.30120491982	s_xvi	3.9908	3.03527e-14	
0.979679584503	3.34136557579	s_xvi	3.9908	3.55724e-14	
0.979679584503	3.38152599335	s_xvi	3.9908	4.1271e-14	
0.979679584503	3.42168664932	s_xvi	3.9908	4.74157e-14	
0.979679584503	3.4618473053	s_xvi	3.9908	5.39574e-14	
0.979679584503	3.50200796127	s_xvi	3.9908	6.0836e-14	
0.979679584503	3.54216861725	s_xvi	3.9908	6.79788e-14	
0.979679584503	3.58232927322	s_xvi	3.9908	7.52995e-14	
0.979679584503	3.6224899292	s_xvi	3.9908	8.27013e-14	
0.979679584503	3.66265058517	s_xvi	3.9908	9.00768e-14	
0.979679584503	3.70281124115	s_xvi	3.9908	9.73122e-14	
0.979679584503	3.74297189713	s_xvi	3.9908	1.04288e-13	
0.979679584503	3.7831325531	s_xvi	3.9908	1.10882e-13	
0.979679584503	3.82329320908	s_xvi	3.9908	1.16978e-13	
0.979679584503	3.86345386505	s_xvi	3.9908	1.22459e-13	
0.979679584503	3.90361452103	s_xvi	3.9908	1.27224e-13	
0.979679584503	3.943775177	s_xvi	3.9908	1.31186e-13	
0.979679584503	3.98393583298	s_xvi	3.9908	1.34274e-13	
0.979679584503	4.02409648895	s_xvi	3.9908	1.36438e-13	
0.979679584503	4.06425714493	s_xvi	3.9908	1.3766e-13	
0.979679584503	4.1044178009	s_xvi	3.9908	1.37937e-13	
0.979679584503	4.14457845688	s_xvi	3.9908	1.37294e-13	
0.979679584503	4.18473911285	s_xvi	3.9908	1.35777e-13	
0.979679584503	4.22489976883	s_xvi	3.9908	1.33446e-13	
0.979679584503	4.2650604248	s_xvi	3.9908	1.30389e-13	
0.979679584503	4.30522108078	s_xvi	3.9908	1.26694e-13	
0.979679584503	4.34538173676	s_xvi	3.9908	1.22457e-13	
0.979679584503	4.38554239273	s_xvi	3.9908	1.17778e-13	
0.979679584503	4.42570304871	s_xvi	3.9908	1.12755e-13	
0.979679584503	4.46586322784	s_xvi	3.9908	1.07485e-13	
0.979679584503	4.50602388382	s_xvi	3.9908	1.02054e-13	
0.979679584503	4.54618453979	s_xvi	3.9908	9.65424e-14	
0.979679584503	4.58634519577	s_xvi	3.9908	9.10181e-14	
0.979679584503	4.62650585175	s_xvi	3.9908	8.55707e-14	
0.979679584503	4.66666650772	s_xvi	3.9908	8.01697e-14	
0.979679584503	4.7068271637	s_xvi	3.9908	7.49363e-14	
0.979679584503	4.74698781967	s_xvi	3.9908	6.98772e-14	
0.979679584503	4.78714847565	s_xvi	3.9908	6.50172e-14	
0.979679584503	4.82730913162	s_xvi	3.9908	6.03744e-14	
0.979679584503	4.8674697876	s_xvi	3.9908	5.59609e-14	
0.979679584503	4.90763044357	s_xvi	3.9908	5.17834e-14	
0.979679584503	4.94779109955	s_xvi	3.9908	4.78446e-14	
0.979679584503	4.98795175552	s_xvi	3.9908	4.41437e-14	
0.979679584503	5.0281124115	s_xvi	3.9908	4.06767e-14	
0.979679584503	5.06827306747	s_xvi	3.9908	3.74376e-14	
0.979679584503	5.10843372345	s_xvi	3.9908	3.44189e-14	
0.979679584503	5.14859437943	s_xvi	3.9908	3.16117e-14	
0.979679584503	5.1887550354	s_xvi	3.9908	2.90062e-14	
0.979679584503	5.22891569138	s_xvi	3.9908	2.65916e-14	
0.979679584503	5.26907634735	s_xvi	3.9908	2.43582e-14	
0.979679584503	5.30923700333	s_xvi	3.9908	2.22961e-14	
0.979679584503	5.3493976593	s_xvi	3.9908	2.03929e-14	
0.979679584503	5.38955831528	s_xvi	3.9908	1.86392e-14	
0.979679584503	5.42971897125	s_xvi	3.9908	1.7025e-14	
0.979679584503	5.46987962723	s_xvi	3.9908	1.55403e-14	
0.979679584503	5.5100402832	s_xvi	3.9908	1.41753e-14	
0.979679584503	5.55020093918	s_xvi	3.9908	1.2923e-14	
0.979679584503	5.59036159515	s_xvi	3.9908	1.17736e-14	
0.979679584503	5.63052225113	s_xvi	3.9908	1.07197e-14	
0.979679584503	5.6706829071	s_xvi	3.9908	9.75469e-15	
0.979679584503	5.71084356308	s_xvi	3.9908	8.87025e-15	
0.979679584503	5.75100421906	s_xvi	3.9908	8.06064e-15	
0.979679584503	5.79116487503	s_xvi	3.9908	7.3204e-15	
0.979679584503	5.83132553101	s_xvi	3.9908	6.64331e-15	
0.979679584503	5.87148571014	s_xvi	3.9908	6.02413e-15	
0.979679584503	5.91164636612	s_xvi	3.9908	5.45881e-15	
0.979679584503	5.95180702209	s_xvi	3.9908	4.94264e-15	
0.979679584503	5.99196767807	s_xvi	3.9908	4.47158e-15	
0.979679584503	6.03212833405	s_xvi	3.9908	4.04189e-15	
0.979679584503	6.07228899002	s_xvi	3.9908	3.65013e-15	
0.979679584503	6.112449646	s_xvi	3.9908	3.29316e-15	
0.979679584503	6.15261030197	s_xvi	3.9908	2.96805e-15	
0.979679584503	6.19277095795	s_xvi	3.9908	2.67215e-15	
0.979679584503	6.23293161392	s_xvi	3.9908	2.40286e-15	
0.979679584503	6.2730922699	s_xvi	3.9908	2.15809e-15	
0.979679584503	6.31325292587	s_xvi	3.9908	1.93578e-15	
0.979679584503	6.35341358185	s_xvi	3.9908	1.73405e-15	
0.979679584503	6.39357423782	s_xvi	3.9908	1.55116e-15	
0.979679584503	6.4337348938	s_xvi	3.9908	1.38583e-15	
0.979679584503	6.47389554977	s_xvi	3.9908	1.23608e-15	
0.979679584503	6.51405620575	s_xvi	3.9908	1.10074e-15	
0.979679584503	6.55421686172	s_xvi	3.9908	9.78586e-16	
0.979679584503	6.5943775177	s_xvi	3.9908	8.68131e-16	
0.979679584503	6.63453817368	s_xvi	3.9908	7.69001e-16	
0.979679584503	6.67469882965	s_xvi	3.9908	6.79958e-16	
0.979679584503	6.71485948563	s_xvi	3.9908	6.00178e-16	
0.979679584503	6.7550201416	s_xvi	3.9908	5.28957e-16	
0.979679584503	6.79518079758	s_xvi	3.9908	4.65118e-16	
0.979679584503	6.83534145355	s_xvi	3.9908	4.08123e-16	
0.979679584503	6.87550210953	s_xvi	3.9908	3.57283e-16	
0.979679584503	6.9156627655	s_xvi	3.9908	3.12207e-16	
0.979679584503	6.95582342148	s_xvi	3.9908	2.72438e-16	
0.979679584503	6.99598407745	s_xvi	3.9908	2.37274e-16	
0.979679584503	7.03614473343	s_xvi	3.9908	2.06253e-16	
0.979679584503	7.0763053894	s_xvi	3.9908	1.78955e-16	
0.979679584503	7.11646604538	s_xvi	3.9908	1.54934e-16	
0.979679584503	7.15662670135	s_xvi	3.9908	1.33836e-16	
0.979679584503	7.19678735733	s_xvi	3.9908	1.1551e-16	
0.979679584503	7.23694801331	s_xvi	3.9908	9.95247e-17	
0.979679584503	7.27710866928	s_xvi	3.9908	8.56214e-17	
0.979679584503	7.31726884842	s_xvi	3.9908	7.35577e-17	
0.979679584503	7.35742950439	s_xvi	3.9908	6.31674e-17	
0.979679584503	7.39759016037	s_xvi	3.9908	5.41375e-17	
0.979679584503	7.43775081635	s_xvi	3.9908	4.63038e-17	
0.979679584503	7.47791147232	s_xvi	3.9908	3.96403e-17	
0.979679584503	7.5180721283	s_xvi	3.9908	3.38751e-17	
0.979679584503	7.55823278427	s_xvi	3.9908	2.89015e-17	
0.979679584503	7.59839344025	s_xvi	3.9908	2.46677e-17	
0.979679584503	7.63855409622	s_xvi	3.9908	2.10449e-17	
0.979679584503	7.6787147522	s_xvi	3.9908	1.79677e-17	
0.979679584503	7.71887540817	s_xvi	3.9908	1.53066e-17	
0.979679584503	7.75903606415	s_xvi	3.9908	1.30663e-17	
0.979679584503	7.79919672012	s_xvi	3.9908	1.11435e-17	
0.979679584503	7.8393573761	s_xvi	3.9908	9.49595e-18	
0.979679584503	7.87951803207	s_xvi	3.9908	8.11262e-18	
0.979679584503	7.91967868805	s_xvi	3.9908	6.92707e-18	
0.979679584503	7.95983934402	s_xvi	3.9908	5.91185e-18	
0.979679584503	8.0	s_xvi	3.9908	5.06078e-18	
1.02789640427	-2.0	s_xvi	3.9908	0.0	
1.02789640427	-1.95983934402	s_xvi	3.9908	0.0	
1.02789640427	-1.91967868805	s_xvi	3.9908	0.0	
1.02789640427	-1.87951803207	s_xvi	3.9908	0.0	
1.02789640427	-1.8393573761	s_xvi	3.9908	0.0	
1.02789640427	-1.79919683933	s_xvi	3.9908	0.0	
1.02789640427	-1.75903618336	s_xvi	3.9908	0.0	
1.02789640427	-1.71887552738	s_xvi	3.9908	0.0	
1.02789640427	-1.67871487141	s_xvi	3.9908	0.0	
1.02789640427	-1.63855421543	s_xvi	3.9908	0.0	
1.02789640427	-1.59839355946	s_xvi	3.9908	0.0	
1.02789640427	-1.55823290348	s_xvi	3.9908	0.0	
1.02789640427	-1.51807224751	s_xvi	3.9908	0.0	
1.02789640427	-1.47791159153	s_xvi	3.9908	0.0	
1.02789640427	-1.43775105476	s_xvi	3.9908	0.0	
1.02789640427	-1.39759039879	s_xvi	3.9908	0.0	
1.02789640427	-1.35742974281	s_xvi	3.9908	0.0	
1.02789640427	-1.31726908684	s_xvi	3.9908	0.0	
1.02789640427	-1.27710843086	s_xvi	3.9908	0.0	
1.02789640427	-1.23694777489	s_xvi	3.9908	0.0	
1.02789640427	-1.19678711891	s_xvi	3.9908	0.0	
1.02789640427	-1.15662646294	s_xvi	3.9908	0.0	
1.02789640427	-1.11646580696	s_xvi	3.9908	0.0	
1.02789640427	-1.0763052702	s_xvi	3.9908	0.0	
1.02789640427	-1.03614461422	s_xvi	3.9908	0.0	
1.02789640427	-0.995983958244	s_xvi	3.9908	0.0	
1.02789640427	-0.955823302269	s_xvi	3.9908	0.0	
1.02789640427	-0.915662646294	s_xvi	3.9908	0.0	
1.02789640427	-0.875501990318	s_xvi	3.9908	0.0	
1.02789640427	-0.835341393948	s_xvi	3.9908	0.0	
1.02789640427	-0.795180737972	s_xvi	3.9908	0.0	
1.02789640427	-0.755020081997	s_xvi	3.9908	0.0	
1.02789640427	-0.714859426022	s_xvi	3.9908	0.0	
1.02789640427	-0.674698770046	s_xvi	3.9908	0.0	
1.02789640427	-0.634538173676	s_xvi	3.9908	0.0	
1.02789640427	-0.5943775177	s_xvi	3.9908	0.0	
1.02789640427	-0.554216861725	s_xvi	3.9908	0.0	
1.02789640427	-0.51405620575	s_xvi	3.9908	0.0	
1.02789640427	-0.473895579576	s_xvi	3.9908	0.0	
1.02789640427	-0.433734953403	s_xvi	3.9908	0.0	
1.02789640427	-0.393574297428	s_xvi	3.9908	0.0	
1.02789640427	-0.353413641453	s_xvi	3.9908	0.0	
1.02789640427	-0.31325301528	s_xvi	3.9908	0.0	
1.02789640427	-0.273092359304	s_xvi	3.9908	0.0	
1.02789640427	-0.232931733131	s_xvi	3.9908	0.0	
1.02789640427	-0.192771077156	s_xvi	3.9908	0.0	
1.02789640427	-0.152610436082	s_xvi	3.9908	0.0	
1.02789640427	-0.112449802458	s_xvi	3.9908	0.0	
1.02789640427	-0.0722891539335	s_xvi	3.9908	0.0	
1.02789640427	-0.0321285128593	s_xvi	3.9908	0.0	
1.02789640427	0.00803212821484	s_xvi	3.9908	0.0	
1.02789640427	0.048192769289	s_xvi	3.9908	0.0	
1.02789640427	0.0883534103632	s_xvi	3.9908	0.0	
1.02789640427	0.128514051437	s_xvi	3.9908	0.0	
1.02789640427	0.168674692512	s_xvi	3.9908	0.0	
1.02789640427	0.208835348487	s_xvi	3.9908	0.0	
1.02789640427	0.248995989561	s_xvi	3.9908	0.0	
1.02789640427	0.289156615734	s_xvi	3.9908	0.0	
1.02789640427	0.329317271709	s_xvi	3.9908	0.0	
1.02789640427	0.369477897882	s_xvi	3.9908	0.0	
1.02789640427	0.409638553858	s_xvi	3.9908	0.0	
1.02789640427	0.449799209833	s_xvi	3.9908	0.0	
1.02789640427	0.489959836006	s_xvi	3.9908	0.0	
1.02789640427	0.530120491982	s_xvi	3.9908	0.0	
1.02789640427	0.570281147957	s_xvi	3.9908	0.0	
1.02789640427	0.610441744328	s_xvi	3.9908	0.0	
1.02789640427	0.650602400303	s_xvi	3.9908	0.0	
1.02789640427	0.690763056278	s_xvi	3.9908	0.0	
1.02789640427	0.730923712254	s_xvi	3.9908	0.0	
1.02789640427	0.771084308624	s_xvi	3.9908	0.0	
1.02789640427	0.8112449646	s_xvi	3.9908	0.0	
1.02789640427	0.851405620575	s_xvi	3.9908	0.0	
1.02789640427	0.89156627655	s_xvi	3.9908	0.0	
1.02789640427	0.931726932526	s_xvi	3.9908	0.0	
1.02789640427	0.971887528896	s_xvi	3.9908	0.0	
1.02789640427	1.01204824448	s_xvi	3.9908	0.0	
1.02789640427	1.05220878124	s_xvi	3.9908	0.0	
1.02789640427	1.09236943722	s_xvi	3.9908	0.0	
1.02789640427	1.13253009319	s_xvi	3.9908	0.0	
1.02789640427	1.17269074917	s_xvi	3.9908	0.0	
1.02789640427	1.21285140514	s_xvi	3.9908	0.0	
1.02789640427	1.25301206112	s_xvi	3.9908	0.0	
1.02789640427	1.29317271709	s_xvi	3.9908	0.0	
1.02789640427	1.33333337307	s_xvi	3.9908	0.0	
1.02789640427	1.37349402905	s_xvi	3.9908	0.0	
1.02789640427	1.41365456581	s_xvi	3.9908	0.0	
1.02789640427	1.45381522179	s_xvi	3.9908	0.0	
1.02789640427	1.49397587776	s_xvi	3.9908	0.0	
1.02789640427	1.53413653374	s_xvi	3.9908	0.0	
1.02789640427	1.57429718971	s_xvi	3.9908	0.0	
1.02789640427	1.61445784569	s_xvi	3.9908	0.0	
1.02789640427	1.65461850166	s_xvi	3.9908	0.0	
1.02789640427	1.69477915764	s_xvi	3.9908	0.0	
1.02789640427	1.73493981361	s_xvi	3.9908	0.0	
1.02789640427	1.77510035038	s_xvi	3.9908	0.0	
1.02789640427	1.81526100636	s_xvi	3.9908	0.0	
1.02789640427	1.85542166233	s_xvi	3.9908	0.0	
1.02789640427	1.89558231831	s_xvi	3.9908	0.0	
1.02789640427	1.93574297428	s_xvi	3.9908	0.0	
1.02789640427	1.97590363026	s_xvi	3.9908	7.5008e-19	
1.02789640427	2.01606416702	s_xvi	3.9908	1.18717e-18	
1.02789640427	2.056224823	s_xvi	3.9908	1.86401e-18	
1.02789640427	2.09638547897	s_xvi	3.9908	2.90298e-18	
1.02789640427	2.13654613495	s_xvi	3.9908	4.48443e-18	
1.02789640427	2.17670679092	s_xvi	3.9908	6.87141e-18	
1.02789640427	2.2168674469	s_xvi	3.9908	1.04383e-17	
1.02789640427	2.25702810287	s_xvi	3.9908	1.57401e-17	
1.02789640427	2.29718875885	s_xvi	3.9908	2.35463e-17	
1.02789640427	2.33734941483	s_xvi	3.9908	3.49443e-17	
1.02789640427	2.3775100708	s_xvi	3.9908	5.14502e-17	
1.02789640427	2.41767072678	s_xvi	3.9908	7.51951e-17	
1.02789640427	2.45783138275	s_xvi	3.9908	1.08948e-16	
1.02789640427	2.49799203873	s_xvi	3.9908	1.56594e-16	
1.02789640427	2.5381526947	s_xvi	3.9908	2.23265e-16	
1.02789640427	2.57831335068	s_xvi	3.9908	3.15726e-16	
1.02789640427	2.61847400665	s_xvi	3.9908	4.42761e-16	
1.02789640427	2.65863442421	s_xvi	3.9908	6.15643e-16	
1.02789640427	2.69879508018	s_xvi	3.9908	8.48597e-16	
1.02789640427	2.73895573616	s_xvi	3.9908	1.15926e-15	
1.02789640427	2.77911639214	s_xvi	3.9908	1.5692e-15	
1.02789640427	2.81927704811	s_xvi	3.9908	2.10391e-15	
1.02789640427	2.85943770409	s_xvi	3.9908	2.79359e-15	
1.02789640427	2.89959836006	s_xvi	3.9908	3.67242e-15	
1.02789640427	2.93975901604	s_xvi	3.9908	4.77841e-15	
1.02789640427	2.97991967201	s_xvi	3.9908	6.15258e-15	
1.02789640427	3.02008032799	s_xvi	3.9908	7.83757e-15	
1.02789640427	3.06024098396	s_xvi	3.9908	9.87628e-15	
1.02789640427	3.10040163994	s_xvi	3.9908	1.23097e-14	
1.02789640427	3.14056229591	s_xvi	3.9908	1.51748e-14	
1.02789640427	3.18072295189	s_xvi	3.9908	1.85025e-14	
1.02789640427	3.22088360786	s_xvi	3.9908	2.23153e-14	
1.02789640427	3.26104426384	s_xvi	3.9908	2.66258e-14	
1.02789640427	3.30120491982	s_xvi	3.9908	3.14349e-14	
1.02789640427	3.34136557579	s_xvi	3.9908	3.6731e-14	
1.02789640427	3.38152599335	s_xvi	3.9908	4.24898e-14	
1.02789640427	3.42168664932	s_xvi	3.9908	4.86712e-14	
1.02789640427	3.4618473053	s_xvi	3.9908	5.52234e-14	
1.02789640427	3.50200796127	s_xvi	3.9908	6.20825e-14	
1.02789640427	3.54216861725	s_xvi	3.9908	6.91699e-14	
1.02789640427	3.58232927322	s_xvi	3.9908	7.63963e-14	
1.02789640427	3.6224899292	s_xvi	3.9908	8.3662e-14	
1.02789640427	3.66265058517	s_xvi	3.9908	9.08578e-14	
1.02789640427	3.70281124115	s_xvi	3.9908	9.78693e-14	
1.02789640427	3.74297189713	s_xvi	3.9908	1.04578e-13	
1.02789640427	3.7831325531	s_xvi	3.9908	1.10865e-13	
1.02789640427	3.82329320908	s_xvi	3.9908	1.16616e-13	
1.02789640427	3.86345386505	s_xvi	3.9908	1.21722e-13	
1.02789640427	3.90361452103	s_xvi	3.9908	1.2609e-13	
1.02789640427	3.943775177	s_xvi	3.9908	1.2964e-13	
1.02789640427	3.98393583298	s_xvi	3.9908	1.32312e-13	
1.02789640427	4.02409648895	s_xvi	3.9908	1.3407e-13	
1.02789640427	4.06425714493	s_xvi	3.9908	1.349e-13	
1.02789640427	4.1044178009	s_xvi	3.9908	1.34815e-13	
1.02789640427	4.14457845688	s_xvi	3.9908	1.33843e-13	
1.02789640427	4.18473911285	s_xvi	3.9908	1.32038e-13	
1.02789640427	4.22489976883	s_xvi	3.9908	1.2947e-13	
1.02789640427	4.2650604248	s_xvi	3.9908	1.26226e-13	
1.02789640427	4.30522108078	s_xvi	3.9908	1.22393e-13	
1.02789640427	4.34538173676	s_xvi	3.9908	1.1807e-13	
1.02789640427	4.38554239273	s_xvi	3.9908	1.13352e-13	
1.02789640427	4.42570304871	s_xvi	3.9908	1.08336e-13	
1.02789640427	4.46586322784	s_xvi	3.9908	1.03112e-13	
1.02789640427	4.50602388382	s_xvi	3.9908	9.77627e-14	
1.02789640427	4.54618453979	s_xvi	3.9908	9.23614e-14	
1.02789640427	4.58634519577	s_xvi	3.9908	8.69736e-14	
1.02789640427	4.62650585175	s_xvi	3.9908	8.16537e-14	
1.02789640427	4.66666650772	s_xvi	3.9908	7.64479e-14	
1.02789640427	4.7068271637	s_xvi	3.9908	7.13936e-14	
1.02789640427	4.74698781967	s_xvi	3.9908	6.65196e-14	
1.02789640427	4.78714847565	s_xvi	3.9908	6.18478e-14	
1.02789640427	4.82730913162	s_xvi	3.9908	5.73934e-14	
1.02789640427	4.8674697876	s_xvi	3.9908	5.31661e-14	
1.02789640427	4.90763044357	s_xvi	3.9908	4.91708e-14	
1.02789640427	4.94779109955	s_xvi	3.9908	4.54088e-14	
1.02789640427	4.98795175552	s_xvi	3.9908	4.18782e-14	
1.02789640427	5.0281124115	s_xvi	3.9908	3.85741e-14	
1.02789640427	5.06827306747	s_xvi	3.9908	3.54901e-14	
1.02789640427	5.10843372345	s_xvi	3.9908	3.26183e-14	
1.02789640427	5.14859437943	s_xvi	3.9908	2.99496e-14	
1.02789640427	5.1887550354	s_xvi	3.9908	2.74737e-14	
1.02789640427	5.22891569138	s_xvi	3.9908	2.51816e-14	
1.02789640427	5.26907634735	s_xvi	3.9908	2.30621e-14	
1.02789640427	5.30923700333	s_xvi	3.9908	2.11061e-14	
1.02789640427	5.3493976593	s_xvi	3.9908	1.93016e-14	
1.02789640427	5.38955831528	s_xvi	3.9908	1.76397e-14	
1.02789640427	5.42971897125	s_xvi	3.9908	1.61101e-14	
1.02789640427	5.46987962723	s_xvi	3.9908	1.47038e-14	
1.02789640427	5.5100402832	s_xvi	3.9908	1.34115e-14	
1.02789640427	5.55020093918	s_xvi	3.9908	1.22255e-14	
1.02789640427	5.59036159515	s_xvi	3.9908	1.11376e-14	
1.02789640427	5.63052225113	s_xvi	3.9908	1.01403e-14	
1.02789640427	5.6706829071	s_xvi	3.9908	9.22721e-15	
1.02789640427	5.71084356308	s_xvi	3.9908	8.39068e-15	
1.02789640427	5.75100421906	s_xvi	3.9908	7.62504e-15	
1.02789640427	5.79116487503	s_xvi	3.9908	6.9247e-15	
1.02789640427	5.83132553101	s_xvi	3.9908	6.28404e-15	
1.02789640427	5.87148571014	s_xvi	3.9908	5.69886e-15	
1.02789640427	5.91164636612	s_xvi	3.9908	5.16434e-15	
1.02789640427	5.95180702209	s_xvi	3.9908	4.67633e-15	
1.02789640427	5.99196767807	s_xvi	3.9908	4.23098e-15	
1.02789640427	6.03212833405	s_xvi	3.9908	3.82476e-15	
1.02789640427	6.07228899002	s_xvi	3.9908	3.45442e-15	
1.02789640427	6.112449646	s_xvi	3.9908	3.11695e-15	
1.02789640427	6.15261030197	s_xvi	3.9908	2.80961e-15	
1.02789640427	6.19277095795	s_xvi	3.9908	2.52988e-15	
1.02789640427	6.23293161392	s_xvi	3.9908	2.27536e-15	
1.02789640427	6.2730922699	s_xvi	3.9908	2.04393e-15	
1.02789640427	6.31325292587	s_xvi	3.9908	1.83373e-15	
1.02789640427	6.35341358185	s_xvi	3.9908	1.64296e-15	
1.02789640427	6.39357423782	s_xvi	3.9908	1.47e-15	
1.02789640427	6.4337348938	s_xvi	3.9908	1.31358e-15	
1.02789640427	6.47389554977	s_xvi	3.9908	1.17193e-15	
1.02789640427	6.51405620575	s_xvi	3.9908	1.0439e-15	
1.02789640427	6.55421686172	s_xvi	3.9908	9.2833e-16	
1.02789640427	6.5943775177	s_xvi	3.9908	8.23805e-16	
1.02789640427	6.63453817368	s_xvi	3.9908	7.29958e-16	
1.02789640427	6.67469882965	s_xvi	3.9908	6.45626e-16	
1.02789640427	6.71485948563	s_xvi	3.9908	5.70065e-16	
1.02789640427	6.7550201416	s_xvi	3.9908	5.02589e-16	
1.02789640427	6.79518079758	s_xvi	3.9908	4.42108e-16	
1.02789640427	6.83534145355	s_xvi	3.9908	3.88079e-16	
1.02789640427	6.87550210953	s_xvi	3.9908	3.39869e-16	
1.02789640427	6.9156627655	s_xvi	3.9908	2.97089e-16	
1.02789640427	6.95582342148	s_xvi	3.9908	2.59353e-16	
1.02789640427	6.99598407745	s_xvi	3.9908	2.25972e-16	
1.02789640427	7.03614473343	s_xvi	3.9908	1.96514e-16	
1.02789640427	7.0763053894	s_xvi	3.9908	1.70579e-16	
1.02789640427	7.11646604538	s_xvi	3.9908	1.47751e-16	
1.02789640427	7.15662670135	s_xvi	3.9908	1.27697e-16	
1.02789640427	7.19678735733	s_xvi	3.9908	1.10263e-16	
1.02789640427	7.23694801331	s_xvi	3.9908	9.51261e-17	
1.02789640427	7.27710866928	s_xvi	3.9908	8.18794e-17	
1.02789640427	7.31726884842	s_xvi	3.9908	7.032e-17	
1.02789640427	7.35742950439	s_xvi	3.9908	6.03647e-17	
1.02789640427	7.39759016037	s_xvi	3.9908	5.18043e-17	
1.02789640427	7.43775081635	s_xvi	3.9908	4.43757e-17	
1.02789640427	7.47791147232	s_xvi	3.9908	3.7938e-17	
1.02789640427	7.5180721283	s_xvi	3.9908	3.24407e-17	
1.02789640427	7.55823278427	s_xvi	3.9908	2.77471e-17	
1.02789640427	7.59839344025	s_xvi	3.9908	2.3697e-17	
1.02789640427	7.63855409622	s_xvi	3.9908	2.02301e-17	
1.02789640427	7.6787147522	s_xvi	3.9908	1.72482e-17	
1.02789640427	7.71887540817	s_xvi	3.9908	1.47182e-17	
1.02789640427	7.75903606415	s_xvi	3.9908	1.25602e-17	
1.02789640427	7.79919672012	s_xvi	3.9908	1.07308e-17	
1.02789640427	7.8393573761	s_xvi	3.9908	9.16108e-18	
1.02789640427	7.87951803207	s_xvi	3.9908	7.82434e-18	
1.02789640427	7.91967868805	s_xvi	3.9908	6.68642e-18	
1.02789640427	7.95983934402	s_xvi	3.9908	5.71796e-18	
1.02789640427	8.0	s_xvi	3.9908	4.88803e-18	
1.07848632336	-2.0	s_xvi	3.9908	0.0	
1.07848632336	-1.95983934402	s_xvi	3.9908	0.0	
1.07848632336	-1.91967868805	s_xvi	3.9908	0.0	
1.07848632336	-1.87951803207	s_xvi	3.9908	0.0	
1.07848632336	-1.8393573761	s_xvi	3.9908	0.0	
1.07848632336	-1.79919683933	s_xvi	3.9908	0.0	
1.07848632336	-1.75903618336	s_xvi	3.9908	0.0	
1.07848632336	-1.71887552738	s_xvi	3.9908	0.0	
1.07848632336	-1.67871487141	s_xvi	3.9908	0.0	
1.07848632336	-1.63855421543	s_xvi	3.9908	0.0	
1.07848632336	-1.59839355946	s_xvi	3.9908	0.0	
1.07848632336	-1.55823290348	s_xvi	3.9908	0.0	
1.07848632336	-1.51807224751	s_xvi	3.9908	0.0	
1.07848632336	-1.47791159153	s_xvi	3.9908	0.0	
1.07848632336	-1.43775105476	s_xvi	3.9908	0.0	
1.07848632336	-1.39759039879	s_xvi	3.9908	0.0	
1.07848632336	-1.35742974281	s_xvi	3.9908	0.0	
1.07848632336	-1.31726908684	s_xvi	3.9908	0.0	
1.07848632336	-1.27710843086	s_xvi	3.9908	0.0	
1.07848632336	-1.23694777489	s_xvi	3.9908	0.0	
1.07848632336	-1.19678711891	s_xvi	3.9908	0.0	
1.07848632336	-1.15662646294	s_xvi	3.9908	0.0	
1.07848632336	-1.11646580696	s_xvi	3.9908	0.0	
1.07848632336	-1.0763052702	s_xvi	3.9908	0.0	
1.07848632336	-1.03614461422	s_xvi	3.9908	0.0	
1.07848632336	-0.995983958244	s_xvi	3.9908	0.0	
1.07848632336	-0.955823302269	s_xvi	3.9908	0.0	
1.07848632336	-0.915662646294	s_xvi	3.9908	0.0	
1.07848632336	-0.875501990318	s_xvi	3.9908	0.0	
1.07848632336	-0.835341393948	s_xvi	3.9908	0.0	
1.07848632336	-0.795180737972	s_xvi	3.9908	0.0	
1.07848632336	-0.755020081997	s_xvi	3.9908	0.0	
1.07848632336	-0.714859426022	s_xvi	3.9908	0.0	
1.07848632336	-0.674698770046	s_xvi	3.9908	0.0	
