temperature	xi	ne_viii	wavelength	opacity
3.76107645035	5.5100402832	ne_viii	780.324	1.58259e-21	
3.76107645035	5.55020093918	ne_viii	780.324	0.0	
3.76107645035	5.59036159515	ne_viii	780.324	0.0	
3.76107645035	5.63052225113	ne_viii	780.324	0.0	
3.76107645035	5.6706829071	ne_viii	780.324	0.0	
3.76107645035	5.71084356308	ne_viii	780.324	0.0	
3.76107645035	5.75100421906	ne_viii	780.324	0.0	
3.76107645035	5.79116487503	ne_viii	780.324	0.0	
3.76107645035	5.83132553101	ne_viii	780.324	0.0	
3.76107645035	5.87148571014	ne_viii	780.324	0.0	
3.76107645035	5.91164636612	ne_viii	780.324	0.0	
3.76107645035	5.95180702209	ne_viii	780.324	0.0	
3.76107645035	5.99196767807	ne_viii	780.324	0.0	
3.76107645035	6.03212833405	ne_viii	780.324	0.0	
3.76107645035	6.07228899002	ne_viii	780.324	0.0	
3.76107645035	6.112449646	ne_viii	780.324	0.0	
3.76107645035	6.15261030197	ne_viii	780.324	0.0	
3.76107645035	6.19277095795	ne_viii	780.324	0.0	
3.76107645035	6.23293161392	ne_viii	780.324	0.0	
3.76107645035	6.2730922699	ne_viii	780.324	0.0	
3.76107645035	6.31325292587	ne_viii	780.324	0.0	
3.76107645035	6.35341358185	ne_viii	780.324	0.0	
3.76107645035	6.39357423782	ne_viii	780.324	0.0	
3.76107645035	6.4337348938	ne_viii	780.324	0.0	
3.76107645035	6.47389554977	ne_viii	780.324	0.0	
3.76107645035	6.51405620575	ne_viii	780.324	0.0	
3.76107645035	6.55421686172	ne_viii	780.324	0.0	
3.76107645035	6.5943775177	ne_viii	780.324	0.0	
3.76107645035	6.63453817368	ne_viii	780.324	0.0	
3.76107645035	6.67469882965	ne_viii	780.324	0.0	
3.76107645035	6.71485948563	ne_viii	780.324	0.0	
3.76107645035	6.7550201416	ne_viii	780.324	0.0	
3.76107645035	6.79518079758	ne_viii	780.324	0.0	
3.76107645035	6.83534145355	ne_viii	780.324	0.0	
3.76107645035	6.87550210953	ne_viii	780.324	0.0	
3.76107645035	6.9156627655	ne_viii	780.324	0.0	
3.76107645035	6.95582342148	ne_viii	780.324	0.0	
3.76107645035	6.99598407745	ne_viii	780.324	0.0	
3.76107645035	7.03614473343	ne_viii	780.324	0.0	
3.76107645035	7.0763053894	ne_viii	780.324	0.0	
3.76107645035	7.11646604538	ne_viii	780.324	0.0	
3.76107645035	7.15662670135	ne_viii	780.324	0.0	
3.76107645035	7.19678735733	ne_viii	780.324	0.0	
3.76107645035	7.23694801331	ne_viii	780.324	0.0	
3.76107645035	7.27710866928	ne_viii	780.324	0.0	
3.76107645035	7.31726884842	ne_viii	780.324	0.0	
3.76107645035	7.35742950439	ne_viii	780.324	0.0	
3.76107645035	7.39759016037	ne_viii	780.324	0.0	
3.76107645035	7.43775081635	ne_viii	780.324	0.0	
3.76107645035	7.47791147232	ne_viii	780.324	0.0	
3.76107645035	7.5180721283	ne_viii	780.324	0.0	
3.76107645035	7.55823278427	ne_viii	780.324	0.0	
3.76107645035	7.59839344025	ne_viii	780.324	0.0	
3.76107645035	7.63855409622	ne_viii	780.324	0.0	
3.76107645035	7.6787147522	ne_viii	780.324	0.0	
3.76107645035	7.71887540817	ne_viii	780.324	0.0	
3.76107645035	7.75903606415	ne_viii	780.324	0.0	
3.76107645035	7.79919672012	ne_viii	780.324	0.0	
3.76107645035	7.8393573761	ne_viii	780.324	0.0	
3.76107645035	7.87951803207	ne_viii	780.324	0.0	
3.76107645035	7.91967868805	ne_viii	780.324	0.0	
3.76107645035	7.95983934402	ne_viii	780.324	0.0	
3.76107645035	8.0	ne_viii	780.324	0.0	
3.946185112	-2.0	ne_viii	780.324	0.0	
3.946185112	-1.95983934402	ne_viii	780.324	0.0	
3.946185112	-1.91967868805	ne_viii	780.324	0.0	
3.946185112	-1.87951803207	ne_viii	780.324	0.0	
3.946185112	-1.8393573761	ne_viii	780.324	0.0	
3.946185112	-1.79919683933	ne_viii	780.324	0.0	
3.946185112	-1.75903618336	ne_viii	780.324	0.0	
3.946185112	-1.71887552738	ne_viii	780.324	0.0	
3.946185112	-1.67871487141	ne_viii	780.324	0.0	
3.946185112	-1.63855421543	ne_viii	780.324	0.0	
3.946185112	-1.59839355946	ne_viii	780.324	0.0	
3.946185112	-1.55823290348	ne_viii	780.324	0.0	
3.946185112	-1.51807224751	ne_viii	780.324	0.0	
3.946185112	-1.47791159153	ne_viii	780.324	0.0	
3.946185112	-1.43775105476	ne_viii	780.324	0.0	
3.946185112	-1.39759039879	ne_viii	780.324	0.0	
3.946185112	-1.35742974281	ne_viii	780.324	0.0	
3.946185112	-1.31726908684	ne_viii	780.324	0.0	
3.946185112	-1.27710843086	ne_viii	780.324	0.0	
3.946185112	-1.23694777489	ne_viii	780.324	0.0	
3.946185112	-1.19678711891	ne_viii	780.324	0.0	
3.946185112	-1.15662646294	ne_viii	780.324	3.1485e-15	
3.946185112	-1.11646580696	ne_viii	780.324	4.02618e-15	
3.946185112	-1.0763052702	ne_viii	780.324	5.12154e-15	
3.946185112	-1.03614461422	ne_viii	780.324	6.48241e-15	
3.946185112	-0.995983958244	ne_viii	780.324	8.1661e-15	
3.946185112	-0.955823302269	ne_viii	780.324	1.02414e-14	
3.946185112	-0.915662646294	ne_viii	780.324	1.27907e-14	
3.946185112	-0.875501990318	ne_viii	780.324	1.59126e-14	
3.946185112	-0.835341393948	ne_viii	780.324	1.97255e-14	
3.946185112	-0.795180737972	ne_viii	780.324	2.43707e-14	
3.946185112	-0.755020081997	ne_viii	780.324	3.00175e-14	
3.946185112	-0.714859426022	ne_viii	780.324	3.68685e-14	
3.946185112	-0.674698770046	ne_viii	780.324	4.51653e-14	
3.946185112	-0.634538173676	ne_viii	780.324	5.51978e-14	
3.946185112	-0.5943775177	ne_viii	780.324	6.73106e-14	
3.946185112	-0.554216861725	ne_viii	780.324	8.19158e-14	
3.946185112	-0.51405620575	ne_viii	780.324	9.95035e-14	
3.946185112	-0.473895579576	ne_viii	780.324	1.20658e-13	
3.946185112	-0.433734953403	ne_viii	780.324	1.46073e-13	
3.946185112	-0.393574297428	ne_viii	780.324	1.76573e-13	
3.946185112	-0.353413641453	ne_viii	780.324	2.13117e-13	
3.946185112	-0.31325301528	ne_viii	780.324	2.56916e-13	
3.946185112	-0.273092359304	ne_viii	780.324	3.09258e-13	
3.946185112	-0.232931733131	ne_viii	780.324	3.71816e-13	
3.946185112	-0.192771077156	ne_viii	780.324	4.46463e-13	
3.946185112	-0.152610436082	ne_viii	780.324	5.3542e-13	
3.946185112	-0.112449802458	ne_viii	780.324	6.41294e-13	
3.946185112	-0.0722891539335	ne_viii	780.324	7.67148e-13	
3.946185112	-0.0321285128593	ne_viii	780.324	9.1645e-13	
3.946185112	0.00803212821484	ne_viii	780.324	1.09332e-12	
3.946185112	0.048192769289	ne_viii	780.324	1.30247e-12	
3.946185112	0.0883534103632	ne_viii	780.324	1.54932e-12	
3.946185112	0.128514051437	ne_viii	780.324	1.84005e-12	
3.946185112	0.168674692512	ne_viii	780.324	2.18168e-12	
3.946185112	0.208835348487	ne_viii	780.324	2.58209e-12	
3.946185112	0.248995989561	ne_viii	780.324	3.0503e-12	
3.946185112	0.289156615734	ne_viii	780.324	3.596e-12	
3.946185112	0.329317271709	ne_viii	780.324	4.23004e-12	
3.946185112	0.369477897882	ne_viii	780.324	4.96409e-12	
3.946185112	0.409638553858	ne_viii	780.324	5.8108e-12	
3.946185112	0.449799209833	ne_viii	780.324	6.7833e-12	
3.946185112	0.489959836006	ne_viii	780.324	7.89512e-12	
3.946185112	0.530120491982	ne_viii	780.324	9.15984e-12	
3.946185112	0.570281147957	ne_viii	780.324	1.05904e-11	
3.946185112	0.610441744328	ne_viii	780.324	1.21985e-11	
3.946185112	0.650602400303	ne_viii	780.324	1.3994e-11	
3.946185112	0.690763056278	ne_viii	780.324	1.59837e-11	
3.946185112	0.730923712254	ne_viii	780.324	1.81702e-11	
3.946185112	0.771084308624	ne_viii	780.324	2.05507e-11	
3.946185112	0.8112449646	ne_viii	780.324	2.31155e-11	
3.946185112	0.851405620575	ne_viii	780.324	2.58469e-11	
3.946185112	0.89156627655	ne_viii	780.324	2.87181e-11	
3.946185112	0.931726932526	ne_viii	780.324	3.1692e-11	
3.946185112	0.971887528896	ne_viii	780.324	3.47215e-11	
3.946185112	1.01204824448	ne_viii	780.324	3.77491e-11	
3.946185112	1.05220878124	ne_viii	780.324	4.07088e-11	
3.946185112	1.09236943722	ne_viii	780.324	4.3528e-11	
3.946185112	1.13253009319	ne_viii	780.324	4.61304e-11	
3.946185112	1.17269074917	ne_viii	780.324	4.84406e-11	
3.946185112	1.21285140514	ne_viii	780.324	5.03876e-11	
3.946185112	1.25301206112	ne_viii	780.324	5.191e-11	
3.946185112	1.29317271709	ne_viii	780.324	5.29596e-11	
3.946185112	1.33333337307	ne_viii	780.324	5.35051e-11	
3.946185112	1.37349402905	ne_viii	780.324	5.35334e-11	
3.946185112	1.41365456581	ne_viii	780.324	5.30506e-11	
3.946185112	1.45381522179	ne_viii	780.324	5.20804e-11	
3.946185112	1.49397587776	ne_viii	780.324	5.06622e-11	
3.946185112	1.53413653374	ne_viii	780.324	4.88479e-11	
3.946185112	1.57429718971	ne_viii	780.324	4.66975e-11	
3.946185112	1.61445784569	ne_viii	780.324	4.42761e-11	
3.946185112	1.65461850166	ne_viii	780.324	4.16503e-11	
3.946185112	1.69477915764	ne_viii	780.324	3.88846e-11	
3.946185112	1.73493981361	ne_viii	780.324	3.60395e-11	
3.946185112	1.77510035038	ne_viii	780.324	3.31698e-11	
3.946185112	1.81526100636	ne_viii	780.324	3.03233e-11	
3.946185112	1.85542166233	ne_viii	780.324	2.75406e-11	
3.946185112	1.89558231831	ne_viii	780.324	2.48552e-11	
3.946185112	1.93574297428	ne_viii	780.324	2.22932e-11	
3.946185112	1.97590363026	ne_viii	780.324	1.98744e-11	
3.946185112	2.01606416702	ne_viii	780.324	1.76127e-11	
3.946185112	2.056224823	ne_viii	780.324	1.55169e-11	
3.946185112	2.09638547897	ne_viii	780.324	1.3591e-11	
3.946185112	2.13654613495	ne_viii	780.324	1.18355e-11	
3.946185112	2.17670679092	ne_viii	780.324	1.02478e-11	
3.946185112	2.2168674469	ne_viii	780.324	8.82256e-12	
3.946185112	2.25702810287	ne_viii	780.324	7.55253e-12	
3.946185112	2.29718875885	ne_viii	780.324	6.42895e-12	
3.946185112	2.33734941483	ne_viii	780.324	5.44198e-12	
3.946185112	2.3775100708	ne_viii	780.324	4.58105e-12	
3.946185112	2.41767072678	ne_viii	780.324	3.83524e-12	
3.946185112	2.45783138275	ne_viii	780.324	3.19357e-12	
3.946185112	2.49799203873	ne_viii	780.324	2.64519e-12	
3.946185112	2.5381526947	ne_viii	780.324	2.17962e-12	
3.946185112	2.57831335068	ne_viii	780.324	1.78692e-12	
3.946185112	2.61847400665	ne_viii	780.324	1.45778e-12	
3.946185112	2.65863442421	ne_viii	780.324	1.18361e-12	
3.946185112	2.69879508018	ne_viii	780.324	9.56578e-13	
3.946185112	2.73895573616	ne_viii	780.324	7.6969e-13	
3.946185112	2.77911639214	ne_viii	780.324	6.16686e-13	
3.946185112	2.81927704811	ne_viii	780.324	4.92099e-13	
3.946185112	2.85943770409	ne_viii	780.324	3.91168e-13	
3.946185112	2.89959836006	ne_viii	780.324	3.09798e-13	
3.946185112	2.93975901604	ne_viii	780.324	2.44504e-13	
3.946185112	2.97991967201	ne_viii	780.324	1.92337e-13	
3.946185112	3.02008032799	ne_viii	780.324	1.5083e-13	
3.946185112	3.06024098396	ne_viii	780.324	1.17935e-13	
3.946185112	3.10040163994	ne_viii	780.324	9.19592e-14	
3.946185112	3.14056229591	ne_viii	780.324	7.15208e-14	
3.946185112	3.18072295189	ne_viii	780.324	5.54881e-14	
3.946185112	3.22088360786	ne_viii	780.324	4.29506e-14	
3.946185112	3.26104426384	ne_viii	780.324	3.31741e-14	
3.946185112	3.30120491982	ne_viii	780.324	2.55707e-14	
3.946185112	3.34136557579	ne_viii	780.324	1.9672e-14	
3.946185112	3.38152599335	ne_viii	780.324	1.51065e-14	
3.946185112	3.42168664932	ne_viii	780.324	1.15805e-14	
3.946185112	3.4618473053	ne_viii	780.324	8.86293e-15	
3.946185112	3.50200796127	ne_viii	780.324	6.77243e-15	
3.946185112	3.54216861725	ne_viii	780.324	5.16717e-15	
3.946185112	3.58232927322	ne_viii	780.324	3.93673e-15	
3.946185112	3.6224899292	ne_viii	780.324	2.99496e-15	
3.946185112	3.66265058517	ne_viii	780.324	2.27546e-15	
3.946185112	3.70281124115	ne_viii	780.324	1.72649e-15	
3.946185112	3.74297189713	ne_viii	780.324	1.30815e-15	
3.946185112	3.7831325531	ne_viii	780.324	9.89949e-16	
3.946185112	3.82329320908	ne_viii	780.324	7.48179e-16	
3.946185112	3.86345386505	ne_viii	780.324	5.64721e-16	
3.946185112	3.90361452103	ne_viii	780.324	4.25692e-16	
3.946185112	3.943775177	ne_viii	780.324	3.20468e-16	
3.946185112	3.98393583298	ne_viii	780.324	2.40932e-16	
3.946185112	4.02409648895	ne_viii	780.324	1.80889e-16	
3.946185112	4.06425714493	ne_viii	780.324	1.35622e-16	
3.946185112	4.1044178009	ne_viii	780.324	1.01538e-16	
3.946185112	4.14457845688	ne_viii	780.324	7.59097e-17	
3.946185112	4.18473911285	ne_viii	780.324	5.66656e-17	
3.946185112	4.22489976883	ne_viii	780.324	4.22355e-17	
3.946185112	4.2650604248	ne_viii	780.324	3.14376e-17	
3.946185112	4.30522108078	ne_viii	780.324	2.33628e-17	
3.946185112	4.34538173676	ne_viii	780.324	1.73288e-17	
3.946185112	4.38554239273	ne_viii	780.324	1.28322e-17	
3.946185112	4.42570304871	ne_viii	780.324	9.48609e-18	
3.946185112	4.46586322784	ne_viii	780.324	7.00033e-18	
3.946185112	4.50602388382	ne_viii	780.324	5.15681e-18	
3.946185112	4.54618453979	ne_viii	780.324	3.78937e-18	
3.946185112	4.58634519577	ne_viii	780.324	2.78178e-18	
3.946185112	4.62650585175	ne_viii	780.324	2.03832e-18	
3.946185112	4.66666650772	ne_viii	780.324	1.49172e-18	
3.946185112	4.7068271637	ne_viii	780.324	1.08972e-18	
3.946185112	4.74698781967	ne_viii	780.324	7.94226e-19	
3.946185112	4.78714847565	ne_viii	780.324	5.77792e-19	
3.946185112	4.82730913162	ne_viii	780.324	4.19631e-19	
3.946185112	4.8674697876	ne_viii	780.324	3.04169e-19	
3.946185112	4.90763044357	ne_viii	780.324	2.20223e-19	
3.946185112	4.94779109955	ne_viii	780.324	1.59206e-19	
3.946185112	4.98795175552	ne_viii	780.324	1.14799e-19	
3.946185112	5.0281124115	ne_viii	780.324	8.28589e-20	
3.946185112	5.06827306747	ne_viii	780.324	5.96768e-20	
3.946185112	5.10843372345	ne_viii	780.324	4.29065e-20	
3.946185112	5.14859437943	ne_viii	780.324	3.07995e-20	
3.946185112	5.1887550354	ne_viii	780.324	2.2102e-20	
3.946185112	5.22891569138	ne_viii	780.324	1.58481e-20	
3.946185112	5.26907634735	ne_viii	780.324	1.13562e-20	
3.946185112	5.30923700333	ne_viii	780.324	8.13306e-21	
3.946185112	5.3493976593	ne_viii	780.324	5.82224e-21	
3.946185112	5.38955831528	ne_viii	780.324	4.16672e-21	
3.946185112	5.42971897125	ne_viii	780.324	2.9814e-21	
3.946185112	5.46987962723	ne_viii	780.324	2.13313e-21	
3.946185112	5.5100402832	ne_viii	780.324	1.5263e-21	
3.946185112	5.55020093918	ne_viii	780.324	1.09229e-21	
3.946185112	5.59036159515	ne_viii	780.324	0.0	
3.946185112	5.63052225113	ne_viii	780.324	0.0	
3.946185112	5.6706829071	ne_viii	780.324	0.0	
3.946185112	5.71084356308	ne_viii	780.324	0.0	
3.946185112	5.75100421906	ne_viii	780.324	0.0	
3.946185112	5.79116487503	ne_viii	780.324	0.0	
3.946185112	5.83132553101	ne_viii	780.324	0.0	
3.946185112	5.87148571014	ne_viii	780.324	0.0	
3.946185112	5.91164636612	ne_viii	780.324	0.0	
3.946185112	5.95180702209	ne_viii	780.324	0.0	
3.946185112	5.99196767807	ne_viii	780.324	0.0	
3.946185112	6.03212833405	ne_viii	780.324	0.0	
3.946185112	6.07228899002	ne_viii	780.324	0.0	
3.946185112	6.112449646	ne_viii	780.324	0.0	
3.946185112	6.15261030197	ne_viii	780.324	0.0	
3.946185112	6.19277095795	ne_viii	780.324	0.0	
3.946185112	6.23293161392	ne_viii	780.324	0.0	
3.946185112	6.2730922699	ne_viii	780.324	0.0	
3.946185112	6.31325292587	ne_viii	780.324	0.0	
3.946185112	6.35341358185	ne_viii	780.324	0.0	
3.946185112	6.39357423782	ne_viii	780.324	0.0	
3.946185112	6.4337348938	ne_viii	780.324	0.0	
3.946185112	6.47389554977	ne_viii	780.324	0.0	
3.946185112	6.51405620575	ne_viii	780.324	0.0	
3.946185112	6.55421686172	ne_viii	780.324	0.0	
3.946185112	6.5943775177	ne_viii	780.324	0.0	
3.946185112	6.63453817368	ne_viii	780.324	0.0	
3.946185112	6.67469882965	ne_viii	780.324	0.0	
3.946185112	6.71485948563	ne_viii	780.324	0.0	
3.946185112	6.7550201416	ne_viii	780.324	0.0	
3.946185112	6.79518079758	ne_viii	780.324	0.0	
3.946185112	6.83534145355	ne_viii	780.324	0.0	
3.946185112	6.87550210953	ne_viii	780.324	0.0	
3.946185112	6.9156627655	ne_viii	780.324	0.0	
3.946185112	6.95582342148	ne_viii	780.324	0.0	
3.946185112	6.99598407745	ne_viii	780.324	0.0	
3.946185112	7.03614473343	ne_viii	780.324	0.0	
3.946185112	7.0763053894	ne_viii	780.324	0.0	
3.946185112	7.11646604538	ne_viii	780.324	0.0	
3.946185112	7.15662670135	ne_viii	780.324	0.0	
3.946185112	7.19678735733	ne_viii	780.324	0.0	
3.946185112	7.23694801331	ne_viii	780.324	0.0	
3.946185112	7.27710866928	ne_viii	780.324	0.0	
3.946185112	7.31726884842	ne_viii	780.324	0.0	
3.946185112	7.35742950439	ne_viii	780.324	0.0	
3.946185112	7.39759016037	ne_viii	780.324	0.0	
3.946185112	7.43775081635	ne_viii	780.324	0.0	
3.946185112	7.47791147232	ne_viii	780.324	0.0	
3.946185112	7.5180721283	ne_viii	780.324	0.0	
3.946185112	7.55823278427	ne_viii	780.324	0.0	
3.946185112	7.59839344025	ne_viii	780.324	0.0	
3.946185112	7.63855409622	ne_viii	780.324	0.0	
3.946185112	7.6787147522	ne_viii	780.324	0.0	
3.946185112	7.71887540817	ne_viii	780.324	0.0	
3.946185112	7.75903606415	ne_viii	780.324	0.0	
3.946185112	7.79919672012	ne_viii	780.324	0.0	
3.946185112	7.8393573761	ne_viii	780.324	0.0	
3.946185112	7.87951803207	ne_viii	780.324	0.0	
3.946185112	7.91967868805	ne_viii	780.324	0.0	
3.946185112	7.95983934402	ne_viii	780.324	0.0	
3.946185112	8.0	ne_viii	780.324	0.0	
4.1404042244	-2.0	ne_viii	780.324	0.0	
4.1404042244	-1.95983934402	ne_viii	780.324	0.0	
4.1404042244	-1.91967868805	ne_viii	780.324	0.0	
4.1404042244	-1.87951803207	ne_viii	780.324	0.0	
4.1404042244	-1.8393573761	ne_viii	780.324	0.0	
4.1404042244	-1.79919683933	ne_viii	780.324	0.0	
4.1404042244	-1.75903618336	ne_viii	780.324	0.0	
4.1404042244	-1.71887552738	ne_viii	780.324	0.0	
4.1404042244	-1.67871487141	ne_viii	780.324	0.0	
4.1404042244	-1.63855421543	ne_viii	780.324	0.0	
4.1404042244	-1.59839355946	ne_viii	780.324	0.0	
4.1404042244	-1.55823290348	ne_viii	780.324	0.0	
4.1404042244	-1.51807224751	ne_viii	780.324	0.0	
4.1404042244	-1.47791159153	ne_viii	780.324	0.0	
4.1404042244	-1.43775105476	ne_viii	780.324	0.0	
4.1404042244	-1.39759039879	ne_viii	780.324	0.0	
4.1404042244	-1.35742974281	ne_viii	780.324	0.0	
4.1404042244	-1.31726908684	ne_viii	780.324	0.0	
4.1404042244	-1.27710843086	ne_viii	780.324	0.0	
4.1404042244	-1.23694777489	ne_viii	780.324	0.0	
4.1404042244	-1.19678711891	ne_viii	780.324	0.0	
4.1404042244	-1.15662646294	ne_viii	780.324	3.24655e-15	
4.1404042244	-1.11646580696	ne_viii	780.324	4.12679e-15	
4.1404042244	-1.0763052702	ne_viii	780.324	5.22094e-15	
4.1404042244	-1.03614461422	ne_viii	780.324	6.57568e-15	
4.1404042244	-0.995983958244	ne_viii	780.324	8.24705e-15	
4.1404042244	-0.955823302269	ne_viii	780.324	1.03024e-14	
4.1404042244	-0.915662646294	ne_viii	780.324	1.28223e-14	
4.1404042244	-0.875501990318	ne_viii	780.324	1.59037e-14	
4.1404042244	-0.835341393948	ne_viii	780.324	1.96626e-14	
4.1404042244	-0.795180737972	ne_viii	780.324	2.42379e-14	
4.1404042244	-0.755020081997	ne_viii	780.324	2.9796e-14	
4.1404042244	-0.714859426022	ne_viii	780.324	3.65353e-14	
4.1404042244	-0.674698770046	ne_viii	780.324	4.46952e-14	
4.1404042244	-0.634538173676	ne_viii	780.324	5.45586e-14	
4.1404042244	-0.5943775177	ne_viii	780.324	6.64655e-14	
4.1404042244	-0.554216861725	ne_viii	780.324	8.08203e-14	
4.1404042244	-0.51405620575	ne_viii	780.324	9.81053e-14	
4.1404042244	-0.473895579576	ne_viii	780.324	1.18894e-13	
4.1404042244	-0.433734953403	ne_viii	780.324	1.43869e-13	
4.1404042244	-0.393574297428	ne_viii	780.324	1.7384e-13	
4.1404042244	-0.353413641453	ne_viii	780.324	2.09765e-13	
4.1404042244	-0.31325301528	ne_viii	780.324	2.52781e-13	
4.1404042244	-0.273092359304	ne_viii	780.324	3.04228e-13	
4.1404042244	-0.232931733131	ne_viii	780.324	3.65685e-13	
4.1404042244	-0.192771077156	ne_viii	780.324	4.39011e-13	
4.1404042244	-0.152610436082	ne_viii	780.324	5.26384e-13	
4.1404042244	-0.112449802458	ne_viii	780.324	6.30348e-13	
4.1404042244	-0.0722891539335	ne_viii	780.324	7.53882e-13	
4.1404042244	-0.0321285128593	ne_viii	780.324	9.00437e-13	
4.1404042244	0.00803212821484	ne_viii	780.324	1.07401e-12	
4.1404042244	0.048192769289	ne_viii	780.324	1.2792e-12	
4.1404042244	0.0883534103632	ne_viii	780.324	1.52131e-12	
4.1404042244	0.128514051437	ne_viii	780.324	1.80636e-12	
4.1404042244	0.168674692512	ne_viii	780.324	2.1412e-12	
4.1404042244	0.208835348487	ne_viii	780.324	2.53346e-12	
4.1404042244	0.248995989561	ne_viii	780.324	2.99197e-12	
4.1404042244	0.289156615734	ne_viii	780.324	3.52602e-12	
4.1404042244	0.329317271709	ne_viii	780.324	4.14635e-12	
4.1404042244	0.369477897882	ne_viii	780.324	4.86407e-12	
4.1404042244	0.409638553858	ne_viii	780.324	5.69128e-12	
4.1404042244	0.449799209833	ne_viii	780.324	6.64083e-12	
4.1404042244	0.489959836006	ne_viii	780.324	7.72562e-12	
4.1404042244	0.530120491982	ne_viii	780.324	8.95855e-12	
4.1404042244	0.570281147957	ne_viii	780.324	1.0352e-11	
4.1404042244	0.610441744328	ne_viii	780.324	1.19169e-11	
4.1404042244	0.650602400303	ne_viii	780.324	1.36625e-11	
4.1404042244	0.690763056278	ne_viii	780.324	1.55948e-11	
4.1404042244	0.730923712254	ne_viii	780.324	1.77155e-11	
4.1404042244	0.771084308624	ne_viii	780.324	2.00212e-11	
4.1404042244	0.8112449646	ne_viii	780.324	2.25018e-11	
4.1404042244	0.851405620575	ne_viii	780.324	2.51391e-11	
4.1404042244	0.89156627655	ne_viii	780.324	2.79064e-11	
4.1404042244	0.931726932526	ne_viii	780.324	3.07668e-11	
4.1404042244	0.971887528896	ne_viii	780.324	3.36737e-11	
4.1404042244	1.01204824448	ne_viii	780.324	3.65707e-11	
4.1404042244	1.05220878124	ne_viii	780.324	3.93934e-11	
4.1404042244	1.09236943722	ne_viii	780.324	4.20713e-11	
4.1404042244	1.13253009319	ne_viii	780.324	4.45309e-11	
4.1404042244	1.17269074917	ne_viii	780.324	4.66997e-11	
4.1404042244	1.21285140514	ne_viii	780.324	4.85106e-11	
4.1404042244	1.25301206112	ne_viii	780.324	4.99056e-11	
4.1404042244	1.29317271709	ne_viii	780.324	5.08406e-11	
4.1404042244	1.33333337307	ne_viii	780.324	5.12875e-11	
4.1404042244	1.37349402905	ne_viii	780.324	5.12363e-11	
4.1404042244	1.41365456581	ne_viii	780.324	5.06953e-11	
4.1404042244	1.45381522179	ne_viii	780.324	4.96899e-11	
4.1404042244	1.49397587776	ne_viii	780.324	4.82603e-11	
4.1404042244	1.53413653374	ne_viii	780.324	4.64578e-11	
4.1404042244	1.57429718971	ne_viii	780.324	4.4342e-11	
4.1404042244	1.61445784569	ne_viii	780.324	4.19759e-11	
4.1404042244	1.65461850166	ne_viii	780.324	3.94238e-11	
4.1404042244	1.69477915764	ne_viii	780.324	3.67476e-11	
4.1404042244	1.73493981361	ne_viii	780.324	3.40051e-11	
4.1404042244	1.77510035038	ne_viii	780.324	3.12481e-11	
4.1404042244	1.81526100636	ne_viii	780.324	2.85216e-11	
4.1404042244	1.85542166233	ne_viii	780.324	2.58637e-11	
4.1404042244	1.89558231831	ne_viii	780.324	2.33052e-11	
4.1404042244	1.93574297428	ne_viii	780.324	2.08703e-11	
4.1404042244	1.97590363026	ne_viii	780.324	1.85767e-11	
4.1404042244	2.01606416702	ne_viii	780.324	1.6437e-11	
4.1404042244	2.056224823	ne_viii	780.324	1.44583e-11	
4.1404042244	2.09638547897	ne_viii	780.324	1.2644e-11	
4.1404042244	2.13654613495	ne_viii	780.324	1.09936e-11	
4.1404042244	2.17670679092	ne_viii	780.324	9.50402e-12	
4.1404042244	2.2168674469	ne_viii	780.324	8.16954e-12	
4.1404042244	2.25702810287	ne_viii	780.324	6.98277e-12	
4.1404042244	2.29718875885	ne_viii	780.324	5.93492e-12	
4.1404042244	2.33734941483	ne_viii	780.324	5.01626e-12	
4.1404042244	2.3775100708	ne_viii	780.324	4.21647e-12	
4.1404042244	2.41767072678	ne_viii	780.324	3.52494e-12	
4.1404042244	2.45783138275	ne_viii	780.324	2.93107e-12	
4.1404042244	2.49799203873	ne_viii	780.324	2.42446e-12	
4.1404042244	2.5381526947	ne_viii	780.324	1.99513e-12	
4.1404042244	2.57831335068	ne_viii	780.324	1.63361e-12	
4.1404042244	2.61847400665	ne_viii	780.324	1.3311e-12	
4.1404042244	2.65863442421	ne_viii	780.324	1.07952e-12	
4.1404042244	2.69879508018	ne_viii	780.324	8.71505e-13	
4.1404042244	2.73895573616	ne_viii	780.324	7.00521e-13	
4.1404042244	2.77911639214	ne_viii	780.324	5.60731e-13	
4.1404042244	2.81927704811	ne_viii	780.324	4.47049e-13	
4.1404042244	2.85943770409	ne_viii	780.324	3.55065e-13	
4.1404042244	2.89959836006	ne_viii	780.324	2.80992e-13	
4.1404042244	2.93975901604	ne_viii	780.324	2.21613e-13	
4.1404042244	2.97991967201	ne_viii	780.324	1.74221e-13	
4.1404042244	3.02008032799	ne_viii	780.324	1.36546e-13	
4.1404042244	3.06024098396	ne_viii	780.324	1.06711e-13	
4.1404042244	3.10040163994	ne_viii	780.324	8.31711e-14	
4.1404042244	3.14056229591	ne_viii	780.324	6.46594e-14	
4.1404042244	3.18072295189	ne_viii	780.324	5.01482e-14	
4.1404042244	3.22088360786	ne_viii	780.324	3.88066e-14	
4.1404042244	3.26104426384	ne_viii	780.324	2.99667e-14	
4.1404042244	3.30120491982	ne_viii	780.324	2.30946e-14	
4.1404042244	3.34136557579	ne_viii	780.324	1.77651e-14	
4.1404042244	3.38152599335	ne_viii	780.324	1.36413e-14	
