temperature	xi	fe_xxv	wavelength	opacity
0.808393657207	-1.55823290348	fe_xxv	1.8505	0.0	
0.808393657207	-1.51807224751	fe_xxv	1.8505	0.0	
0.808393657207	-1.47791159153	fe_xxv	1.8505	0.0	
0.808393657207	-1.43775105476	fe_xxv	1.8505	0.0	
0.808393657207	-1.39759039879	fe_xxv	1.8505	0.0	
0.808393657207	-1.35742974281	fe_xxv	1.8505	0.0	
0.808393657207	-1.31726908684	fe_xxv	1.8505	0.0	
0.808393657207	-1.27710843086	fe_xxv	1.8505	0.0	
0.808393657207	-1.23694777489	fe_xxv	1.8505	0.0	
0.808393657207	-1.19678711891	fe_xxv	1.8505	0.0	
0.808393657207	-1.15662646294	fe_xxv	1.8505	0.0	
0.808393657207	-1.11646580696	fe_xxv	1.8505	0.0	
0.808393657207	-1.0763052702	fe_xxv	1.8505	0.0	
0.808393657207	-1.03614461422	fe_xxv	1.8505	0.0	
0.808393657207	-0.995983958244	fe_xxv	1.8505	0.0	
0.808393657207	-0.955823302269	fe_xxv	1.8505	0.0	
0.808393657207	-0.915662646294	fe_xxv	1.8505	0.0	
0.808393657207	-0.875501990318	fe_xxv	1.8505	0.0	
0.808393657207	-0.835341393948	fe_xxv	1.8505	0.0	
0.808393657207	-0.795180737972	fe_xxv	1.8505	0.0	
0.808393657207	-0.755020081997	fe_xxv	1.8505	0.0	
0.808393657207	-0.714859426022	fe_xxv	1.8505	0.0	
0.808393657207	-0.674698770046	fe_xxv	1.8505	0.0	
0.808393657207	-0.634538173676	fe_xxv	1.8505	0.0	
0.808393657207	-0.5943775177	fe_xxv	1.8505	0.0	
0.808393657207	-0.554216861725	fe_xxv	1.8505	0.0	
0.808393657207	-0.51405620575	fe_xxv	1.8505	0.0	
0.808393657207	-0.473895579576	fe_xxv	1.8505	0.0	
0.808393657207	-0.433734953403	fe_xxv	1.8505	0.0	
0.808393657207	-0.393574297428	fe_xxv	1.8505	0.0	
0.808393657207	-0.353413641453	fe_xxv	1.8505	0.0	
0.808393657207	-0.31325301528	fe_xxv	1.8505	0.0	
0.808393657207	-0.273092359304	fe_xxv	1.8505	0.0	
0.808393657207	-0.232931733131	fe_xxv	1.8505	0.0	
0.808393657207	-0.192771077156	fe_xxv	1.8505	0.0	
0.808393657207	-0.152610436082	fe_xxv	1.8505	0.0	
0.808393657207	-0.112449802458	fe_xxv	1.8505	0.0	
0.808393657207	-0.0722891539335	fe_xxv	1.8505	0.0	
0.808393657207	-0.0321285128593	fe_xxv	1.8505	0.0	
0.808393657207	0.00803212821484	fe_xxv	1.8505	0.0	
0.808393657207	0.048192769289	fe_xxv	1.8505	0.0	
0.808393657207	0.0883534103632	fe_xxv	1.8505	0.0	
0.808393657207	0.128514051437	fe_xxv	1.8505	0.0	
0.808393657207	0.168674692512	fe_xxv	1.8505	0.0	
0.808393657207	0.208835348487	fe_xxv	1.8505	0.0	
0.808393657207	0.248995989561	fe_xxv	1.8505	0.0	
0.808393657207	0.289156615734	fe_xxv	1.8505	0.0	
0.808393657207	0.329317271709	fe_xxv	1.8505	0.0	
0.808393657207	0.369477897882	fe_xxv	1.8505	0.0	
0.808393657207	0.409638553858	fe_xxv	1.8505	0.0	
0.808393657207	0.449799209833	fe_xxv	1.8505	0.0	
0.808393657207	0.489959836006	fe_xxv	1.8505	0.0	
0.808393657207	0.530120491982	fe_xxv	1.8505	0.0	
0.808393657207	0.570281147957	fe_xxv	1.8505	0.0	
0.808393657207	0.610441744328	fe_xxv	1.8505	0.0	
0.808393657207	0.650602400303	fe_xxv	1.8505	0.0	
0.808393657207	0.690763056278	fe_xxv	1.8505	0.0	
0.808393657207	0.730923712254	fe_xxv	1.8505	0.0	
0.808393657207	0.771084308624	fe_xxv	1.8505	0.0	
0.808393657207	0.8112449646	fe_xxv	1.8505	0.0	
0.808393657207	0.851405620575	fe_xxv	1.8505	0.0	
0.808393657207	0.89156627655	fe_xxv	1.8505	0.0	
0.808393657207	0.931726932526	fe_xxv	1.8505	0.0	
0.808393657207	0.971887528896	fe_xxv	1.8505	0.0	
0.808393657207	1.01204824448	fe_xxv	1.8505	0.0	
0.808393657207	1.05220878124	fe_xxv	1.8505	0.0	
0.808393657207	1.09236943722	fe_xxv	1.8505	0.0	
0.808393657207	1.13253009319	fe_xxv	1.8505	0.0	
0.808393657207	1.17269074917	fe_xxv	1.8505	0.0	
0.808393657207	1.21285140514	fe_xxv	1.8505	0.0	
0.808393657207	1.25301206112	fe_xxv	1.8505	0.0	
0.808393657207	1.29317271709	fe_xxv	1.8505	0.0	
0.808393657207	1.33333337307	fe_xxv	1.8505	0.0	
0.808393657207	1.37349402905	fe_xxv	1.8505	0.0	
0.808393657207	1.41365456581	fe_xxv	1.8505	0.0	
0.808393657207	1.45381522179	fe_xxv	1.8505	0.0	
0.808393657207	1.49397587776	fe_xxv	1.8505	0.0	
0.808393657207	1.53413653374	fe_xxv	1.8505	0.0	
0.808393657207	1.57429718971	fe_xxv	1.8505	0.0	
0.808393657207	1.61445784569	fe_xxv	1.8505	0.0	
0.808393657207	1.65461850166	fe_xxv	1.8505	0.0	
0.808393657207	1.69477915764	fe_xxv	1.8505	0.0	
0.808393657207	1.73493981361	fe_xxv	1.8505	0.0	
0.808393657207	1.77510035038	fe_xxv	1.8505	0.0	
0.808393657207	1.81526100636	fe_xxv	1.8505	0.0	
0.808393657207	1.85542166233	fe_xxv	1.8505	0.0	
0.808393657207	1.89558231831	fe_xxv	1.8505	0.0	
0.808393657207	1.93574297428	fe_xxv	1.8505	0.0	
0.808393657207	1.97590363026	fe_xxv	1.8505	0.0	
0.808393657207	2.01606416702	fe_xxv	1.8505	0.0	
0.808393657207	2.056224823	fe_xxv	1.8505	0.0	
0.808393657207	2.09638547897	fe_xxv	1.8505	0.0	
0.808393657207	2.13654613495	fe_xxv	1.8505	0.0	
0.808393657207	2.17670679092	fe_xxv	1.8505	0.0	
0.808393657207	2.2168674469	fe_xxv	1.8505	0.0	
0.808393657207	2.25702810287	fe_xxv	1.8505	0.0	
0.808393657207	2.29718875885	fe_xxv	1.8505	0.0	
0.808393657207	2.33734941483	fe_xxv	1.8505	0.0	
0.808393657207	2.3775100708	fe_xxv	1.8505	0.0	
0.808393657207	2.41767072678	fe_xxv	1.8505	0.0	
0.808393657207	2.45783138275	fe_xxv	1.8505	0.0	
0.808393657207	2.49799203873	fe_xxv	1.8505	0.0	
0.808393657207	2.5381526947	fe_xxv	1.8505	0.0	
0.808393657207	2.57831335068	fe_xxv	1.8505	0.0	
0.808393657207	2.61847400665	fe_xxv	1.8505	0.0	
0.808393657207	2.65863442421	fe_xxv	1.8505	0.0	
0.808393657207	2.69879508018	fe_xxv	1.8505	0.0	
0.808393657207	2.73895573616	fe_xxv	1.8505	0.0	
0.808393657207	2.77911639214	fe_xxv	1.8505	0.0	
0.808393657207	2.81927704811	fe_xxv	1.8505	0.0	
0.808393657207	2.85943770409	fe_xxv	1.8505	0.0	
0.808393657207	2.89959836006	fe_xxv	1.8505	0.0	
0.808393657207	2.93975901604	fe_xxv	1.8505	0.0	
0.808393657207	2.97991967201	fe_xxv	1.8505	0.0	
0.808393657207	3.02008032799	fe_xxv	1.8505	0.0	
0.808393657207	3.06024098396	fe_xxv	1.8505	0.0	
0.808393657207	3.10040163994	fe_xxv	1.8505	0.0	
0.808393657207	3.14056229591	fe_xxv	1.8505	0.0	
0.808393657207	3.18072295189	fe_xxv	1.8505	0.0	
0.808393657207	3.22088360786	fe_xxv	1.8505	2.25655e-18	
0.808393657207	3.26104426384	fe_xxv	1.8505	3.92261e-18	
0.808393657207	3.30120491982	fe_xxv	1.8505	6.79069e-18	
0.808393657207	3.34136557579	fe_xxv	1.8505	1.17069e-17	
0.808393657207	3.38152599335	fe_xxv	1.8505	2.00969e-17	
0.808393657207	3.42168664932	fe_xxv	1.8505	3.43516e-17	
0.808393657207	3.4618473053	fe_xxv	1.8505	5.84597e-17	
0.808393657207	3.50200796127	fe_xxv	1.8505	9.90409e-17	
0.808393657207	3.54216861725	fe_xxv	1.8505	1.67016e-16	
0.808393657207	3.58232927322	fe_xxv	1.8505	2.8032e-16	
0.808393657207	3.6224899292	fe_xxv	1.8505	4.68172e-16	
0.808393657207	3.66265058517	fe_xxv	1.8505	7.77928e-16	
0.808393657207	3.70281124115	fe_xxv	1.8505	1.28575e-15	
0.808393657207	3.74297189713	fe_xxv	1.8505	2.11321e-15	
0.808393657207	3.7831325531	fe_xxv	1.8505	3.45269e-15	
0.808393657207	3.82329320908	fe_xxv	1.8505	5.60566e-15	
0.808393657207	3.86345386505	fe_xxv	1.8505	9.03883e-15	
0.808393657207	3.90361452103	fe_xxv	1.8505	1.44662e-14	
0.808393657207	3.943775177	fe_xxv	1.8505	2.29581e-14	
0.808393657207	3.98393583298	fe_xxv	1.8505	3.60824e-14	
0.808393657207	4.02409648895	fe_xxv	1.8505	5.60559e-14	
0.808393657207	4.06425714493	fe_xxv	1.8505	8.58567e-14	
0.808393657207	4.1044178009	fe_xxv	1.8505	1.29105e-13	
0.808393657207	4.14457845688	fe_xxv	1.8505	1.89531e-13	
0.808393657207	4.18473911285	fe_xxv	1.8505	2.69537e-13	
0.808393657207	4.22489976883	fe_xxv	1.8505	3.67638e-13	
0.808393657207	4.2650604248	fe_xxv	1.8505	4.75667e-13	
0.808393657207	4.30522108078	fe_xxv	1.8505	5.78017e-13	
0.808393657207	4.34538173676	fe_xxv	1.8505	6.56146e-13	
0.808393657207	4.38554239273	fe_xxv	1.8505	6.96658e-13	
0.808393657207	4.42570304871	fe_xxv	1.8505	6.96275e-13	
0.808393657207	4.46586322784	fe_xxv	1.8505	6.6232e-13	
0.808393657207	4.50602388382	fe_xxv	1.8505	6.06412e-13	
0.808393657207	4.54618453979	fe_xxv	1.8505	5.39562e-13	
0.808393657207	4.58634519577	fe_xxv	1.8505	4.70364e-13	
0.808393657207	4.62650585175	fe_xxv	1.8505	4.03822e-13	
0.808393657207	4.66666650772	fe_xxv	1.8505	3.42665e-13	
0.808393657207	4.7068271637	fe_xxv	1.8505	2.88225e-13	
0.808393657207	4.74698781967	fe_xxv	1.8505	2.40751e-13	
0.808393657207	4.78714847565	fe_xxv	1.8505	2.00015e-13	
0.808393657207	4.82730913162	fe_xxv	1.8505	1.65309e-13	
0.808393657207	4.8674697876	fe_xxv	1.8505	1.3606e-13	
0.808393657207	4.90763044357	fe_xxv	1.8505	1.11572e-13	
0.808393657207	4.94779109955	fe_xxv	1.8505	9.11831e-14	
0.808393657207	4.98795175552	fe_xxv	1.8505	7.42888e-14	
0.808393657207	5.0281124115	fe_xxv	1.8505	6.03471e-14	
0.808393657207	5.06827306747	fe_xxv	1.8505	4.88852e-14	
0.808393657207	5.10843372345	fe_xxv	1.8505	3.94943e-14	
0.808393657207	5.14859437943	fe_xxv	1.8505	3.18251e-14	
0.808393657207	5.1887550354	fe_xxv	1.8505	2.55811e-14	
0.808393657207	5.22891569138	fe_xxv	1.8505	2.05122e-14	
0.808393657207	5.26907634735	fe_xxv	1.8505	1.64089e-14	
0.808393657207	5.30923700333	fe_xxv	1.8505	1.30965e-14	
0.808393657207	5.3493976593	fe_xxv	1.8505	1.04294e-14	
0.808393657207	5.38955831528	fe_xxv	1.8505	8.28766e-15	
0.808393657207	5.42971897125	fe_xxv	1.8505	6.572e-15	
0.808393657207	5.46987962723	fe_xxv	1.8505	5.20149e-15	
0.808393657207	5.5100402832	fe_xxv	1.8505	4.10747e-15	
0.808393657207	5.55020093918	fe_xxv	1.8505	3.23928e-15	
0.808393657207	5.59036159515	fe_xxv	1.8505	2.55097e-15	
0.808393657207	5.63052225113	fe_xxv	1.8505	2.00534e-15	
0.808393657207	5.6706829071	fe_xxv	1.8505	1.5701e-15	
0.808393657207	5.71084356308	fe_xxv	1.8505	1.23009e-15	
0.808393657207	5.75100421906	fe_xxv	1.8505	9.63356e-16	
0.808393657207	5.79116487503	fe_xxv	1.8505	7.55248e-16	
0.808393657207	5.83132553101	fe_xxv	1.8505	5.89913e-16	
0.808393657207	5.87148571014	fe_xxv	1.8505	4.60427e-16	
0.808393657207	5.91164636612	fe_xxv	1.8505	3.578e-16	
0.808393657207	5.95180702209	fe_xxv	1.8505	2.7882e-16	
0.808393657207	5.99196767807	fe_xxv	1.8505	2.17168e-16	
0.808393657207	6.03212833405	fe_xxv	1.8505	1.69234e-16	
0.808393657207	6.07228899002	fe_xxv	1.8505	1.32103e-16	
0.808393657207	6.112449646	fe_xxv	1.8505	1.02867e-16	
0.808393657207	6.15261030197	fe_xxv	1.8505	8.01248e-17	
0.808393657207	6.19277095795	fe_xxv	1.8505	6.24205e-17	
0.808393657207	6.23293161392	fe_xxv	1.8505	4.86466e-17	
0.808393657207	6.2730922699	fe_xxv	1.8505	3.78385e-17	
0.808393657207	6.31325292587	fe_xxv	1.8505	2.95956e-17	
0.808393657207	6.35341358185	fe_xxv	1.8505	2.31091e-17	
0.808393657207	6.39357423782	fe_xxv	1.8505	1.8052e-17	
0.808393657207	6.4337348938	fe_xxv	1.8505	1.41213e-17	
0.808393657207	6.47389554977	fe_xxv	1.8505	1.10587e-17	
0.808393657207	6.51405620575	fe_xxv	1.8505	8.67061e-18	
0.808393657207	6.55421686172	fe_xxv	1.8505	6.80698e-18	
0.808393657207	6.5943775177	fe_xxv	1.8505	5.3512e-18	
0.808393657207	6.63453817368	fe_xxv	1.8505	4.21279e-18	
0.808393657207	6.67469882965	fe_xxv	1.8505	3.3237e-18	
0.808393657207	6.71485948563	fe_xxv	1.8505	2.62458e-18	
0.808393657207	6.7550201416	fe_xxv	1.8505	2.07577e-18	
0.808393657207	6.79518079758	fe_xxv	1.8505	1.64432e-18	
0.808393657207	6.83534145355	fe_xxv	1.8505	1.30463e-18	
0.808393657207	6.87550210953	fe_xxv	1.8505	1.03676e-18	
0.808393657207	6.9156627655	fe_xxv	1.8505	8.22281e-19	
0.808393657207	6.95582342148	fe_xxv	1.8505	6.55555e-19	
0.808393657207	6.99598407745	fe_xxv	1.8505	5.23429e-19	
0.808393657207	7.03614473343	fe_xxv	1.8505	4.18545e-19	
0.808393657207	7.0763053894	fe_xxv	1.8505	3.35147e-19	
0.808393657207	7.11646604538	fe_xxv	1.8505	2.6816e-19	
0.808393657207	7.15662670135	fe_xxv	1.8505	2.15308e-19	
0.808393657207	7.19678735733	fe_xxv	1.8505	1.73074e-19	
0.808393657207	7.23694801331	fe_xxv	1.8505	1.39272e-19	
0.808393657207	7.27710866928	fe_xxv	1.8505	1.12178e-19	
0.808393657207	7.31726884842	fe_xxv	1.8505	9.04307e-20	
0.808393657207	7.35742950439	fe_xxv	1.8505	7.29507e-20	
0.808393657207	7.39759016037	fe_xxv	1.8505	5.91002e-20	
0.808393657207	7.43775081635	fe_xxv	1.8505	4.77388e-20	
0.808393657207	7.47791147232	fe_xxv	1.8505	3.85392e-20	
0.808393657207	7.5180721283	fe_xxv	1.8505	3.11171e-20	
0.808393657207	7.55823278427	fe_xxv	1.8505	2.50322e-20	
0.808393657207	7.59839344025	fe_xxv	1.8505	2.02083e-20	
0.808393657207	7.63855409622	fe_xxv	1.8505	1.63235e-20	
0.808393657207	7.6787147522	fe_xxv	1.8505	1.32313e-20	
0.808393657207	7.71887540817	fe_xxv	1.8505	1.06782e-20	
0.808393657207	7.75903606415	fe_xxv	1.8505	8.60356e-21	
0.808393657207	7.79919672012	fe_xxv	1.8505	6.89255e-21	
0.808393657207	7.8393573761	fe_xxv	1.8505	5.55014e-21	
0.808393657207	7.87951803207	fe_xxv	1.8505	4.48392e-21	
0.808393657207	7.91967868805	fe_xxv	1.8505	3.60062e-21	
0.808393657207	7.95983934402	fe_xxv	1.8505	2.88561e-21	
0.808393657207	8.0	fe_xxv	1.8505	2.29571e-21	
0.848180294037	-2.0	fe_xxv	1.8505	0.0	
0.848180294037	-1.95983934402	fe_xxv	1.8505	0.0	
0.848180294037	-1.91967868805	fe_xxv	1.8505	0.0	
0.848180294037	-1.87951803207	fe_xxv	1.8505	0.0	
0.848180294037	-1.8393573761	fe_xxv	1.8505	0.0	
0.848180294037	-1.79919683933	fe_xxv	1.8505	0.0	
0.848180294037	-1.75903618336	fe_xxv	1.8505	0.0	
0.848180294037	-1.71887552738	fe_xxv	1.8505	0.0	
0.848180294037	-1.67871487141	fe_xxv	1.8505	0.0	
0.848180294037	-1.63855421543	fe_xxv	1.8505	0.0	
0.848180294037	-1.59839355946	fe_xxv	1.8505	0.0	
0.848180294037	-1.55823290348	fe_xxv	1.8505	0.0	
0.848180294037	-1.51807224751	fe_xxv	1.8505	0.0	
0.848180294037	-1.47791159153	fe_xxv	1.8505	0.0	
0.848180294037	-1.43775105476	fe_xxv	1.8505	0.0	
0.848180294037	-1.39759039879	fe_xxv	1.8505	0.0	
0.848180294037	-1.35742974281	fe_xxv	1.8505	0.0	
0.848180294037	-1.31726908684	fe_xxv	1.8505	0.0	
0.848180294037	-1.27710843086	fe_xxv	1.8505	0.0	
0.848180294037	-1.23694777489	fe_xxv	1.8505	0.0	
0.848180294037	-1.19678711891	fe_xxv	1.8505	0.0	
0.848180294037	-1.15662646294	fe_xxv	1.8505	0.0	
0.848180294037	-1.11646580696	fe_xxv	1.8505	0.0	
0.848180294037	-1.0763052702	fe_xxv	1.8505	0.0	
0.848180294037	-1.03614461422	fe_xxv	1.8505	0.0	
0.848180294037	-0.995983958244	fe_xxv	1.8505	0.0	
0.848180294037	-0.955823302269	fe_xxv	1.8505	0.0	
0.848180294037	-0.915662646294	fe_xxv	1.8505	0.0	
0.848180294037	-0.875501990318	fe_xxv	1.8505	0.0	
0.848180294037	-0.835341393948	fe_xxv	1.8505	0.0	
0.848180294037	-0.795180737972	fe_xxv	1.8505	0.0	
0.848180294037	-0.755020081997	fe_xxv	1.8505	0.0	
0.848180294037	-0.714859426022	fe_xxv	1.8505	0.0	
0.848180294037	-0.674698770046	fe_xxv	1.8505	0.0	
0.848180294037	-0.634538173676	fe_xxv	1.8505	0.0	
0.848180294037	-0.5943775177	fe_xxv	1.8505	0.0	
0.848180294037	-0.554216861725	fe_xxv	1.8505	0.0	
0.848180294037	-0.51405620575	fe_xxv	1.8505	0.0	
0.848180294037	-0.473895579576	fe_xxv	1.8505	0.0	
0.848180294037	-0.433734953403	fe_xxv	1.8505	0.0	
0.848180294037	-0.393574297428	fe_xxv	1.8505	0.0	
0.848180294037	-0.353413641453	fe_xxv	1.8505	0.0	
0.848180294037	-0.31325301528	fe_xxv	1.8505	0.0	
0.848180294037	-0.273092359304	fe_xxv	1.8505	0.0	
0.848180294037	-0.232931733131	fe_xxv	1.8505	0.0	
0.848180294037	-0.192771077156	fe_xxv	1.8505	0.0	
0.848180294037	-0.152610436082	fe_xxv	1.8505	0.0	
0.848180294037	-0.112449802458	fe_xxv	1.8505	0.0	
0.848180294037	-0.0722891539335	fe_xxv	1.8505	0.0	
0.848180294037	-0.0321285128593	fe_xxv	1.8505	0.0	
0.848180294037	0.00803212821484	fe_xxv	1.8505	0.0	
0.848180294037	0.048192769289	fe_xxv	1.8505	0.0	
0.848180294037	0.0883534103632	fe_xxv	1.8505	0.0	
0.848180294037	0.128514051437	fe_xxv	1.8505	0.0	
0.848180294037	0.168674692512	fe_xxv	1.8505	0.0	
0.848180294037	0.208835348487	fe_xxv	1.8505	0.0	
0.848180294037	0.248995989561	fe_xxv	1.8505	0.0	
0.848180294037	0.289156615734	fe_xxv	1.8505	0.0	
0.848180294037	0.329317271709	fe_xxv	1.8505	0.0	
0.848180294037	0.369477897882	fe_xxv	1.8505	0.0	
0.848180294037	0.409638553858	fe_xxv	1.8505	0.0	
0.848180294037	0.449799209833	fe_xxv	1.8505	0.0	
0.848180294037	0.489959836006	fe_xxv	1.8505	0.0	
0.848180294037	0.530120491982	fe_xxv	1.8505	0.0	
0.848180294037	0.570281147957	fe_xxv	1.8505	0.0	
0.848180294037	0.610441744328	fe_xxv	1.8505	0.0	
0.848180294037	0.650602400303	fe_xxv	1.8505	0.0	
0.848180294037	0.690763056278	fe_xxv	1.8505	0.0	
0.848180294037	0.730923712254	fe_xxv	1.8505	0.0	
0.848180294037	0.771084308624	fe_xxv	1.8505	0.0	
0.848180294037	0.8112449646	fe_xxv	1.8505	0.0	
0.848180294037	0.851405620575	fe_xxv	1.8505	0.0	
0.848180294037	0.89156627655	fe_xxv	1.8505	0.0	
0.848180294037	0.931726932526	fe_xxv	1.8505	0.0	
0.848180294037	0.971887528896	fe_xxv	1.8505	0.0	
0.848180294037	1.01204824448	fe_xxv	1.8505	0.0	
0.848180294037	1.05220878124	fe_xxv	1.8505	0.0	
0.848180294037	1.09236943722	fe_xxv	1.8505	0.0	
0.848180294037	1.13253009319	fe_xxv	1.8505	0.0	
0.848180294037	1.17269074917	fe_xxv	1.8505	0.0	
0.848180294037	1.21285140514	fe_xxv	1.8505	0.0	
0.848180294037	1.25301206112	fe_xxv	1.8505	0.0	
0.848180294037	1.29317271709	fe_xxv	1.8505	0.0	
0.848180294037	1.33333337307	fe_xxv	1.8505	0.0	
0.848180294037	1.37349402905	fe_xxv	1.8505	0.0	
0.848180294037	1.41365456581	fe_xxv	1.8505	0.0	
0.848180294037	1.45381522179	fe_xxv	1.8505	0.0	
0.848180294037	1.49397587776	fe_xxv	1.8505	0.0	
0.848180294037	1.53413653374	fe_xxv	1.8505	0.0	
0.848180294037	1.57429718971	fe_xxv	1.8505	0.0	
0.848180294037	1.61445784569	fe_xxv	1.8505	0.0	
0.848180294037	1.65461850166	fe_xxv	1.8505	0.0	
0.848180294037	1.69477915764	fe_xxv	1.8505	0.0	
0.848180294037	1.73493981361	fe_xxv	1.8505	0.0	
0.848180294037	1.77510035038	fe_xxv	1.8505	0.0	
0.848180294037	1.81526100636	fe_xxv	1.8505	0.0	
0.848180294037	1.85542166233	fe_xxv	1.8505	0.0	
0.848180294037	1.89558231831	fe_xxv	1.8505	0.0	
0.848180294037	1.93574297428	fe_xxv	1.8505	0.0	
0.848180294037	1.97590363026	fe_xxv	1.8505	0.0	
0.848180294037	2.01606416702	fe_xxv	1.8505	0.0	
0.848180294037	2.056224823	fe_xxv	1.8505	0.0	
0.848180294037	2.09638547897	fe_xxv	1.8505	0.0	
0.848180294037	2.13654613495	fe_xxv	1.8505	0.0	
0.848180294037	2.17670679092	fe_xxv	1.8505	0.0	
0.848180294037	2.2168674469	fe_xxv	1.8505	0.0	
0.848180294037	2.25702810287	fe_xxv	1.8505	0.0	
0.848180294037	2.29718875885	fe_xxv	1.8505	0.0	
0.848180294037	2.33734941483	fe_xxv	1.8505	0.0	
0.848180294037	2.3775100708	fe_xxv	1.8505	0.0	
0.848180294037	2.41767072678	fe_xxv	1.8505	0.0	
0.848180294037	2.45783138275	fe_xxv	1.8505	0.0	
0.848180294037	2.49799203873	fe_xxv	1.8505	0.0	
0.848180294037	2.5381526947	fe_xxv	1.8505	0.0	
0.848180294037	2.57831335068	fe_xxv	1.8505	0.0	
0.848180294037	2.61847400665	fe_xxv	1.8505	0.0	
0.848180294037	2.65863442421	fe_xxv	1.8505	0.0	
0.848180294037	2.69879508018	fe_xxv	1.8505	0.0	
0.848180294037	2.73895573616	fe_xxv	1.8505	0.0	
0.848180294037	2.77911639214	fe_xxv	1.8505	0.0	
0.848180294037	2.81927704811	fe_xxv	1.8505	0.0	
0.848180294037	2.85943770409	fe_xxv	1.8505	0.0	
0.848180294037	2.89959836006	fe_xxv	1.8505	0.0	
0.848180294037	2.93975901604	fe_xxv	1.8505	0.0	
0.848180294037	2.97991967201	fe_xxv	1.8505	0.0	
0.848180294037	3.02008032799	fe_xxv	1.8505	0.0	
0.848180294037	3.06024098396	fe_xxv	1.8505	0.0	
0.848180294037	3.10040163994	fe_xxv	1.8505	0.0	
0.848180294037	3.14056229591	fe_xxv	1.8505	0.0	
0.848180294037	3.18072295189	fe_xxv	1.8505	0.0	
0.848180294037	3.22088360786	fe_xxv	1.8505	2.58695e-18	
0.848180294037	3.26104426384	fe_xxv	1.8505	4.49056e-18	
0.848180294037	3.30120491982	fe_xxv	1.8505	7.7627e-18	
0.848180294037	3.34136557579	fe_xxv	1.8505	1.3363e-17	
0.848180294037	3.38152599335	fe_xxv	1.8505	2.29057e-17	
0.848180294037	3.42168664932	fe_xxv	1.8505	3.90933e-17	
0.848180294037	3.4618473053	fe_xxv	1.8505	6.64263e-17	
0.848180294037	3.50200796127	fe_xxv	1.8505	1.1236e-16	
0.848180294037	3.54216861725	fe_xxv	1.8505	1.89177e-16	
0.848180294037	3.58232927322	fe_xxv	1.8505	3.16977e-16	
0.848180294037	3.6224899292	fe_xxv	1.8505	5.28492e-16	
0.848180294037	3.66265058517	fe_xxv	1.8505	8.76611e-16	
0.848180294037	3.70281124115	fe_xxv	1.8505	1.44621e-15	
0.848180294037	3.74297189713	fe_xxv	1.8505	2.37243e-15	
0.848180294037	3.7831325531	fe_xxv	1.8505	3.8685e-15	
0.848180294037	3.82329320908	fe_xxv	1.8505	6.26752e-15	
0.848180294037	3.86345386505	fe_xxv	1.8505	1.00832e-14	
0.848180294037	3.90361452103	fe_xxv	1.8505	1.6098e-14	
0.848180294037	3.943775177	fe_xxv	1.8505	2.54778e-14	
0.848180294037	3.98393583298	fe_xxv	1.8505	3.9917e-14	
0.848180294037	4.02409648895	fe_xxv	1.8505	6.1784e-14	
0.848180294037	4.06425714493	fe_xxv	1.8505	9.4204e-14	
0.848180294037	4.1044178009	fe_xxv	1.8505	1.40859e-13	
0.848180294037	4.14457845688	fe_xxv	1.8505	2.05304e-13	
0.848180294037	4.18473911285	fe_xxv	1.8505	2.89309e-13	
0.848180294037	4.22489976883	fe_xxv	1.8505	3.90159e-13	
0.848180294037	4.2650604248	fe_xxv	1.8505	4.9812e-13	
0.848180294037	4.30522108078	fe_xxv	1.8505	5.96595e-13	
0.848180294037	4.34538173676	fe_xxv	1.8505	6.67645e-13	
0.848180294037	4.38554239273	fe_xxv	1.8505	6.99808e-13	
0.848180294037	4.42570304871	fe_xxv	1.8505	6.92475e-13	
0.848180294037	4.46586322784	fe_xxv	1.8505	6.53766e-13	
0.848180294037	4.50602388382	fe_xxv	1.8505	5.95335e-13	
0.848180294037	4.54618453979	fe_xxv	1.8505	5.27945e-13	
0.848180294037	4.58634519577	fe_xxv	1.8505	4.59158e-13	
0.848180294037	4.62650585175	fe_xxv	1.8505	3.93599e-13	
0.848180294037	4.66666650772	fe_xxv	1.8505	3.33656e-13	
0.848180294037	4.7068271637	fe_xxv	1.8505	2.80457e-13	
0.848180294037	4.74698781967	fe_xxv	1.8505	2.34148e-13	
0.848180294037	4.78714847565	fe_xxv	1.8505	1.94452e-13	
0.848180294037	4.82730913162	fe_xxv	1.8505	1.60663e-13	
0.848180294037	4.8674697876	fe_xxv	1.8505	1.32202e-13	
0.848180294037	4.90763044357	fe_xxv	1.8505	1.08384e-13	
0.848180294037	4.94779109955	fe_xxv	1.8505	8.85582e-14	
0.848180294037	4.98795175552	fe_xxv	1.8505	7.21349e-14	
0.848180294037	5.0281124115	fe_xxv	1.8505	5.85857e-14	
0.848180294037	5.06827306747	fe_xxv	1.8505	4.74493e-14	
0.848180294037	5.10843372345	fe_xxv	1.8505	3.83276e-14	
0.848180294037	5.14859437943	fe_xxv	1.8505	3.08803e-14	
0.848180294037	5.1887550354	fe_xxv	1.8505	2.48185e-14	
0.848180294037	5.22891569138	fe_xxv	1.8505	1.98988e-14	
0.848180294037	5.26907634735	fe_xxv	1.8505	1.59174e-14	
0.848180294037	5.30923700333	fe_xxv	1.8505	1.27041e-14	
0.848180294037	5.3493976593	fe_xxv	1.8505	1.01174e-14	
0.848180294037	5.38955831528	fe_xxv	1.8505	8.04074e-15	
0.848180294037	5.42971897125	fe_xxv	1.8505	6.3773e-15	
