temperature	xi	ar_xviii	wavelength	opacity
1.58393347263	3.26104426384	ar_xviii	3.7311	6.88934e-15	
1.58393347263	3.30120491982	ar_xviii	3.7311	9.09803e-15	
1.58393347263	3.34136557579	ar_xviii	3.7311	1.18334e-14	
1.58393347263	3.38152599335	ar_xviii	3.7311	1.51516e-14	
1.58393347263	3.42168664932	ar_xviii	3.7311	1.9087e-14	
1.58393347263	3.4618473053	ar_xviii	3.7311	2.36553e-14	
1.58393347263	3.50200796127	ar_xviii	3.7311	2.88443e-14	
1.58393347263	3.54216861725	ar_xviii	3.7311	3.46222e-14	
1.58393347263	3.58232927322	ar_xviii	3.7311	4.0929e-14	
1.58393347263	3.6224899292	ar_xviii	3.7311	4.76892e-14	
1.58393347263	3.66265058517	ar_xviii	3.7311	5.48042e-14	
1.58393347263	3.70281124115	ar_xviii	3.7311	6.2172e-14	
1.58393347263	3.74297189713	ar_xviii	3.7311	6.96793e-14	
1.58393347263	3.7831325531	ar_xviii	3.7311	7.72076e-14	
1.58393347263	3.82329320908	ar_xviii	3.7311	8.46355e-14	
1.58393347263	3.86345386505	ar_xviii	3.7311	9.18394e-14	
1.58393347263	3.90361452103	ar_xviii	3.7311	9.86975e-14	
1.58393347263	3.943775177	ar_xviii	3.7311	1.05091e-13	
1.58393347263	3.98393583298	ar_xviii	3.7311	1.10907e-13	
1.58393347263	4.02409648895	ar_xviii	3.7311	1.16043e-13	
1.58393347263	4.06425714493	ar_xviii	3.7311	1.2041e-13	
1.58393347263	4.1044178009	ar_xviii	3.7311	1.23936e-13	
1.58393347263	4.14457845688	ar_xviii	3.7311	1.26568e-13	
1.58393347263	4.18473911285	ar_xviii	3.7311	1.28278e-13	
1.58393347263	4.22489976883	ar_xviii	3.7311	1.29059e-13	
1.58393347263	4.2650604248	ar_xviii	3.7311	1.28926e-13	
1.58393347263	4.30522108078	ar_xviii	3.7311	1.27919e-13	
1.58393347263	4.34538173676	ar_xviii	3.7311	1.26098e-13	
1.58393347263	4.38554239273	ar_xviii	3.7311	1.23538e-13	
1.58393347263	4.42570304871	ar_xviii	3.7311	1.20324e-13	
1.58393347263	4.46586322784	ar_xviii	3.7311	1.16549e-13	
1.58393347263	4.50602388382	ar_xviii	3.7311	1.1231e-13	
1.58393347263	4.54618453979	ar_xviii	3.7311	1.07704e-13	
1.58393347263	4.58634519577	ar_xviii	3.7311	1.02822e-13	
1.58393347263	4.62650585175	ar_xviii	3.7311	9.77588e-14	
1.58393347263	4.66666650772	ar_xviii	3.7311	9.25899e-14	
1.58393347263	4.7068271637	ar_xviii	3.7311	8.73867e-14	
1.58393347263	4.74698781967	ar_xviii	3.7311	8.22113e-14	
1.58393347263	4.78714847565	ar_xviii	3.7311	7.71141e-14	
1.58393347263	4.82730913162	ar_xviii	3.7311	7.21382e-14	
1.58393347263	4.8674697876	ar_xviii	3.7311	6.73172e-14	
1.58393347263	4.90763044357	ar_xviii	3.7311	6.26787e-14	
1.58393347263	4.94779109955	ar_xviii	3.7311	5.82412e-14	
1.58393347263	4.98795175552	ar_xviii	3.7311	5.40176e-14	
1.58393347263	5.0281124115	ar_xviii	3.7311	5.00159e-14	
1.58393347263	5.06827306747	ar_xviii	3.7311	4.62397e-14	
1.58393347263	5.10843372345	ar_xviii	3.7311	4.26884e-14	
1.58393347263	5.14859437943	ar_xviii	3.7311	3.936e-14	
1.58393347263	5.1887550354	ar_xviii	3.7311	3.62489e-14	
1.58393347263	5.22891569138	ar_xviii	3.7311	3.33481e-14	
1.58393347263	5.26907634735	ar_xviii	3.7311	3.06494e-14	
1.58393347263	5.30923700333	ar_xviii	3.7311	2.81438e-14	
1.58393347263	5.3493976593	ar_xviii	3.7311	2.58216e-14	
1.58393347263	5.38955831528	ar_xviii	3.7311	2.36728e-14	
1.58393347263	5.42971897125	ar_xviii	3.7311	2.16878e-14	
1.58393347263	5.46987962723	ar_xviii	3.7311	1.98558e-14	
1.58393347263	5.5100402832	ar_xviii	3.7311	1.81672e-14	
1.58393347263	5.55020093918	ar_xviii	3.7311	1.66125e-14	
1.58393347263	5.59036159515	ar_xviii	3.7311	1.51823e-14	
1.58393347263	5.63052225113	ar_xviii	3.7311	1.38678e-14	
1.58393347263	5.6706829071	ar_xviii	3.7311	1.26605e-14	
1.58393347263	5.71084356308	ar_xviii	3.7311	1.15526e-14	
1.58393347263	5.75100421906	ar_xviii	3.7311	1.05365e-14	
1.58393347263	5.79116487503	ar_xviii	3.7311	9.60505e-15	
1.58393347263	5.83132553101	ar_xviii	3.7311	8.75174e-15	
1.58393347263	5.87148571014	ar_xviii	3.7311	7.97038e-15	
1.58393347263	5.91164636612	ar_xviii	3.7311	7.25521e-15	
1.58393347263	5.95180702209	ar_xviii	3.7311	6.60092e-15	
1.58393347263	5.99196767807	ar_xviii	3.7311	6.00255e-15	
1.58393347263	6.03212833405	ar_xviii	3.7311	5.45553e-15	
1.58393347263	6.07228899002	ar_xviii	3.7311	4.95564e-15	
1.58393347263	6.112449646	ar_xviii	3.7311	4.49896e-15	
1.58393347263	6.15261030197	ar_xviii	3.7311	4.08191e-15	
1.58393347263	6.19277095795	ar_xviii	3.7311	3.70118e-15	
1.58393347263	6.23293161392	ar_xviii	3.7311	3.35371e-15	
1.58393347263	6.2730922699	ar_xviii	3.7311	3.03672e-15	
1.58393347263	6.31325292587	ar_xviii	3.7311	2.74763e-15	
1.58393347263	6.35341358185	ar_xviii	3.7311	2.48409e-15	
1.58393347263	6.39357423782	ar_xviii	3.7311	2.24394e-15	
1.58393347263	6.4337348938	ar_xviii	3.7311	2.02519e-15	
1.58393347263	6.47389554977	ar_xviii	3.7311	1.826e-15	
1.58393347263	6.51405620575	ar_xviii	3.7311	1.64488e-15	
1.58393347263	6.55421686172	ar_xviii	3.7311	1.48015e-15	
1.58393347263	6.5943775177	ar_xviii	3.7311	1.33055e-15	
1.58393347263	6.63453817368	ar_xviii	3.7311	1.19441e-15	
1.58393347263	6.67469882965	ar_xviii	3.7311	1.07061e-15	
1.58393347263	6.71485948563	ar_xviii	3.7311	9.58649e-16	
1.58393347263	6.7550201416	ar_xviii	3.7311	8.57301e-16	
1.58393347263	6.79518079758	ar_xviii	3.7311	7.65547e-16	
1.58393347263	6.83534145355	ar_xviii	3.7311	6.82734e-16	
1.58393347263	6.87550210953	ar_xviii	3.7311	6.07706e-16	
1.58393347263	6.9156627655	ar_xviii	3.7311	5.39912e-16	
1.58393347263	6.95582342148	ar_xviii	3.7311	4.78791e-16	
1.58393347263	6.99598407745	ar_xviii	3.7311	4.24041e-16	
1.58393347263	7.03614473343	ar_xviii	3.7311	3.74982e-16	
1.58393347263	7.0763053894	ar_xviii	3.7311	3.31054e-16	
1.58393347263	7.11646604538	ar_xviii	3.7311	2.91521e-16	
1.58393347263	7.15662670135	ar_xviii	3.7311	2.56232e-16	
1.58393347263	7.19678735733	ar_xviii	3.7311	2.24801e-16	
1.58393347263	7.23694801331	ar_xviii	3.7311	1.9681e-16	
1.58393347263	7.27710866928	ar_xviii	3.7311	1.72075e-16	
1.58393347263	7.31726884842	ar_xviii	3.7311	1.50156e-16	
1.58393347263	7.35742950439	ar_xviii	3.7311	1.30778e-16	
1.58393347263	7.39759016037	ar_xviii	3.7311	1.13688e-16	
1.58393347263	7.43775081635	ar_xviii	3.7311	9.8703e-17	
1.58393347263	7.47791147232	ar_xviii	3.7311	8.54377e-17	
1.58393347263	7.5180721283	ar_xviii	3.7311	7.3969e-17	
1.58393347263	7.55823278427	ar_xviii	3.7311	6.38878e-17	
1.58393347263	7.59839344025	ar_xviii	3.7311	5.50988e-17	
1.58393347263	7.63855409622	ar_xviii	3.7311	4.7454e-17	
1.58393347263	7.6787147522	ar_xviii	3.7311	4.08204e-17	
1.58393347263	7.71887540817	ar_xviii	3.7311	3.50756e-17	
1.58393347263	7.75903606415	ar_xviii	3.7311	3.0078e-17	
1.58393347263	7.79919672012	ar_xviii	3.7311	2.57945e-17	
1.58393347263	7.8393573761	ar_xviii	3.7311	2.21307e-17	
1.58393347263	7.87951803207	ar_xviii	3.7311	1.89335e-17	
1.58393347263	7.91967868805	ar_xviii	3.7311	1.62095e-17	
1.58393347263	7.95983934402	ar_xviii	3.7311	1.38883e-17	
1.58393347263	8.0	ar_xviii	3.7311	1.18839e-17	
1.6618899107	-2.0	ar_xviii	3.7311	0.0	
1.6618899107	-1.95983934402	ar_xviii	3.7311	0.0	
1.6618899107	-1.91967868805	ar_xviii	3.7311	0.0	
1.6618899107	-1.87951803207	ar_xviii	3.7311	0.0	
1.6618899107	-1.8393573761	ar_xviii	3.7311	0.0	
1.6618899107	-1.79919683933	ar_xviii	3.7311	0.0	
1.6618899107	-1.75903618336	ar_xviii	3.7311	0.0	
1.6618899107	-1.71887552738	ar_xviii	3.7311	0.0	
1.6618899107	-1.67871487141	ar_xviii	3.7311	0.0	
1.6618899107	-1.63855421543	ar_xviii	3.7311	0.0	
1.6618899107	-1.59839355946	ar_xviii	3.7311	0.0	
1.6618899107	-1.55823290348	ar_xviii	3.7311	0.0	
1.6618899107	-1.51807224751	ar_xviii	3.7311	0.0	
1.6618899107	-1.47791159153	ar_xviii	3.7311	0.0	
1.6618899107	-1.43775105476	ar_xviii	3.7311	0.0	
1.6618899107	-1.39759039879	ar_xviii	3.7311	0.0	
1.6618899107	-1.35742974281	ar_xviii	3.7311	0.0	
1.6618899107	-1.31726908684	ar_xviii	3.7311	0.0	
1.6618899107	-1.27710843086	ar_xviii	3.7311	0.0	
1.6618899107	-1.23694777489	ar_xviii	3.7311	0.0	
1.6618899107	-1.19678711891	ar_xviii	3.7311	0.0	
1.6618899107	-1.15662646294	ar_xviii	3.7311	0.0	
1.6618899107	-1.11646580696	ar_xviii	3.7311	0.0	
1.6618899107	-1.0763052702	ar_xviii	3.7311	0.0	
1.6618899107	-1.03614461422	ar_xviii	3.7311	0.0	
1.6618899107	-0.995983958244	ar_xviii	3.7311	0.0	
1.6618899107	-0.955823302269	ar_xviii	3.7311	0.0	
1.6618899107	-0.915662646294	ar_xviii	3.7311	0.0	
1.6618899107	-0.875501990318	ar_xviii	3.7311	0.0	
1.6618899107	-0.835341393948	ar_xviii	3.7311	0.0	
1.6618899107	-0.795180737972	ar_xviii	3.7311	0.0	
1.6618899107	-0.755020081997	ar_xviii	3.7311	0.0	
1.6618899107	-0.714859426022	ar_xviii	3.7311	0.0	
1.6618899107	-0.674698770046	ar_xviii	3.7311	0.0	
1.6618899107	-0.634538173676	ar_xviii	3.7311	0.0	
1.6618899107	-0.5943775177	ar_xviii	3.7311	0.0	
1.6618899107	-0.554216861725	ar_xviii	3.7311	0.0	
1.6618899107	-0.51405620575	ar_xviii	3.7311	0.0	
1.6618899107	-0.473895579576	ar_xviii	3.7311	0.0	
1.6618899107	-0.433734953403	ar_xviii	3.7311	0.0	
1.6618899107	-0.393574297428	ar_xviii	3.7311	0.0	
1.6618899107	-0.353413641453	ar_xviii	3.7311	0.0	
1.6618899107	-0.31325301528	ar_xviii	3.7311	0.0	
1.6618899107	-0.273092359304	ar_xviii	3.7311	0.0	
1.6618899107	-0.232931733131	ar_xviii	3.7311	0.0	
1.6618899107	-0.192771077156	ar_xviii	3.7311	0.0	
1.6618899107	-0.152610436082	ar_xviii	3.7311	0.0	
1.6618899107	-0.112449802458	ar_xviii	3.7311	0.0	
1.6618899107	-0.0722891539335	ar_xviii	3.7311	0.0	
1.6618899107	-0.0321285128593	ar_xviii	3.7311	0.0	
1.6618899107	0.00803212821484	ar_xviii	3.7311	0.0	
1.6618899107	0.048192769289	ar_xviii	3.7311	0.0	
1.6618899107	0.0883534103632	ar_xviii	3.7311	0.0	
1.6618899107	0.128514051437	ar_xviii	3.7311	0.0	
1.6618899107	0.168674692512	ar_xviii	3.7311	0.0	
1.6618899107	0.208835348487	ar_xviii	3.7311	0.0	
1.6618899107	0.248995989561	ar_xviii	3.7311	0.0	
1.6618899107	0.289156615734	ar_xviii	3.7311	0.0	
1.6618899107	0.329317271709	ar_xviii	3.7311	0.0	
1.6618899107	0.369477897882	ar_xviii	3.7311	0.0	
1.6618899107	0.409638553858	ar_xviii	3.7311	0.0	
1.6618899107	0.449799209833	ar_xviii	3.7311	0.0	
1.6618899107	0.489959836006	ar_xviii	3.7311	0.0	
1.6618899107	0.530120491982	ar_xviii	3.7311	0.0	
1.6618899107	0.570281147957	ar_xviii	3.7311	0.0	
1.6618899107	0.610441744328	ar_xviii	3.7311	0.0	
1.6618899107	0.650602400303	ar_xviii	3.7311	0.0	
1.6618899107	0.690763056278	ar_xviii	3.7311	0.0	
1.6618899107	0.730923712254	ar_xviii	3.7311	0.0	
1.6618899107	0.771084308624	ar_xviii	3.7311	0.0	
1.6618899107	0.8112449646	ar_xviii	3.7311	0.0	
1.6618899107	0.851405620575	ar_xviii	3.7311	0.0	
1.6618899107	0.89156627655	ar_xviii	3.7311	0.0	
1.6618899107	0.931726932526	ar_xviii	3.7311	0.0	
1.6618899107	0.971887528896	ar_xviii	3.7311	0.0	
1.6618899107	1.01204824448	ar_xviii	3.7311	0.0	
1.6618899107	1.05220878124	ar_xviii	3.7311	0.0	
1.6618899107	1.09236943722	ar_xviii	3.7311	0.0	
1.6618899107	1.13253009319	ar_xviii	3.7311	0.0	
1.6618899107	1.17269074917	ar_xviii	3.7311	0.0	
1.6618899107	1.21285140514	ar_xviii	3.7311	0.0	
1.6618899107	1.25301206112	ar_xviii	3.7311	0.0	
1.6618899107	1.29317271709	ar_xviii	3.7311	0.0	
1.6618899107	1.33333337307	ar_xviii	3.7311	0.0	
1.6618899107	1.37349402905	ar_xviii	3.7311	0.0	
1.6618899107	1.41365456581	ar_xviii	3.7311	0.0	
1.6618899107	1.45381522179	ar_xviii	3.7311	0.0	
1.6618899107	1.49397587776	ar_xviii	3.7311	0.0	
1.6618899107	1.53413653374	ar_xviii	3.7311	0.0	
1.6618899107	1.57429718971	ar_xviii	3.7311	0.0	
1.6618899107	1.61445784569	ar_xviii	3.7311	0.0	
1.6618899107	1.65461850166	ar_xviii	3.7311	0.0	
1.6618899107	1.69477915764	ar_xviii	3.7311	0.0	
1.6618899107	1.73493981361	ar_xviii	3.7311	0.0	
1.6618899107	1.77510035038	ar_xviii	3.7311	0.0	
1.6618899107	1.81526100636	ar_xviii	3.7311	0.0	
1.6618899107	1.85542166233	ar_xviii	3.7311	0.0	
1.6618899107	1.89558231831	ar_xviii	3.7311	0.0	
1.6618899107	1.93574297428	ar_xviii	3.7311	0.0	
1.6618899107	1.97590363026	ar_xviii	3.7311	0.0	
1.6618899107	2.01606416702	ar_xviii	3.7311	0.0	
1.6618899107	2.056224823	ar_xviii	3.7311	0.0	
1.6618899107	2.09638547897	ar_xviii	3.7311	0.0	
1.6618899107	2.13654613495	ar_xviii	3.7311	0.0	
1.6618899107	2.17670679092	ar_xviii	3.7311	0.0	
1.6618899107	2.2168674469	ar_xviii	3.7311	0.0	
1.6618899107	2.25702810287	ar_xviii	3.7311	0.0	
1.6618899107	2.29718875885	ar_xviii	3.7311	6.8394e-19	
1.6618899107	2.33734941483	ar_xviii	3.7311	1.07676e-18	
1.6618899107	2.3775100708	ar_xviii	3.7311	1.6851e-18	
1.6618899107	2.41767072678	ar_xviii	3.7311	2.62652e-18	
1.6618899107	2.45783138275	ar_xviii	3.7311	4.07388e-18	
1.6618899107	2.49799203873	ar_xviii	3.7311	6.28766e-18	
1.6618899107	2.5381526947	ar_xviii	3.7311	9.65642e-18	
1.6618899107	2.57831335068	ar_xviii	3.7311	1.47564e-17	
1.6618899107	2.61847400665	ar_xviii	3.7311	2.24361e-17	
1.6618899107	2.65863442421	ar_xviii	3.7311	3.39391e-17	
1.6618899107	2.69879508018	ar_xviii	3.7311	5.10939e-17	
1.6618899107	2.73895573616	ar_xviii	3.7311	7.64651e-17	
1.6618899107	2.77911639214	ar_xviii	3.7311	1.13794e-16	
1.6618899107	2.81927704811	ar_xviii	3.7311	1.68393e-16	
1.6618899107	2.85943770409	ar_xviii	3.7311	2.47677e-16	
1.6618899107	2.89959836006	ar_xviii	3.7311	3.61876e-16	
1.6618899107	2.93975901604	ar_xviii	3.7311	5.25202e-16	
1.6618899107	2.97991967201	ar_xviii	3.7311	7.56516e-16	
1.6618899107	3.02008032799	ar_xviii	3.7311	1.08084e-15	
1.6618899107	3.06024098396	ar_xviii	3.7311	1.53047e-15	
1.6618899107	3.10040163994	ar_xviii	3.7311	2.14602e-15	
1.6618899107	3.14056229591	ar_xviii	3.7311	2.97721e-15	
1.6618899107	3.18072295189	ar_xviii	3.7311	4.08151e-15	
1.6618899107	3.22088360786	ar_xviii	3.7311	5.52482e-15	
1.6618899107	3.26104426384	ar_xviii	3.7311	7.37623e-15	
1.6618899107	3.30120491982	ar_xviii	3.7311	9.70447e-15	
1.6618899107	3.34136557579	ar_xviii	3.7311	1.25723e-14	
1.6618899107	3.38152599335	ar_xviii	3.7311	1.60266e-14	
1.6618899107	3.42168664932	ar_xviii	3.7311	2.01038e-14	
1.6618899107	3.4618473053	ar_xviii	3.7311	2.48048e-14	
1.6618899107	3.50200796127	ar_xviii	3.7311	3.01127e-14	
1.6618899107	3.54216861725	ar_xviii	3.7311	3.59808e-14	
1.6618899107	3.58232927322	ar_xviii	3.7311	4.23489e-14	
1.6618899107	3.6224899292	ar_xviii	3.7311	4.91329e-14	
1.6618899107	3.66265058517	ar_xviii	3.7311	5.62295e-14	
1.6618899107	3.70281124115	ar_xviii	3.7311	6.35336e-14	
1.6618899107	3.74297189713	ar_xviii	3.7311	7.09299e-14	
1.6618899107	3.7831325531	ar_xviii	3.7311	7.82994e-14	
1.6618899107	3.82329320908	ar_xviii	3.7311	8.55207e-14	
1.6618899107	3.86345386505	ar_xviii	3.7311	9.24724e-14	
1.6618899107	3.90361452103	ar_xviii	3.7311	9.90356e-14	
1.6618899107	3.943775177	ar_xviii	3.7311	1.05096e-13	
1.6618899107	3.98393583298	ar_xviii	3.7311	1.10546e-13	
1.6618899107	4.02409648895	ar_xviii	3.7311	1.15292e-13	
1.6618899107	4.06425714493	ar_xviii	3.7311	1.19253e-13	
1.6618899107	4.1044178009	ar_xviii	3.7311	1.22366e-13	
1.6618899107	4.14457845688	ar_xviii	3.7311	1.2459e-13	
1.6618899107	4.18473911285	ar_xviii	3.7311	1.25904e-13	
1.6618899107	4.22489976883	ar_xviii	3.7311	1.26313e-13	
1.6618899107	4.2650604248	ar_xviii	3.7311	1.25842e-13	
1.6618899107	4.30522108078	ar_xviii	3.7311	1.24538e-13	
1.6618899107	4.34538173676	ar_xviii	3.7311	1.22466e-13	
1.6618899107	4.38554239273	ar_xviii	3.7311	1.19701e-13	
1.6618899107	4.42570304871	ar_xviii	3.7311	1.16333e-13	
1.6618899107	4.46586322784	ar_xviii	3.7311	1.12455e-13	
1.6618899107	4.50602388382	ar_xviii	3.7311	1.0816e-13	
1.6618899107	4.54618453979	ar_xviii	3.7311	1.03544e-13	
1.6618899107	4.58634519577	ar_xviii	3.7311	9.86927e-14	
1.6618899107	4.62650585175	ar_xviii	3.7311	9.36945e-14	
1.6618899107	4.66666650772	ar_xviii	3.7311	8.86214e-14	
1.6618899107	4.7068271637	ar_xviii	3.7311	8.35389e-14	
1.6618899107	4.74698781967	ar_xviii	3.7311	7.8504e-14	
1.6618899107	4.78714847565	ar_xviii	3.7311	7.35626e-14	
1.6618899107	4.82730913162	ar_xviii	3.7311	6.87532e-14	
1.6618899107	4.8674697876	ar_xviii	3.7311	6.41058e-14	
1.6618899107	4.90763044357	ar_xviii	3.7311	5.96445e-14	
1.6618899107	4.94779109955	ar_xviii	3.7311	5.53849e-14	
1.6618899107	4.98795175552	ar_xviii	3.7311	5.13377e-14	
1.6618899107	5.0281124115	ar_xviii	3.7311	4.7509e-14	
1.6618899107	5.06827306747	ar_xviii	3.7311	4.39005e-14	
1.6618899107	5.10843372345	ar_xviii	3.7311	4.05118e-14	
1.6618899107	5.14859437943	ar_xviii	3.7311	3.73386e-14	
1.6618899107	5.1887550354	ar_xviii	3.7311	3.43754e-14	
1.6618899107	5.22891569138	ar_xviii	3.7311	3.16147e-14	
1.6618899107	5.26907634735	ar_xviii	3.7311	2.90483e-14	
1.6618899107	5.30923700333	ar_xviii	3.7311	2.66671e-14	
1.6618899107	5.3493976593	ar_xviii	3.7311	2.44615e-14	
1.6618899107	5.38955831528	ar_xviii	3.7311	2.24219e-14	
1.6618899107	5.42971897125	ar_xviii	3.7311	2.05382e-14	
1.6618899107	5.46987962723	ar_xviii	3.7311	1.88006e-14	
1.6618899107	5.5100402832	ar_xviii	3.7311	1.71996e-14	
1.6618899107	5.55020093918	ar_xviii	3.7311	1.5726e-14	
1.6618899107	5.59036159515	ar_xviii	3.7311	1.43708e-14	
1.6618899107	5.63052225113	ar_xviii	3.7311	1.31257e-14	
1.6618899107	5.6706829071	ar_xviii	3.7311	1.19824e-14	
1.6618899107	5.71084356308	ar_xviii	3.7311	1.09333e-14	
1.6618899107	5.75100421906	ar_xviii	3.7311	9.97141e-15	
1.6618899107	5.79116487503	ar_xviii	3.7311	9.08983e-15	
1.6618899107	5.83132553101	ar_xviii	3.7311	8.28231e-15	
1.6618899107	5.87148571014	ar_xviii	3.7311	7.54298e-15	
1.6618899107	5.91164636612	ar_xviii	3.7311	6.86637e-15	
1.6618899107	5.95180702209	ar_xviii	3.7311	6.24724e-15	
1.6618899107	5.99196767807	ar_xviii	3.7311	5.68126e-15	
1.6618899107	6.03212833405	ar_xviii	3.7311	5.16389e-15	
1.6618899107	6.07228899002	ar_xviii	3.7311	4.69113e-15	
1.6618899107	6.112449646	ar_xviii	3.7311	4.25938e-15	
1.6618899107	6.15261030197	ar_xviii	3.7311	3.86499e-15	
1.6618899107	6.19277095795	ar_xviii	3.7311	3.50495e-15	
1.6618899107	6.23293161392	ar_xviii	3.7311	3.17639e-15	
1.6618899107	6.2730922699	ar_xviii	3.7311	2.87663e-15	
1.6618899107	6.31325292587	ar_xviii	3.7311	2.60327e-15	
1.6618899107	6.35341358185	ar_xviii	3.7311	2.35405e-15	
1.6618899107	6.39357423782	ar_xviii	3.7311	2.12694e-15	
1.6618899107	6.4337348938	ar_xviii	3.7311	1.92007e-15	
1.6618899107	6.47389554977	ar_xviii	3.7311	1.73162e-15	
1.6618899107	6.51405620575	ar_xviii	3.7311	1.5603e-15	
1.6618899107	6.55421686172	ar_xviii	3.7311	1.40447e-15	
1.6618899107	6.5943775177	ar_xviii	3.7311	1.26298e-15	
1.6618899107	6.63453817368	ar_xviii	3.7311	1.13417e-15	
1.6618899107	6.67469882965	ar_xviii	3.7311	1.01701e-15	
1.6618899107	6.71485948563	ar_xviii	3.7311	9.10976e-16	
1.6618899107	6.7550201416	ar_xviii	3.7311	8.14979e-16	
1.6618899107	6.79518079758	ar_xviii	3.7311	7.28081e-16	
1.6618899107	6.83534145355	ar_xviii	3.7311	6.49649e-16	
1.6618899107	6.87550210953	ar_xviii	3.7311	5.78545e-16	
1.6618899107	6.9156627655	ar_xviii	3.7311	5.14292e-16	
1.6618899107	6.95582342148	ar_xviii	3.7311	4.56293e-16	
1.6618899107	6.99598407745	ar_xviii	3.7311	4.04339e-16	
1.6618899107	7.03614473343	ar_xviii	3.7311	3.5775e-16	
1.6618899107	7.0763053894	ar_xviii	3.7311	3.15916e-16	
1.6618899107	7.11646604538	ar_xviii	3.7311	2.78498e-16	
1.6618899107	7.15662670135	ar_xviii	3.7311	2.44936e-16	
1.6618899107	7.19678735733	ar_xviii	3.7311	2.15025e-16	
1.6618899107	7.23694801331	ar_xviii	3.7311	1.88294e-16	
1.6618899107	7.27710866928	ar_xviii	3.7311	1.6479e-16	
1.6618899107	7.31726884842	ar_xviii	3.7311	1.43898e-16	
1.6618899107	7.35742950439	ar_xviii	3.7311	1.25415e-16	
1.6618899107	7.39759016037	ar_xviii	3.7311	1.09102e-16	
1.6618899107	7.43775081635	ar_xviii	3.7311	9.47381e-17	
1.6618899107	7.47791147232	ar_xviii	3.7311	8.21834e-17	
1.6618899107	7.5180721283	ar_xviii	3.7311	7.11235e-17	
1.6618899107	7.55823278427	ar_xviii	3.7311	6.14145e-17	
1.6618899107	7.59839344025	ar_xviii	3.7311	5.30033e-17	
1.6618899107	7.63855409622	ar_xviii	3.7311	4.56791e-17	
1.6618899107	7.6787147522	ar_xviii	3.7311	3.93174e-17	
1.6618899107	7.71887540817	ar_xviii	3.7311	3.38035e-17	
1.6618899107	7.75903606415	ar_xviii	3.7311	2.90642e-17	
1.6618899107	7.79919672012	ar_xviii	3.7311	2.49436e-17	
1.6618899107	7.8393573761	ar_xviii	3.7311	2.13669e-17	
1.6618899107	7.87951803207	ar_xviii	3.7311	1.83319e-17	
1.6618899107	7.91967868805	ar_xviii	3.7311	1.56857e-17	
1.6618899107	7.95983934402	ar_xviii	3.7311	1.34327e-17	
1.6618899107	8.0	ar_xviii	3.7311	1.15143e-17	
1.74368298054	-2.0	ar_xviii	3.7311	0.0	
1.74368298054	-1.95983934402	ar_xviii	3.7311	0.0	
1.74368298054	-1.91967868805	ar_xviii	3.7311	0.0	
1.74368298054	-1.87951803207	ar_xviii	3.7311	0.0	
1.74368298054	-1.8393573761	ar_xviii	3.7311	0.0	
1.74368298054	-1.79919683933	ar_xviii	3.7311	0.0	
1.74368298054	-1.75903618336	ar_xviii	3.7311	0.0	
1.74368298054	-1.71887552738	ar_xviii	3.7311	0.0	
1.74368298054	-1.67871487141	ar_xviii	3.7311	0.0	
1.74368298054	-1.63855421543	ar_xviii	3.7311	0.0	
1.74368298054	-1.59839355946	ar_xviii	3.7311	0.0	
1.74368298054	-1.55823290348	ar_xviii	3.7311	0.0	
1.74368298054	-1.51807224751	ar_xviii	3.7311	0.0	
1.74368298054	-1.47791159153	ar_xviii	3.7311	0.0	
1.74368298054	-1.43775105476	ar_xviii	3.7311	0.0	
1.74368298054	-1.39759039879	ar_xviii	3.7311	0.0	
1.74368298054	-1.35742974281	ar_xviii	3.7311	0.0	
1.74368298054	-1.31726908684	ar_xviii	3.7311	0.0	
1.74368298054	-1.27710843086	ar_xviii	3.7311	0.0	
1.74368298054	-1.23694777489	ar_xviii	3.7311	0.0	
1.74368298054	-1.19678711891	ar_xviii	3.7311	0.0	
1.74368298054	-1.15662646294	ar_xviii	3.7311	0.0	
1.74368298054	-1.11646580696	ar_xviii	3.7311	0.0	
1.74368298054	-1.0763052702	ar_xviii	3.7311	0.0	
1.74368298054	-1.03614461422	ar_xviii	3.7311	0.0	
1.74368298054	-0.995983958244	ar_xviii	3.7311	0.0	
1.74368298054	-0.955823302269	ar_xviii	3.7311	0.0	
1.74368298054	-0.915662646294	ar_xviii	3.7311	0.0	
1.74368298054	-0.875501990318	ar_xviii	3.7311	0.0	
1.74368298054	-0.835341393948	ar_xviii	3.7311	0.0	
1.74368298054	-0.795180737972	ar_xviii	3.7311	0.0	
1.74368298054	-0.755020081997	ar_xviii	3.7311	0.0	
1.74368298054	-0.714859426022	ar_xviii	3.7311	0.0	
1.74368298054	-0.674698770046	ar_xviii	3.7311	0.0	
1.74368298054	-0.634538173676	ar_xviii	3.7311	0.0	
1.74368298054	-0.5943775177	ar_xviii	3.7311	0.0	
1.74368298054	-0.554216861725	ar_xviii	3.7311	0.0	
1.74368298054	-0.51405620575	ar_xviii	3.7311	0.0	
1.74368298054	-0.473895579576	ar_xviii	3.7311	0.0	
1.74368298054	-0.433734953403	ar_xviii	3.7311	0.0	
1.74368298054	-0.393574297428	ar_xviii	3.7311	0.0	
1.74368298054	-0.353413641453	ar_xviii	3.7311	0.0	
1.74368298054	-0.31325301528	ar_xviii	3.7311	0.0	
1.74368298054	-0.273092359304	ar_xviii	3.7311	0.0	
1.74368298054	-0.232931733131	ar_xviii	3.7311	0.0	
