temperature	xi	si_iii	wavelength	opacity
4.34418201447	4.66666650772	si_iii	1206.5	0.0	
4.34418201447	4.7068271637	si_iii	1206.5	0.0	
4.34418201447	4.74698781967	si_iii	1206.5	0.0	
4.34418201447	4.78714847565	si_iii	1206.5	0.0	
4.34418201447	4.82730913162	si_iii	1206.5	0.0	
4.34418201447	4.8674697876	si_iii	1206.5	0.0	
4.34418201447	4.90763044357	si_iii	1206.5	0.0	
4.34418201447	4.94779109955	si_iii	1206.5	0.0	
4.34418201447	4.98795175552	si_iii	1206.5	0.0	
4.34418201447	5.0281124115	si_iii	1206.5	0.0	
4.34418201447	5.06827306747	si_iii	1206.5	0.0	
4.34418201447	5.10843372345	si_iii	1206.5	0.0	
4.34418201447	5.14859437943	si_iii	1206.5	0.0	
4.34418201447	5.1887550354	si_iii	1206.5	0.0	
4.34418201447	5.22891569138	si_iii	1206.5	0.0	
4.34418201447	5.26907634735	si_iii	1206.5	0.0	
4.34418201447	5.30923700333	si_iii	1206.5	0.0	
4.34418201447	5.3493976593	si_iii	1206.5	0.0	
4.34418201447	5.38955831528	si_iii	1206.5	0.0	
4.34418201447	5.42971897125	si_iii	1206.5	0.0	
4.34418201447	5.46987962723	si_iii	1206.5	0.0	
4.34418201447	5.5100402832	si_iii	1206.5	0.0	
4.34418201447	5.55020093918	si_iii	1206.5	0.0	
4.34418201447	5.59036159515	si_iii	1206.5	0.0	
4.34418201447	5.63052225113	si_iii	1206.5	0.0	
4.34418201447	5.6706829071	si_iii	1206.5	0.0	
4.34418201447	5.71084356308	si_iii	1206.5	0.0	
4.34418201447	5.75100421906	si_iii	1206.5	0.0	
4.34418201447	5.79116487503	si_iii	1206.5	0.0	
4.34418201447	5.83132553101	si_iii	1206.5	0.0	
4.34418201447	5.87148571014	si_iii	1206.5	0.0	
4.34418201447	5.91164636612	si_iii	1206.5	0.0	
4.34418201447	5.95180702209	si_iii	1206.5	0.0	
4.34418201447	5.99196767807	si_iii	1206.5	0.0	
4.34418201447	6.03212833405	si_iii	1206.5	0.0	
4.34418201447	6.07228899002	si_iii	1206.5	0.0	
4.34418201447	6.112449646	si_iii	1206.5	0.0	
4.34418201447	6.15261030197	si_iii	1206.5	0.0	
4.34418201447	6.19277095795	si_iii	1206.5	0.0	
4.34418201447	6.23293161392	si_iii	1206.5	0.0	
4.34418201447	6.2730922699	si_iii	1206.5	0.0	
4.34418201447	6.31325292587	si_iii	1206.5	0.0	
4.34418201447	6.35341358185	si_iii	1206.5	0.0	
4.34418201447	6.39357423782	si_iii	1206.5	0.0	
4.34418201447	6.4337348938	si_iii	1206.5	0.0	
4.34418201447	6.47389554977	si_iii	1206.5	0.0	
4.34418201447	6.51405620575	si_iii	1206.5	0.0	
4.34418201447	6.55421686172	si_iii	1206.5	0.0	
4.34418201447	6.5943775177	si_iii	1206.5	0.0	
4.34418201447	6.63453817368	si_iii	1206.5	0.0	
4.34418201447	6.67469882965	si_iii	1206.5	0.0	
4.34418201447	6.71485948563	si_iii	1206.5	0.0	
4.34418201447	6.7550201416	si_iii	1206.5	0.0	
4.34418201447	6.79518079758	si_iii	1206.5	0.0	
4.34418201447	6.83534145355	si_iii	1206.5	0.0	
4.34418201447	6.87550210953	si_iii	1206.5	0.0	
4.34418201447	6.9156627655	si_iii	1206.5	0.0	
4.34418201447	6.95582342148	si_iii	1206.5	0.0	
4.34418201447	6.99598407745	si_iii	1206.5	0.0	
4.34418201447	7.03614473343	si_iii	1206.5	0.0	
4.34418201447	7.0763053894	si_iii	1206.5	0.0	
4.34418201447	7.11646604538	si_iii	1206.5	0.0	
4.34418201447	7.15662670135	si_iii	1206.5	0.0	
4.34418201447	7.19678735733	si_iii	1206.5	0.0	
4.34418201447	7.23694801331	si_iii	1206.5	0.0	
4.34418201447	7.27710866928	si_iii	1206.5	0.0	
4.34418201447	7.31726884842	si_iii	1206.5	0.0	
4.34418201447	7.35742950439	si_iii	1206.5	0.0	
4.34418201447	7.39759016037	si_iii	1206.5	0.0	
4.34418201447	7.43775081635	si_iii	1206.5	0.0	
4.34418201447	7.47791147232	si_iii	1206.5	0.0	
4.34418201447	7.5180721283	si_iii	1206.5	0.0	
4.34418201447	7.55823278427	si_iii	1206.5	0.0	
4.34418201447	7.59839344025	si_iii	1206.5	0.0	
4.34418201447	7.63855409622	si_iii	1206.5	0.0	
4.34418201447	7.6787147522	si_iii	1206.5	0.0	
4.34418201447	7.71887540817	si_iii	1206.5	0.0	
4.34418201447	7.75903606415	si_iii	1206.5	0.0	
4.34418201447	7.79919672012	si_iii	1206.5	0.0	
4.34418201447	7.8393573761	si_iii	1206.5	0.0	
4.34418201447	7.87951803207	si_iii	1206.5	0.0	
4.34418201447	7.91967868805	si_iii	1206.5	0.0	
4.34418201447	7.95983934402	si_iii	1206.5	0.0	
4.34418201447	8.0	si_iii	1206.5	0.0	
4.55798959732	-2.0	si_iii	1206.5	3.07436e-09	
4.55798959732	-1.95983934402	si_iii	1206.5	3.06615e-09	
4.55798959732	-1.91967868805	si_iii	1206.5	3.05683e-09	
4.55798959732	-1.87951803207	si_iii	1206.5	3.04623e-09	
4.55798959732	-1.8393573761	si_iii	1206.5	3.03409e-09	
4.55798959732	-1.79919683933	si_iii	1206.5	3.02019e-09	
4.55798959732	-1.75903618336	si_iii	1206.5	3.00424e-09	
4.55798959732	-1.71887552738	si_iii	1206.5	2.98588e-09	
4.55798959732	-1.67871487141	si_iii	1206.5	2.9647e-09	
4.55798959732	-1.63855421543	si_iii	1206.5	2.94021e-09	
4.55798959732	-1.59839355946	si_iii	1206.5	2.91183e-09	
4.55798959732	-1.55823290348	si_iii	1206.5	2.8789e-09	
4.55798959732	-1.51807224751	si_iii	1206.5	2.84063e-09	
4.55798959732	-1.47791159153	si_iii	1206.5	2.79611e-09	
4.55798959732	-1.43775105476	si_iii	1206.5	2.74434e-09	
4.55798959732	-1.39759039879	si_iii	1206.5	2.68417e-09	
4.55798959732	-1.35742974281	si_iii	1206.5	2.61438e-09	
4.55798959732	-1.31726908684	si_iii	1206.5	2.53372e-09	
4.55798959732	-1.27710843086	si_iii	1206.5	2.44095e-09	
4.55798959732	-1.23694777489	si_iii	1206.5	2.33502e-09	
4.55798959732	-1.19678711891	si_iii	1206.5	2.21517e-09	
4.55798959732	-1.15662646294	si_iii	1206.5	2.08118e-09	
4.55798959732	-1.11646580696	si_iii	1206.5	1.93356e-09	
4.55798959732	-1.0763052702	si_iii	1206.5	1.77376e-09	
4.55798959732	-1.03614461422	si_iii	1206.5	1.60431e-09	
4.55798959732	-0.995983958244	si_iii	1206.5	1.42875e-09	
4.55798959732	-0.955823302269	si_iii	1206.5	1.25149e-09	
4.55798959732	-0.915662646294	si_iii	1206.5	1.07739e-09	
4.55798959732	-0.875501990318	si_iii	1206.5	9.11228e-10	
4.55798959732	-0.835341393948	si_iii	1206.5	7.57199e-10	
4.55798959732	-0.795180737972	si_iii	1206.5	6.18448e-10	
4.55798959732	-0.755020081997	si_iii	1206.5	4.96857e-10	
4.55798959732	-0.714859426022	si_iii	1206.5	3.93025e-10	
4.55798959732	-0.674698770046	si_iii	1206.5	3.06446e-10	
4.55798959732	-0.634538173676	si_iii	1206.5	2.35798e-10	
4.55798959732	-0.5943775177	si_iii	1206.5	1.79257e-10	
4.55798959732	-0.554216861725	si_iii	1206.5	1.3478e-10	
4.55798959732	-0.51405620575	si_iii	1206.5	1.00325e-10	
4.55798959732	-0.473895579576	si_iii	1206.5	7.39945e-11	
4.55798959732	-0.433734953403	si_iii	1206.5	5.41151e-11	
4.55798959732	-0.393574297428	si_iii	1206.5	3.92682e-11	
4.55798959732	-0.353413641453	si_iii	1206.5	2.82881e-11	
4.55798959732	-0.31325301528	si_iii	1206.5	2.02398e-11	
4.55798959732	-0.273092359304	si_iii	1206.5	1.43887e-11	
4.55798959732	-0.232931733131	si_iii	1206.5	1.01672e-11	
4.55798959732	-0.192771077156	si_iii	1206.5	7.14279e-12	
4.55798959732	-0.152610436082	si_iii	1206.5	4.99046e-12	
4.55798959732	-0.112449802458	si_iii	1206.5	3.46833e-12	
4.55798959732	-0.0722891539335	si_iii	1206.5	2.39825e-12	
4.55798959732	-0.0321285128593	si_iii	1206.5	1.65023e-12	
4.55798959732	0.00803212821484	si_iii	1206.5	1.13016e-12	
4.55798959732	0.048192769289	si_iii	1206.5	7.70447e-13	
4.55798959732	0.0883534103632	si_iii	1206.5	5.22887e-13	
4.55798959732	0.128514051437	si_iii	1206.5	3.5333e-13	
4.55798959732	0.168674692512	si_iii	1206.5	2.37736e-13	
4.55798959732	0.208835348487	si_iii	1206.5	1.59287e-13	
4.55798959732	0.248995989561	si_iii	1206.5	1.06281e-13	
4.55798959732	0.289156615734	si_iii	1206.5	7.06203e-14	
4.55798959732	0.329317271709	si_iii	1206.5	4.67309e-14	
4.55798959732	0.369477897882	si_iii	1206.5	3.07944e-14	
4.55798959732	0.409638553858	si_iii	1206.5	2.02078e-14	
4.55798959732	0.449799209833	si_iii	1206.5	1.32046e-14	
4.55798959732	0.489959836006	si_iii	1206.5	8.59127e-15	
4.55798959732	0.530120491982	si_iii	1206.5	5.56529e-15	
4.55798959732	0.570281147957	si_iii	1206.5	3.58903e-15	
4.55798959732	0.610441744328	si_iii	1206.5	2.30402e-15	
4.55798959732	0.650602400303	si_iii	1206.5	1.47221e-15	
4.55798959732	0.690763056278	si_iii	1206.5	9.36239e-16	
4.55798959732	0.730923712254	si_iii	1206.5	5.92509e-16	
4.55798959732	0.771084308624	si_iii	1206.5	3.73123e-16	
4.55798959732	0.8112449646	si_iii	1206.5	2.33787e-16	
4.55798959732	0.851405620575	si_iii	1206.5	1.45734e-16	
4.55798959732	0.89156627655	si_iii	1206.5	9.03736e-17	
4.55798959732	0.931726932526	si_iii	1206.5	5.57487e-17	
4.55798959732	0.971887528896	si_iii	1206.5	3.4207e-17	
4.55798959732	1.01204824448	si_iii	1206.5	2.08768e-17	
4.55798959732	1.05220878124	si_iii	1206.5	0.0	
4.55798959732	1.09236943722	si_iii	1206.5	0.0	
4.55798959732	1.13253009319	si_iii	1206.5	0.0	
4.55798959732	1.17269074917	si_iii	1206.5	0.0	
4.55798959732	1.21285140514	si_iii	1206.5	0.0	
4.55798959732	1.25301206112	si_iii	1206.5	0.0	
4.55798959732	1.29317271709	si_iii	1206.5	0.0	
4.55798959732	1.33333337307	si_iii	1206.5	0.0	
4.55798959732	1.37349402905	si_iii	1206.5	0.0	
4.55798959732	1.41365456581	si_iii	1206.5	0.0	
4.55798959732	1.45381522179	si_iii	1206.5	0.0	
4.55798959732	1.49397587776	si_iii	1206.5	0.0	
4.55798959732	1.53413653374	si_iii	1206.5	0.0	
4.55798959732	1.57429718971	si_iii	1206.5	0.0	
4.55798959732	1.61445784569	si_iii	1206.5	0.0	
4.55798959732	1.65461850166	si_iii	1206.5	0.0	
4.55798959732	1.69477915764	si_iii	1206.5	0.0	
4.55798959732	1.73493981361	si_iii	1206.5	0.0	
4.55798959732	1.77510035038	si_iii	1206.5	0.0	
4.55798959732	1.81526100636	si_iii	1206.5	0.0	
4.55798959732	1.85542166233	si_iii	1206.5	0.0	
4.55798959732	1.89558231831	si_iii	1206.5	0.0	
4.55798959732	1.93574297428	si_iii	1206.5	0.0	
4.55798959732	1.97590363026	si_iii	1206.5	0.0	
4.55798959732	2.01606416702	si_iii	1206.5	0.0	
4.55798959732	2.056224823	si_iii	1206.5	0.0	
4.55798959732	2.09638547897	si_iii	1206.5	0.0	
4.55798959732	2.13654613495	si_iii	1206.5	0.0	
4.55798959732	2.17670679092	si_iii	1206.5	0.0	
4.55798959732	2.2168674469	si_iii	1206.5	0.0	
4.55798959732	2.25702810287	si_iii	1206.5	0.0	
4.55798959732	2.29718875885	si_iii	1206.5	0.0	
4.55798959732	2.33734941483	si_iii	1206.5	0.0	
4.55798959732	2.3775100708	si_iii	1206.5	0.0	
4.55798959732	2.41767072678	si_iii	1206.5	0.0	
4.55798959732	2.45783138275	si_iii	1206.5	0.0	
4.55798959732	2.49799203873	si_iii	1206.5	0.0	
4.55798959732	2.5381526947	si_iii	1206.5	0.0	
4.55798959732	2.57831335068	si_iii	1206.5	0.0	
4.55798959732	2.61847400665	si_iii	1206.5	0.0	
4.55798959732	2.65863442421	si_iii	1206.5	0.0	
4.55798959732	2.69879508018	si_iii	1206.5	0.0	
4.55798959732	2.73895573616	si_iii	1206.5	0.0	
4.55798959732	2.77911639214	si_iii	1206.5	0.0	
4.55798959732	2.81927704811	si_iii	1206.5	0.0	
4.55798959732	2.85943770409	si_iii	1206.5	0.0	
4.55798959732	2.89959836006	si_iii	1206.5	0.0	
4.55798959732	2.93975901604	si_iii	1206.5	0.0	
4.55798959732	2.97991967201	si_iii	1206.5	0.0	
4.55798959732	3.02008032799	si_iii	1206.5	0.0	
4.55798959732	3.06024098396	si_iii	1206.5	0.0	
4.55798959732	3.10040163994	si_iii	1206.5	0.0	
4.55798959732	3.14056229591	si_iii	1206.5	0.0	
4.55798959732	3.18072295189	si_iii	1206.5	0.0	
4.55798959732	3.22088360786	si_iii	1206.5	0.0	
4.55798959732	3.26104426384	si_iii	1206.5	0.0	
4.55798959732	3.30120491982	si_iii	1206.5	0.0	
4.55798959732	3.34136557579	si_iii	1206.5	0.0	
4.55798959732	3.38152599335	si_iii	1206.5	0.0	
4.55798959732	3.42168664932	si_iii	1206.5	0.0	
4.55798959732	3.4618473053	si_iii	1206.5	0.0	
4.55798959732	3.50200796127	si_iii	1206.5	0.0	
4.55798959732	3.54216861725	si_iii	1206.5	0.0	
4.55798959732	3.58232927322	si_iii	1206.5	0.0	
4.55798959732	3.6224899292	si_iii	1206.5	0.0	
4.55798959732	3.66265058517	si_iii	1206.5	0.0	
4.55798959732	3.70281124115	si_iii	1206.5	0.0	
4.55798959732	3.74297189713	si_iii	1206.5	0.0	
4.55798959732	3.7831325531	si_iii	1206.5	0.0	
4.55798959732	3.82329320908	si_iii	1206.5	0.0	
4.55798959732	3.86345386505	si_iii	1206.5	0.0	
4.55798959732	3.90361452103	si_iii	1206.5	0.0	
4.55798959732	3.943775177	si_iii	1206.5	0.0	
4.55798959732	3.98393583298	si_iii	1206.5	0.0	
4.55798959732	4.02409648895	si_iii	1206.5	0.0	
4.55798959732	4.06425714493	si_iii	1206.5	0.0	
4.55798959732	4.1044178009	si_iii	1206.5	0.0	
4.55798959732	4.14457845688	si_iii	1206.5	0.0	
4.55798959732	4.18473911285	si_iii	1206.5	0.0	
4.55798959732	4.22489976883	si_iii	1206.5	0.0	
4.55798959732	4.2650604248	si_iii	1206.5	0.0	
4.55798959732	4.30522108078	si_iii	1206.5	0.0	
4.55798959732	4.34538173676	si_iii	1206.5	0.0	
4.55798959732	4.38554239273	si_iii	1206.5	0.0	
4.55798959732	4.42570304871	si_iii	1206.5	0.0	
4.55798959732	4.46586322784	si_iii	1206.5	0.0	
4.55798959732	4.50602388382	si_iii	1206.5	0.0	
4.55798959732	4.54618453979	si_iii	1206.5	0.0	
4.55798959732	4.58634519577	si_iii	1206.5	0.0	
4.55798959732	4.62650585175	si_iii	1206.5	0.0	
4.55798959732	4.66666650772	si_iii	1206.5	0.0	
4.55798959732	4.7068271637	si_iii	1206.5	0.0	
4.55798959732	4.74698781967	si_iii	1206.5	0.0	
4.55798959732	4.78714847565	si_iii	1206.5	0.0	
4.55798959732	4.82730913162	si_iii	1206.5	0.0	
4.55798959732	4.8674697876	si_iii	1206.5	0.0	
4.55798959732	4.90763044357	si_iii	1206.5	0.0	
4.55798959732	4.94779109955	si_iii	1206.5	0.0	
4.55798959732	4.98795175552	si_iii	1206.5	0.0	
4.55798959732	5.0281124115	si_iii	1206.5	0.0	
4.55798959732	5.06827306747	si_iii	1206.5	0.0	
4.55798959732	5.10843372345	si_iii	1206.5	0.0	
4.55798959732	5.14859437943	si_iii	1206.5	0.0	
4.55798959732	5.1887550354	si_iii	1206.5	0.0	
4.55798959732	5.22891569138	si_iii	1206.5	0.0	
4.55798959732	5.26907634735	si_iii	1206.5	0.0	
4.55798959732	5.30923700333	si_iii	1206.5	0.0	
4.55798959732	5.3493976593	si_iii	1206.5	0.0	
4.55798959732	5.38955831528	si_iii	1206.5	0.0	
4.55798959732	5.42971897125	si_iii	1206.5	0.0	
4.55798959732	5.46987962723	si_iii	1206.5	0.0	
4.55798959732	5.5100402832	si_iii	1206.5	0.0	
4.55798959732	5.55020093918	si_iii	1206.5	0.0	
4.55798959732	5.59036159515	si_iii	1206.5	0.0	
4.55798959732	5.63052225113	si_iii	1206.5	0.0	
4.55798959732	5.6706829071	si_iii	1206.5	0.0	
4.55798959732	5.71084356308	si_iii	1206.5	0.0	
4.55798959732	5.75100421906	si_iii	1206.5	0.0	
4.55798959732	5.79116487503	si_iii	1206.5	0.0	
4.55798959732	5.83132553101	si_iii	1206.5	0.0	
4.55798959732	5.87148571014	si_iii	1206.5	0.0	
4.55798959732	5.91164636612	si_iii	1206.5	0.0	
4.55798959732	5.95180702209	si_iii	1206.5	0.0	
4.55798959732	5.99196767807	si_iii	1206.5	0.0	
4.55798959732	6.03212833405	si_iii	1206.5	0.0	
4.55798959732	6.07228899002	si_iii	1206.5	0.0	
4.55798959732	6.112449646	si_iii	1206.5	0.0	
4.55798959732	6.15261030197	si_iii	1206.5	0.0	
4.55798959732	6.19277095795	si_iii	1206.5	0.0	
4.55798959732	6.23293161392	si_iii	1206.5	0.0	
4.55798959732	6.2730922699	si_iii	1206.5	0.0	
4.55798959732	6.31325292587	si_iii	1206.5	0.0	
4.55798959732	6.35341358185	si_iii	1206.5	0.0	
4.55798959732	6.39357423782	si_iii	1206.5	0.0	
4.55798959732	6.4337348938	si_iii	1206.5	0.0	
4.55798959732	6.47389554977	si_iii	1206.5	0.0	
4.55798959732	6.51405620575	si_iii	1206.5	0.0	
4.55798959732	6.55421686172	si_iii	1206.5	0.0	
4.55798959732	6.5943775177	si_iii	1206.5	0.0	
4.55798959732	6.63453817368	si_iii	1206.5	0.0	
4.55798959732	6.67469882965	si_iii	1206.5	0.0	
4.55798959732	6.71485948563	si_iii	1206.5	0.0	
4.55798959732	6.7550201416	si_iii	1206.5	0.0	
4.55798959732	6.79518079758	si_iii	1206.5	0.0	
4.55798959732	6.83534145355	si_iii	1206.5	0.0	
4.55798959732	6.87550210953	si_iii	1206.5	0.0	
4.55798959732	6.9156627655	si_iii	1206.5	0.0	
4.55798959732	6.95582342148	si_iii	1206.5	0.0	
4.55798959732	6.99598407745	si_iii	1206.5	0.0	
4.55798959732	7.03614473343	si_iii	1206.5	0.0	
4.55798959732	7.0763053894	si_iii	1206.5	0.0	
4.55798959732	7.11646604538	si_iii	1206.5	0.0	
4.55798959732	7.15662670135	si_iii	1206.5	0.0	
4.55798959732	7.19678735733	si_iii	1206.5	0.0	
4.55798959732	7.23694801331	si_iii	1206.5	0.0	
4.55798959732	7.27710866928	si_iii	1206.5	0.0	
4.55798959732	7.31726884842	si_iii	1206.5	0.0	
4.55798959732	7.35742950439	si_iii	1206.5	0.0	
4.55798959732	7.39759016037	si_iii	1206.5	0.0	
4.55798959732	7.43775081635	si_iii	1206.5	0.0	
4.55798959732	7.47791147232	si_iii	1206.5	0.0	
4.55798959732	7.5180721283	si_iii	1206.5	0.0	
4.55798959732	7.55823278427	si_iii	1206.5	0.0	
4.55798959732	7.59839344025	si_iii	1206.5	0.0	
4.55798959732	7.63855409622	si_iii	1206.5	0.0	
4.55798959732	7.6787147522	si_iii	1206.5	0.0	
4.55798959732	7.71887540817	si_iii	1206.5	0.0	
4.55798959732	7.75903606415	si_iii	1206.5	0.0	
4.55798959732	7.79919672012	si_iii	1206.5	0.0	
4.55798959732	7.8393573761	si_iii	1206.5	0.0	
4.55798959732	7.87951803207	si_iii	1206.5	0.0	
4.55798959732	7.91967868805	si_iii	1206.5	0.0	
4.55798959732	7.95983934402	si_iii	1206.5	0.0	
4.55798959732	8.0	si_iii	1206.5	0.0	
4.78231954575	-2.0	si_iii	1206.5	3.07192e-09	
4.78231954575	-1.95983934402	si_iii	1206.5	3.06233e-09	
4.78231954575	-1.91967868805	si_iii	1206.5	3.05143e-09	
4.78231954575	-1.87951803207	si_iii	1206.5	3.03905e-09	
4.78231954575	-1.8393573761	si_iii	1206.5	3.0249e-09	
4.78231954575	-1.79919683933	si_iii	1206.5	3.0087e-09	
4.78231954575	-1.75903618336	si_iii	1206.5	2.99014e-09	
4.78231954575	-1.71887552738	si_iii	1206.5	2.9688e-09	
4.78231954575	-1.67871487141	si_iii	1206.5	2.94424e-09	
4.78231954575	-1.63855421543	si_iii	1206.5	2.9159e-09	
4.78231954575	-1.59839355946	si_iii	1206.5	2.88316e-09	
4.78231954575	-1.55823290348	si_iii	1206.5	2.84529e-09	
4.78231954575	-1.51807224751	si_iii	1206.5	2.80146e-09	
4.78231954575	-1.47791159153	si_iii	1206.5	2.75071e-09	
4.78231954575	-1.43775105476	si_iii	1206.5	2.69203e-09	
4.78231954575	-1.39759039879	si_iii	1206.5	2.62428e-09	
4.78231954575	-1.35742974281	si_iii	1206.5	2.54631e-09	
4.78231954575	-1.31726908684	si_iii	1206.5	2.457e-09	
4.78231954575	-1.27710843086	si_iii	1206.5	2.35534e-09	
4.78231954575	-1.23694777489	si_iii	1206.5	2.24059e-09	
4.78231954575	-1.19678711891	si_iii	1206.5	2.11245e-09	
4.78231954575	-1.15662646294	si_iii	1206.5	1.97124e-09	
4.78231954575	-1.11646580696	si_iii	1206.5	1.8181e-09	
4.78231954575	-1.0763052702	si_iii	1206.5	1.65509e-09	
4.78231954575	-1.03614461422	si_iii	1206.5	1.48522e-09	
4.78231954575	-0.995983958244	si_iii	1206.5	1.31234e-09	
4.78231954575	-0.955823302269	si_iii	1206.5	1.14085e-09	
4.78231954575	-0.915662646294	si_iii	1206.5	9.75247e-10	
4.78231954575	-0.875501990318	si_iii	1206.5	8.19677e-10	
4.78231954575	-0.835341393948	si_iii	1206.5	6.77495e-10	
4.78231954575	-0.795180737972	si_iii	1206.5	5.5098e-10	
4.78231954575	-0.755020081997	si_iii	1206.5	4.41238e-10	
4.78231954575	-0.714859426022	si_iii	1206.5	3.48281e-10	
4.78231954575	-0.674698770046	si_iii	1206.5	2.71242e-10	
4.78231954575	-0.634538173676	si_iii	1206.5	2.08646e-10	
4.78231954575	-0.5943775177	si_iii	1206.5	1.58682e-10	
4.78231954575	-0.554216861725	si_iii	1206.5	1.19431e-10	
4.78231954575	-0.51405620575	si_iii	1206.5	8.90315e-11	
4.78231954575	-0.473895579576	si_iii	1206.5	6.57845e-11	
4.78231954575	-0.433734953403	si_iii	1206.5	4.82098e-11	
4.78231954575	-0.393574297428	si_iii	1206.5	3.50602e-11	
4.78231954575	-0.353413641453	si_iii	1206.5	2.53143e-11	
4.78231954575	-0.31325301528	si_iii	1206.5	1.81536e-11	
4.78231954575	-0.273092359304	si_iii	1206.5	1.29347e-11	
4.78231954575	-0.232931733131	si_iii	1206.5	9.15956e-12	
4.78231954575	-0.192771077156	si_iii	1206.5	6.44815e-12	
4.78231954575	-0.152610436082	si_iii	1206.5	4.51376e-12	
4.78231954575	-0.112449802458	si_iii	1206.5	3.14251e-12	
4.78231954575	-0.0722891539335	si_iii	1206.5	2.17636e-12	
4.78231954575	-0.0321285128593	si_iii	1206.5	1.49961e-12	
4.78231954575	0.00803212821484	si_iii	1206.5	1.02821e-12	
4.78231954575	0.048192769289	si_iii	1206.5	7.01621e-13	
4.78231954575	0.0883534103632	si_iii	1206.5	4.76532e-13	
4.78231954575	0.128514051437	si_iii	1206.5	3.22176e-13	
4.78231954575	0.168674692512	si_iii	1206.5	2.16843e-13	
4.78231954575	0.208835348487	si_iii	1206.5	1.45302e-13	
4.78231954575	0.248995989561	si_iii	1206.5	9.69386e-14	
4.78231954575	0.289156615734	si_iii	1206.5	6.43917e-14	
4.78231954575	0.329317271709	si_iii	1206.5	4.25868e-14	
4.78231954575	0.369477897882	si_iii	1206.5	2.80432e-14	
4.78231954575	0.409638553858	si_iii	1206.5	1.83855e-14	
4.78231954575	0.449799209833	si_iii	1206.5	1.20005e-14	
4.78231954575	0.489959836006	si_iii	1206.5	7.79793e-15	
4.78231954575	0.530120491982	si_iii	1206.5	5.04407e-15	
4.78231954575	0.570281147957	si_iii	1206.5	3.24767e-15	
4.78231954575	0.610441744328	si_iii	1206.5	2.08122e-15	
4.78231954575	0.650602400303	si_iii	1206.5	1.32733e-15	
4.78231954575	0.690763056278	si_iii	1206.5	8.42391e-16	
4.78231954575	0.730923712254	si_iii	1206.5	5.31972e-16	
4.78231954575	0.771084308624	si_iii	1206.5	3.34246e-16	
4.78231954575	0.8112449646	si_iii	1206.5	2.08936e-16	
4.78231954575	0.851405620575	si_iii	1206.5	1.29926e-16	
4.78231954575	0.89156627655	si_iii	1206.5	8.03685e-17	
4.78231954575	0.931726932526	si_iii	1206.5	4.94496e-17	
4.78231954575	0.971887528896	si_iii	1206.5	3.02625e-17	
4.78231954575	1.01204824448	si_iii	1206.5	1.84204e-17	
4.78231954575	1.05220878124	si_iii	1206.5	0.0	
4.78231954575	1.09236943722	si_iii	1206.5	0.0	
4.78231954575	1.13253009319	si_iii	1206.5	0.0	
4.78231954575	1.17269074917	si_iii	1206.5	0.0	
4.78231954575	1.21285140514	si_iii	1206.5	0.0	
4.78231954575	1.25301206112	si_iii	1206.5	0.0	
4.78231954575	1.29317271709	si_iii	1206.5	0.0	
4.78231954575	1.33333337307	si_iii	1206.5	0.0	
4.78231954575	1.37349402905	si_iii	1206.5	0.0	
4.78231954575	1.41365456581	si_iii	1206.5	0.0	
4.78231954575	1.45381522179	si_iii	1206.5	0.0	
4.78231954575	1.49397587776	si_iii	1206.5	0.0	
4.78231954575	1.53413653374	si_iii	1206.5	0.0	
4.78231954575	1.57429718971	si_iii	1206.5	0.0	
4.78231954575	1.61445784569	si_iii	1206.5	0.0	
4.78231954575	1.65461850166	si_iii	1206.5	0.0	
4.78231954575	1.69477915764	si_iii	1206.5	0.0	
4.78231954575	1.73493981361	si_iii	1206.5	0.0	
4.78231954575	1.77510035038	si_iii	1206.5	0.0	
4.78231954575	1.81526100636	si_iii	1206.5	0.0	
4.78231954575	1.85542166233	si_iii	1206.5	0.0	
4.78231954575	1.89558231831	si_iii	1206.5	0.0	
4.78231954575	1.93574297428	si_iii	1206.5	0.0	
4.78231954575	1.97590363026	si_iii	1206.5	0.0	
4.78231954575	2.01606416702	si_iii	1206.5	0.0	
4.78231954575	2.056224823	si_iii	1206.5	0.0	
4.78231954575	2.09638547897	si_iii	1206.5	0.0	
4.78231954575	2.13654613495	si_iii	1206.5	0.0	
4.78231954575	2.17670679092	si_iii	1206.5	0.0	
4.78231954575	2.2168674469	si_iii	1206.5	0.0	
4.78231954575	2.25702810287	si_iii	1206.5	0.0	
4.78231954575	2.29718875885	si_iii	1206.5	0.0	
4.78231954575	2.33734941483	si_iii	1206.5	0.0	
4.78231954575	2.3775100708	si_iii	1206.5	0.0	
4.78231954575	2.41767072678	si_iii	1206.5	0.0	
4.78231954575	2.45783138275	si_iii	1206.5	0.0	
4.78231954575	2.49799203873	si_iii	1206.5	0.0	
4.78231954575	2.5381526947	si_iii	1206.5	0.0	
4.78231954575	2.57831335068	si_iii	1206.5	0.0	
4.78231954575	2.61847400665	si_iii	1206.5	0.0	
4.78231954575	2.65863442421	si_iii	1206.5	0.0	
4.78231954575	2.69879508018	si_iii	1206.5	0.0	
4.78231954575	2.73895573616	si_iii	1206.5	0.0	
4.78231954575	2.77911639214	si_iii	1206.5	0.0	
4.78231954575	2.81927704811	si_iii	1206.5	0.0	
4.78231954575	2.85943770409	si_iii	1206.5	0.0	
4.78231954575	2.89959836006	si_iii	1206.5	0.0	
