temperature	xi	mg_ii	wavelength	opacity
1.82950174809	2.81927704811	mg_ii	2798.75	0.0	
1.82950174809	2.85943770409	mg_ii	2798.75	0.0	
1.82950174809	2.89959836006	mg_ii	2798.75	0.0	
1.82950174809	2.93975901604	mg_ii	2798.75	0.0	
1.82950174809	2.97991967201	mg_ii	2798.75	0.0	
1.82950174809	3.02008032799	mg_ii	2798.75	0.0	
1.82950174809	3.06024098396	mg_ii	2798.75	0.0	
1.82950174809	3.10040163994	mg_ii	2798.75	0.0	
1.82950174809	3.14056229591	mg_ii	2798.75	0.0	
1.82950174809	3.18072295189	mg_ii	2798.75	0.0	
1.82950174809	3.22088360786	mg_ii	2798.75	0.0	
1.82950174809	3.26104426384	mg_ii	2798.75	0.0	
1.82950174809	3.30120491982	mg_ii	2798.75	0.0	
1.82950174809	3.34136557579	mg_ii	2798.75	0.0	
1.82950174809	3.38152599335	mg_ii	2798.75	0.0	
1.82950174809	3.42168664932	mg_ii	2798.75	0.0	
1.82950174809	3.4618473053	mg_ii	2798.75	0.0	
1.82950174809	3.50200796127	mg_ii	2798.75	0.0	
1.82950174809	3.54216861725	mg_ii	2798.75	0.0	
1.82950174809	3.58232927322	mg_ii	2798.75	0.0	
1.82950174809	3.6224899292	mg_ii	2798.75	0.0	
1.82950174809	3.66265058517	mg_ii	2798.75	0.0	
1.82950174809	3.70281124115	mg_ii	2798.75	0.0	
1.82950174809	3.74297189713	mg_ii	2798.75	0.0	
1.82950174809	3.7831325531	mg_ii	2798.75	0.0	
1.82950174809	3.82329320908	mg_ii	2798.75	0.0	
1.82950174809	3.86345386505	mg_ii	2798.75	0.0	
1.82950174809	3.90361452103	mg_ii	2798.75	0.0	
1.82950174809	3.943775177	mg_ii	2798.75	0.0	
1.82950174809	3.98393583298	mg_ii	2798.75	0.0	
1.82950174809	4.02409648895	mg_ii	2798.75	0.0	
1.82950174809	4.06425714493	mg_ii	2798.75	0.0	
1.82950174809	4.1044178009	mg_ii	2798.75	0.0	
1.82950174809	4.14457845688	mg_ii	2798.75	0.0	
1.82950174809	4.18473911285	mg_ii	2798.75	0.0	
1.82950174809	4.22489976883	mg_ii	2798.75	0.0	
1.82950174809	4.2650604248	mg_ii	2798.75	0.0	
1.82950174809	4.30522108078	mg_ii	2798.75	0.0	
1.82950174809	4.34538173676	mg_ii	2798.75	0.0	
1.82950174809	4.38554239273	mg_ii	2798.75	0.0	
1.82950174809	4.42570304871	mg_ii	2798.75	0.0	
1.82950174809	4.46586322784	mg_ii	2798.75	0.0	
1.82950174809	4.50602388382	mg_ii	2798.75	0.0	
1.82950174809	4.54618453979	mg_ii	2798.75	0.0	
1.82950174809	4.58634519577	mg_ii	2798.75	0.0	
1.82950174809	4.62650585175	mg_ii	2798.75	0.0	
1.82950174809	4.66666650772	mg_ii	2798.75	0.0	
1.82950174809	4.7068271637	mg_ii	2798.75	0.0	
1.82950174809	4.74698781967	mg_ii	2798.75	0.0	
1.82950174809	4.78714847565	mg_ii	2798.75	0.0	
1.82950174809	4.82730913162	mg_ii	2798.75	0.0	
1.82950174809	4.8674697876	mg_ii	2798.75	0.0	
1.82950174809	4.90763044357	mg_ii	2798.75	0.0	
1.82950174809	4.94779109955	mg_ii	2798.75	0.0	
1.82950174809	4.98795175552	mg_ii	2798.75	0.0	
1.82950174809	5.0281124115	mg_ii	2798.75	0.0	
1.82950174809	5.06827306747	mg_ii	2798.75	0.0	
1.82950174809	5.10843372345	mg_ii	2798.75	0.0	
1.82950174809	5.14859437943	mg_ii	2798.75	0.0	
1.82950174809	5.1887550354	mg_ii	2798.75	0.0	
1.82950174809	5.22891569138	mg_ii	2798.75	0.0	
1.82950174809	5.26907634735	mg_ii	2798.75	0.0	
1.82950174809	5.30923700333	mg_ii	2798.75	0.0	
1.82950174809	5.3493976593	mg_ii	2798.75	0.0	
1.82950174809	5.38955831528	mg_ii	2798.75	0.0	
1.82950174809	5.42971897125	mg_ii	2798.75	0.0	
1.82950174809	5.46987962723	mg_ii	2798.75	0.0	
1.82950174809	5.5100402832	mg_ii	2798.75	0.0	
1.82950174809	5.55020093918	mg_ii	2798.75	0.0	
1.82950174809	5.59036159515	mg_ii	2798.75	0.0	
1.82950174809	5.63052225113	mg_ii	2798.75	0.0	
1.82950174809	5.6706829071	mg_ii	2798.75	0.0	
1.82950174809	5.71084356308	mg_ii	2798.75	0.0	
1.82950174809	5.75100421906	mg_ii	2798.75	0.0	
1.82950174809	5.79116487503	mg_ii	2798.75	0.0	
1.82950174809	5.83132553101	mg_ii	2798.75	0.0	
1.82950174809	5.87148571014	mg_ii	2798.75	0.0	
1.82950174809	5.91164636612	mg_ii	2798.75	0.0	
1.82950174809	5.95180702209	mg_ii	2798.75	0.0	
1.82950174809	5.99196767807	mg_ii	2798.75	0.0	
1.82950174809	6.03212833405	mg_ii	2798.75	0.0	
1.82950174809	6.07228899002	mg_ii	2798.75	0.0	
1.82950174809	6.112449646	mg_ii	2798.75	0.0	
1.82950174809	6.15261030197	mg_ii	2798.75	0.0	
1.82950174809	6.19277095795	mg_ii	2798.75	0.0	
1.82950174809	6.23293161392	mg_ii	2798.75	0.0	
1.82950174809	6.2730922699	mg_ii	2798.75	0.0	
1.82950174809	6.31325292587	mg_ii	2798.75	0.0	
1.82950174809	6.35341358185	mg_ii	2798.75	0.0	
1.82950174809	6.39357423782	mg_ii	2798.75	0.0	
1.82950174809	6.4337348938	mg_ii	2798.75	0.0	
1.82950174809	6.47389554977	mg_ii	2798.75	0.0	
1.82950174809	6.51405620575	mg_ii	2798.75	0.0	
1.82950174809	6.55421686172	mg_ii	2798.75	0.0	
1.82950174809	6.5943775177	mg_ii	2798.75	0.0	
1.82950174809	6.63453817368	mg_ii	2798.75	0.0	
1.82950174809	6.67469882965	mg_ii	2798.75	0.0	
1.82950174809	6.71485948563	mg_ii	2798.75	0.0	
1.82950174809	6.7550201416	mg_ii	2798.75	0.0	
1.82950174809	6.79518079758	mg_ii	2798.75	0.0	
1.82950174809	6.83534145355	mg_ii	2798.75	0.0	
1.82950174809	6.87550210953	mg_ii	2798.75	0.0	
1.82950174809	6.9156627655	mg_ii	2798.75	0.0	
1.82950174809	6.95582342148	mg_ii	2798.75	0.0	
1.82950174809	6.99598407745	mg_ii	2798.75	0.0	
1.82950174809	7.03614473343	mg_ii	2798.75	0.0	
1.82950174809	7.0763053894	mg_ii	2798.75	0.0	
1.82950174809	7.11646604538	mg_ii	2798.75	0.0	
1.82950174809	7.15662670135	mg_ii	2798.75	0.0	
1.82950174809	7.19678735733	mg_ii	2798.75	0.0	
1.82950174809	7.23694801331	mg_ii	2798.75	0.0	
1.82950174809	7.27710866928	mg_ii	2798.75	0.0	
1.82950174809	7.31726884842	mg_ii	2798.75	0.0	
1.82950174809	7.35742950439	mg_ii	2798.75	0.0	
1.82950174809	7.39759016037	mg_ii	2798.75	0.0	
1.82950174809	7.43775081635	mg_ii	2798.75	0.0	
1.82950174809	7.47791147232	mg_ii	2798.75	0.0	
1.82950174809	7.5180721283	mg_ii	2798.75	0.0	
1.82950174809	7.55823278427	mg_ii	2798.75	0.0	
1.82950174809	7.59839344025	mg_ii	2798.75	0.0	
1.82950174809	7.63855409622	mg_ii	2798.75	0.0	
1.82950174809	7.6787147522	mg_ii	2798.75	0.0	
1.82950174809	7.71887540817	mg_ii	2798.75	0.0	
1.82950174809	7.75903606415	mg_ii	2798.75	0.0	
1.82950174809	7.79919672012	mg_ii	2798.75	0.0	
1.82950174809	7.8393573761	mg_ii	2798.75	0.0	
1.82950174809	7.87951803207	mg_ii	2798.75	0.0	
1.82950174809	7.91967868805	mg_ii	2798.75	0.0	
1.82950174809	7.95983934402	mg_ii	2798.75	0.0	
1.82950174809	8.0	mg_ii	2798.75	0.0	
1.91954410076	-2.0	mg_ii	2798.75	2.07101e-18	
1.91954410076	-1.95983934402	mg_ii	2798.75	1.93548e-18	
1.91954410076	-1.91967868805	mg_ii	2798.75	1.80497e-18	
1.91954410076	-1.87951803207	mg_ii	2798.75	1.67968e-18	
1.91954410076	-1.8393573761	mg_ii	2798.75	1.55972e-18	
1.91954410076	-1.79919683933	mg_ii	2798.75	1.44516e-18	
1.91954410076	-1.75903618336	mg_ii	2798.75	1.336e-18	
1.91954410076	-1.71887552738	mg_ii	2798.75	1.23219e-18	
1.91954410076	-1.67871487141	mg_ii	2798.75	1.13367e-18	
1.91954410076	-1.63855421543	mg_ii	2798.75	1.0403e-18	
1.91954410076	-1.59839355946	mg_ii	2798.75	9.51951e-19	
1.91954410076	-1.55823290348	mg_ii	2798.75	8.68447e-19	
1.91954410076	-1.51807224751	mg_ii	2798.75	7.89611e-19	
1.91954410076	-1.47791159153	mg_ii	2798.75	7.15258e-19	
1.91954410076	-1.43775105476	mg_ii	2798.75	6.45204e-19	
1.91954410076	-1.39759039879	mg_ii	2798.75	5.79278e-19	
1.91954410076	-1.35742974281	mg_ii	2798.75	5.17325e-19	
1.91954410076	-1.31726908684	mg_ii	2798.75	4.59215e-19	
1.91954410076	-1.27710843086	mg_ii	2798.75	4.04852e-19	
1.91954410076	-1.23694777489	mg_ii	2798.75	3.54169e-19	
1.91954410076	-1.19678711891	mg_ii	2798.75	3.07139e-19	
1.91954410076	-1.15662646294	mg_ii	2798.75	2.63764e-19	
1.91954410076	-1.11646580696	mg_ii	2798.75	2.24071e-19	
1.91954410076	-1.0763052702	mg_ii	2798.75	1.88099e-19	
1.91954410076	-1.03614461422	mg_ii	2798.75	1.55876e-19	
1.91954410076	-0.995983958244	mg_ii	2798.75	1.27401e-19	
1.91954410076	-0.955823302269	mg_ii	2798.75	1.02626e-19	
1.91954410076	-0.915662646294	mg_ii	2798.75	8.1435e-20	
1.91954410076	-0.875501990318	mg_ii	2798.75	6.3639e-20	
1.91954410076	-0.835341393948	mg_ii	2798.75	4.89781e-20	
1.91954410076	-0.795180737972	mg_ii	2798.75	3.71335e-20	
1.91954410076	-0.755020081997	mg_ii	2798.75	2.77485e-20	
1.91954410076	-0.714859426022	mg_ii	2798.75	2.04516e-20	
1.91954410076	-0.674698770046	mg_ii	2798.75	1.48796e-20	
1.91954410076	-0.634538173676	mg_ii	2798.75	1.06963e-20	
1.91954410076	-0.5943775177	mg_ii	2798.75	7.60434e-21	
1.91954410076	-0.554216861725	mg_ii	2798.75	5.35145e-21	
1.91954410076	-0.51405620575	mg_ii	2798.75	3.7311e-21	
1.91954410076	-0.473895579576	mg_ii	2798.75	2.57926e-21	
1.91954410076	-0.433734953403	mg_ii	2798.75	1.76906e-21	
1.91954410076	-0.393574297428	mg_ii	2798.75	1.20454e-21	
1.91954410076	-0.353413641453	mg_ii	2798.75	8.14593e-22	
1.91954410076	-0.31325301528	mg_ii	2798.75	5.47338e-22	
1.91954410076	-0.273092359304	mg_ii	2798.75	3.65506e-22	
1.91954410076	-0.232931733131	mg_ii	2798.75	2.42631e-22	
1.91954410076	-0.192771077156	mg_ii	2798.75	1.60133e-22	
1.91954410076	-0.152610436082	mg_ii	2798.75	1.05086e-22	
1.91954410076	-0.112449802458	mg_ii	2798.75	6.85777e-23	
1.91954410076	-0.0722891539335	mg_ii	2798.75	4.45068e-23	
1.91954410076	-0.0321285128593	mg_ii	2798.75	2.87284e-23	
1.91954410076	0.00803212821484	mg_ii	2798.75	1.84451e-23	
1.91954410076	0.048192769289	mg_ii	2798.75	1.1781e-23	
1.91954410076	0.0883534103632	mg_ii	2798.75	7.48644e-24	
1.91954410076	0.128514051437	mg_ii	2798.75	4.73396e-24	
1.91954410076	0.168674692512	mg_ii	2798.75	2.97926e-24	
1.91954410076	0.208835348487	mg_ii	2798.75	1.86636e-24	
1.91954410076	0.248995989561	mg_ii	2798.75	1.16405e-24	
1.91954410076	0.289156615734	mg_ii	2798.75	7.22961e-25	
1.91954410076	0.329317271709	mg_ii	2798.75	4.47199e-25	
1.91954410076	0.369477897882	mg_ii	2798.75	2.75548e-25	
1.91954410076	0.409638553858	mg_ii	2798.75	1.69145e-25	
1.91954410076	0.449799209833	mg_ii	2798.75	1.03451e-25	
1.91954410076	0.489959836006	mg_ii	2798.75	6.30451e-26	
1.91954410076	0.530120491982	mg_ii	2798.75	3.82849e-26	
1.91954410076	0.570281147957	mg_ii	2798.75	2.31667e-26	
1.91954410076	0.610441744328	mg_ii	2798.75	1.39684e-26	
1.91954410076	0.650602400303	mg_ii	2798.75	8.3917e-27	
1.91954410076	0.690763056278	mg_ii	2798.75	5.02258e-27	
1.91954410076	0.730923712254	mg_ii	2798.75	2.9945e-27	
1.91954410076	0.771084308624	mg_ii	2798.75	1.77818e-27	
1.91954410076	0.8112449646	mg_ii	2798.75	1.05147e-27	
1.91954410076	0.851405620575	mg_ii	2798.75	6.19018e-28	
1.91954410076	0.89156627655	mg_ii	2798.75	0.0	
1.91954410076	0.931726932526	mg_ii	2798.75	0.0	
1.91954410076	0.971887528896	mg_ii	2798.75	0.0	
1.91954410076	1.01204824448	mg_ii	2798.75	0.0	
1.91954410076	1.05220878124	mg_ii	2798.75	0.0	
1.91954410076	1.09236943722	mg_ii	2798.75	0.0	
1.91954410076	1.13253009319	mg_ii	2798.75	0.0	
1.91954410076	1.17269074917	mg_ii	2798.75	0.0	
1.91954410076	1.21285140514	mg_ii	2798.75	0.0	
1.91954410076	1.25301206112	mg_ii	2798.75	0.0	
1.91954410076	1.29317271709	mg_ii	2798.75	0.0	
1.91954410076	1.33333337307	mg_ii	2798.75	0.0	
1.91954410076	1.37349402905	mg_ii	2798.75	0.0	
1.91954410076	1.41365456581	mg_ii	2798.75	0.0	
1.91954410076	1.45381522179	mg_ii	2798.75	0.0	
1.91954410076	1.49397587776	mg_ii	2798.75	0.0	
1.91954410076	1.53413653374	mg_ii	2798.75	0.0	
1.91954410076	1.57429718971	mg_ii	2798.75	0.0	
1.91954410076	1.61445784569	mg_ii	2798.75	0.0	
1.91954410076	1.65461850166	mg_ii	2798.75	0.0	
1.91954410076	1.69477915764	mg_ii	2798.75	0.0	
1.91954410076	1.73493981361	mg_ii	2798.75	0.0	
1.91954410076	1.77510035038	mg_ii	2798.75	0.0	
1.91954410076	1.81526100636	mg_ii	2798.75	0.0	
1.91954410076	1.85542166233	mg_ii	2798.75	0.0	
1.91954410076	1.89558231831	mg_ii	2798.75	0.0	
1.91954410076	1.93574297428	mg_ii	2798.75	0.0	
1.91954410076	1.97590363026	mg_ii	2798.75	0.0	
1.91954410076	2.01606416702	mg_ii	2798.75	0.0	
1.91954410076	2.056224823	mg_ii	2798.75	0.0	
1.91954410076	2.09638547897	mg_ii	2798.75	0.0	
1.91954410076	2.13654613495	mg_ii	2798.75	0.0	
1.91954410076	2.17670679092	mg_ii	2798.75	0.0	
1.91954410076	2.2168674469	mg_ii	2798.75	0.0	
1.91954410076	2.25702810287	mg_ii	2798.75	0.0	
1.91954410076	2.29718875885	mg_ii	2798.75	0.0	
1.91954410076	2.33734941483	mg_ii	2798.75	0.0	
1.91954410076	2.3775100708	mg_ii	2798.75	0.0	
1.91954410076	2.41767072678	mg_ii	2798.75	0.0	
1.91954410076	2.45783138275	mg_ii	2798.75	0.0	
1.91954410076	2.49799203873	mg_ii	2798.75	0.0	
1.91954410076	2.5381526947	mg_ii	2798.75	0.0	
1.91954410076	2.57831335068	mg_ii	2798.75	0.0	
1.91954410076	2.61847400665	mg_ii	2798.75	0.0	
1.91954410076	2.65863442421	mg_ii	2798.75	0.0	
1.91954410076	2.69879508018	mg_ii	2798.75	0.0	
1.91954410076	2.73895573616	mg_ii	2798.75	0.0	
1.91954410076	2.77911639214	mg_ii	2798.75	0.0	
1.91954410076	2.81927704811	mg_ii	2798.75	0.0	
1.91954410076	2.85943770409	mg_ii	2798.75	0.0	
1.91954410076	2.89959836006	mg_ii	2798.75	0.0	
1.91954410076	2.93975901604	mg_ii	2798.75	0.0	
1.91954410076	2.97991967201	mg_ii	2798.75	0.0	
1.91954410076	3.02008032799	mg_ii	2798.75	0.0	
1.91954410076	3.06024098396	mg_ii	2798.75	0.0	
1.91954410076	3.10040163994	mg_ii	2798.75	0.0	
1.91954410076	3.14056229591	mg_ii	2798.75	0.0	
1.91954410076	3.18072295189	mg_ii	2798.75	0.0	
1.91954410076	3.22088360786	mg_ii	2798.75	0.0	
1.91954410076	3.26104426384	mg_ii	2798.75	0.0	
1.91954410076	3.30120491982	mg_ii	2798.75	0.0	
1.91954410076	3.34136557579	mg_ii	2798.75	0.0	
1.91954410076	3.38152599335	mg_ii	2798.75	0.0	
1.91954410076	3.42168664932	mg_ii	2798.75	0.0	
1.91954410076	3.4618473053	mg_ii	2798.75	0.0	
1.91954410076	3.50200796127	mg_ii	2798.75	0.0	
1.91954410076	3.54216861725	mg_ii	2798.75	0.0	
1.91954410076	3.58232927322	mg_ii	2798.75	0.0	
1.91954410076	3.6224899292	mg_ii	2798.75	0.0	
1.91954410076	3.66265058517	mg_ii	2798.75	0.0	
1.91954410076	3.70281124115	mg_ii	2798.75	0.0	
1.91954410076	3.74297189713	mg_ii	2798.75	0.0	
1.91954410076	3.7831325531	mg_ii	2798.75	0.0	
1.91954410076	3.82329320908	mg_ii	2798.75	0.0	
1.91954410076	3.86345386505	mg_ii	2798.75	0.0	
1.91954410076	3.90361452103	mg_ii	2798.75	0.0	
1.91954410076	3.943775177	mg_ii	2798.75	0.0	
1.91954410076	3.98393583298	mg_ii	2798.75	0.0	
1.91954410076	4.02409648895	mg_ii	2798.75	0.0	
1.91954410076	4.06425714493	mg_ii	2798.75	0.0	
1.91954410076	4.1044178009	mg_ii	2798.75	0.0	
1.91954410076	4.14457845688	mg_ii	2798.75	0.0	
1.91954410076	4.18473911285	mg_ii	2798.75	0.0	
1.91954410076	4.22489976883	mg_ii	2798.75	0.0	
1.91954410076	4.2650604248	mg_ii	2798.75	0.0	
1.91954410076	4.30522108078	mg_ii	2798.75	0.0	
1.91954410076	4.34538173676	mg_ii	2798.75	0.0	
1.91954410076	4.38554239273	mg_ii	2798.75	0.0	
1.91954410076	4.42570304871	mg_ii	2798.75	0.0	
1.91954410076	4.46586322784	mg_ii	2798.75	0.0	
1.91954410076	4.50602388382	mg_ii	2798.75	0.0	
1.91954410076	4.54618453979	mg_ii	2798.75	0.0	
1.91954410076	4.58634519577	mg_ii	2798.75	0.0	
1.91954410076	4.62650585175	mg_ii	2798.75	0.0	
1.91954410076	4.66666650772	mg_ii	2798.75	0.0	
1.91954410076	4.7068271637	mg_ii	2798.75	0.0	
1.91954410076	4.74698781967	mg_ii	2798.75	0.0	
1.91954410076	4.78714847565	mg_ii	2798.75	0.0	
1.91954410076	4.82730913162	mg_ii	2798.75	0.0	
1.91954410076	4.8674697876	mg_ii	2798.75	0.0	
1.91954410076	4.90763044357	mg_ii	2798.75	0.0	
1.91954410076	4.94779109955	mg_ii	2798.75	0.0	
1.91954410076	4.98795175552	mg_ii	2798.75	0.0	
1.91954410076	5.0281124115	mg_ii	2798.75	0.0	
1.91954410076	5.06827306747	mg_ii	2798.75	0.0	
1.91954410076	5.10843372345	mg_ii	2798.75	0.0	
1.91954410076	5.14859437943	mg_ii	2798.75	0.0	
1.91954410076	5.1887550354	mg_ii	2798.75	0.0	
1.91954410076	5.22891569138	mg_ii	2798.75	0.0	
1.91954410076	5.26907634735	mg_ii	2798.75	0.0	
1.91954410076	5.30923700333	mg_ii	2798.75	0.0	
1.91954410076	5.3493976593	mg_ii	2798.75	0.0	
1.91954410076	5.38955831528	mg_ii	2798.75	0.0	
1.91954410076	5.42971897125	mg_ii	2798.75	0.0	
1.91954410076	5.46987962723	mg_ii	2798.75	0.0	
1.91954410076	5.5100402832	mg_ii	2798.75	0.0	
1.91954410076	5.55020093918	mg_ii	2798.75	0.0	
1.91954410076	5.59036159515	mg_ii	2798.75	0.0	
1.91954410076	5.63052225113	mg_ii	2798.75	0.0	
1.91954410076	5.6706829071	mg_ii	2798.75	0.0	
1.91954410076	5.71084356308	mg_ii	2798.75	0.0	
1.91954410076	5.75100421906	mg_ii	2798.75	0.0	
1.91954410076	5.79116487503	mg_ii	2798.75	0.0	
1.91954410076	5.83132553101	mg_ii	2798.75	0.0	
1.91954410076	5.87148571014	mg_ii	2798.75	0.0	
1.91954410076	5.91164636612	mg_ii	2798.75	0.0	
1.91954410076	5.95180702209	mg_ii	2798.75	0.0	
1.91954410076	5.99196767807	mg_ii	2798.75	0.0	
1.91954410076	6.03212833405	mg_ii	2798.75	0.0	
1.91954410076	6.07228899002	mg_ii	2798.75	0.0	
1.91954410076	6.112449646	mg_ii	2798.75	0.0	
1.91954410076	6.15261030197	mg_ii	2798.75	0.0	
1.91954410076	6.19277095795	mg_ii	2798.75	0.0	
1.91954410076	6.23293161392	mg_ii	2798.75	0.0	
1.91954410076	6.2730922699	mg_ii	2798.75	0.0	
1.91954410076	6.31325292587	mg_ii	2798.75	0.0	
1.91954410076	6.35341358185	mg_ii	2798.75	0.0	
1.91954410076	6.39357423782	mg_ii	2798.75	0.0	
1.91954410076	6.4337348938	mg_ii	2798.75	0.0	
1.91954410076	6.47389554977	mg_ii	2798.75	0.0	
1.91954410076	6.51405620575	mg_ii	2798.75	0.0	
1.91954410076	6.55421686172	mg_ii	2798.75	0.0	
1.91954410076	6.5943775177	mg_ii	2798.75	0.0	
1.91954410076	6.63453817368	mg_ii	2798.75	0.0	
1.91954410076	6.67469882965	mg_ii	2798.75	0.0	
1.91954410076	6.71485948563	mg_ii	2798.75	0.0	
1.91954410076	6.7550201416	mg_ii	2798.75	0.0	
1.91954410076	6.79518079758	mg_ii	2798.75	0.0	
1.91954410076	6.83534145355	mg_ii	2798.75	0.0	
1.91954410076	6.87550210953	mg_ii	2798.75	0.0	
1.91954410076	6.9156627655	mg_ii	2798.75	0.0	
1.91954410076	6.95582342148	mg_ii	2798.75	0.0	
1.91954410076	6.99598407745	mg_ii	2798.75	0.0	
1.91954410076	7.03614473343	mg_ii	2798.75	0.0	
1.91954410076	7.0763053894	mg_ii	2798.75	0.0	
1.91954410076	7.11646604538	mg_ii	2798.75	0.0	
1.91954410076	7.15662670135	mg_ii	2798.75	0.0	
1.91954410076	7.19678735733	mg_ii	2798.75	0.0	
1.91954410076	7.23694801331	mg_ii	2798.75	0.0	
1.91954410076	7.27710866928	mg_ii	2798.75	0.0	
1.91954410076	7.31726884842	mg_ii	2798.75	0.0	
1.91954410076	7.35742950439	mg_ii	2798.75	0.0	
1.91954410076	7.39759016037	mg_ii	2798.75	0.0	
1.91954410076	7.43775081635	mg_ii	2798.75	0.0	
1.91954410076	7.47791147232	mg_ii	2798.75	0.0	
1.91954410076	7.5180721283	mg_ii	2798.75	0.0	
1.91954410076	7.55823278427	mg_ii	2798.75	0.0	
1.91954410076	7.59839344025	mg_ii	2798.75	0.0	
1.91954410076	7.63855409622	mg_ii	2798.75	0.0	
1.91954410076	7.6787147522	mg_ii	2798.75	0.0	
1.91954410076	7.71887540817	mg_ii	2798.75	0.0	
1.91954410076	7.75903606415	mg_ii	2798.75	0.0	
1.91954410076	7.79919672012	mg_ii	2798.75	0.0	
1.91954410076	7.8393573761	mg_ii	2798.75	0.0	
1.91954410076	7.87951803207	mg_ii	2798.75	0.0	
1.91954410076	7.91967868805	mg_ii	2798.75	0.0	
1.91954410076	7.95983934402	mg_ii	2798.75	0.0	
1.91954410076	8.0	mg_ii	2798.75	0.0	
2.0140182972	-2.0	mg_ii	2798.75	1.93757e-18	
2.0140182972	-1.95983934402	mg_ii	2798.75	1.82182e-18	
2.0140182972	-1.91967868805	mg_ii	2798.75	1.70898e-18	
2.0140182972	-1.87951803207	mg_ii	2798.75	1.59933e-18	
2.0140182972	-1.8393573761	mg_ii	2798.75	1.49312e-18	
2.0140182972	-1.79919683933	mg_ii	2798.75	1.39055e-18	
2.0140182972	-1.75903618336	mg_ii	2798.75	1.29176e-18	
2.0140182972	-1.71887552738	mg_ii	2798.75	1.19686e-18	
2.0140182972	-1.67871487141	mg_ii	2798.75	1.10591e-18	
2.0140182972	-1.63855421543	mg_ii	2798.75	1.01891e-18	
2.0140182972	-1.59839355946	mg_ii	2798.75	9.35872e-19	
2.0140182972	-1.55823290348	mg_ii	2798.75	8.56737e-19	
2.0140182972	-1.51807224751	mg_ii	2798.75	7.81446e-19	
2.0140182972	-1.47791159153	mg_ii	2798.75	7.0992e-19	
2.0140182972	-1.43775105476	mg_ii	2798.75	6.42075e-19	
2.0140182972	-1.39759039879	mg_ii	2798.75	5.77828e-19	
2.0140182972	-1.35742974281	mg_ii	2798.75	5.17108e-19	
2.0140182972	-1.31726908684	mg_ii	2798.75	4.59859e-19	
2.0140182972	-1.27710843086	mg_ii	2798.75	4.06048e-19	
2.0140182972	-1.23694777489	mg_ii	2798.75	3.55674e-19	
2.0140182972	-1.19678711891	mg_ii	2798.75	3.08761e-19	
2.0140182972	-1.15662646294	mg_ii	2798.75	2.65361e-19	
2.0140182972	-1.11646580696	mg_ii	2798.75	2.25544e-19	
2.0140182972	-1.0763052702	mg_ii	2798.75	1.89385e-19	
2.0140182972	-1.03614461422	mg_ii	2798.75	1.56944e-19	
2.0140182972	-0.995983958244	mg_ii	2798.75	1.28247e-19	
2.0140182972	-0.955823302269	mg_ii	2798.75	1.03261e-19	
2.0140182972	-0.915662646294	mg_ii	2798.75	8.18854e-20	
2.0140182972	-0.875501990318	mg_ii	2798.75	6.39362e-20	
2.0140182972	-0.835341393948	mg_ii	2798.75	4.91554e-20	
2.0140182972	-0.795180737972	mg_ii	2798.75	3.72225e-20	
2.0140182972	-0.755020081997	mg_ii	2798.75	2.77765e-20	
2.0140182972	-0.714859426022	mg_ii	2798.75	2.04407e-20	
2.0140182972	-0.674698770046	mg_ii	2798.75	1.48466e-20	
2.0140182972	-0.634538173676	mg_ii	2798.75	1.0653e-20	
2.0140182972	-0.5943775177	mg_ii	2798.75	7.5586e-21	
2.0140182972	-0.554216861725	mg_ii	2798.75	5.308e-21	
2.0140182972	-0.51405620575	mg_ii	2798.75	3.69245e-21	
2.0140182972	-0.473895579576	mg_ii	2798.75	2.54641e-21	
2.0140182972	-0.433734953403	mg_ii	2798.75	1.74207e-21	
2.0140182972	-0.393574297428	mg_ii	2798.75	1.18296e-21	
2.0140182972	-0.353413641453	mg_ii	2798.75	7.97713e-22	
2.0140182972	-0.31325301528	mg_ii	2798.75	5.3439e-22	
2.0140182972	-0.273092359304	mg_ii	2798.75	3.55735e-22	
2.0140182972	-0.232931733131	mg_ii	2798.75	2.35369e-22	
2.0140182972	-0.192771077156	mg_ii	2798.75	1.5481e-22	
2.0140182972	-0.152610436082	mg_ii	2798.75	1.01234e-22	
2.0140182972	-0.112449802458	mg_ii	2798.75	6.58245e-23	
2.0140182972	-0.0722891539335	mg_ii	2798.75	4.25618e-23	
2.0140182972	-0.0321285128593	mg_ii	2798.75	2.73697e-23	
2.0140182972	0.00803212821484	mg_ii	2798.75	1.75063e-23	
2.0140182972	0.048192769289	mg_ii	2798.75	1.1139e-23	
2.0140182972	0.0883534103632	mg_ii	2798.75	7.05191e-24	
2.0140182972	0.128514051437	mg_ii	2798.75	4.44258e-24	
2.0140182972	0.168674692512	mg_ii	2798.75	2.78563e-24	
2.0140182972	0.208835348487	mg_ii	2798.75	1.73882e-24	
2.0140182972	0.248995989561	mg_ii	2798.75	1.08073e-24	
2.0140182972	0.289156615734	mg_ii	2798.75	6.68951e-25	
2.0140182972	0.329317271709	mg_ii	2798.75	4.12442e-25	
2.0140182972	0.369477897882	mg_ii	2798.75	2.53333e-25	
2.0140182972	0.409638553858	mg_ii	2798.75	1.55038e-25	
2.0140182972	0.449799209833	mg_ii	2798.75	9.45469e-26	
2.0140182972	0.489959836006	mg_ii	2798.75	5.74577e-26	
2.0140182972	0.530120491982	mg_ii	2798.75	3.4798e-26	
