temperature	xi	s_iv	wavelength	opacity
1.58393347263	3.34136557579	s_iv	1062.66	0.0	
1.58393347263	3.38152599335	s_iv	1062.66	0.0	
1.58393347263	3.42168664932	s_iv	1062.66	0.0	
1.58393347263	3.4618473053	s_iv	1062.66	0.0	
1.58393347263	3.50200796127	s_iv	1062.66	0.0	
1.58393347263	3.54216861725	s_iv	1062.66	0.0	
1.58393347263	3.58232927322	s_iv	1062.66	0.0	
1.58393347263	3.6224899292	s_iv	1062.66	0.0	
1.58393347263	3.66265058517	s_iv	1062.66	0.0	
1.58393347263	3.70281124115	s_iv	1062.66	0.0	
1.58393347263	3.74297189713	s_iv	1062.66	0.0	
1.58393347263	3.7831325531	s_iv	1062.66	0.0	
1.58393347263	3.82329320908	s_iv	1062.66	0.0	
1.58393347263	3.86345386505	s_iv	1062.66	0.0	
1.58393347263	3.90361452103	s_iv	1062.66	0.0	
1.58393347263	3.943775177	s_iv	1062.66	0.0	
1.58393347263	3.98393583298	s_iv	1062.66	0.0	
1.58393347263	4.02409648895	s_iv	1062.66	0.0	
1.58393347263	4.06425714493	s_iv	1062.66	0.0	
1.58393347263	4.1044178009	s_iv	1062.66	0.0	
1.58393347263	4.14457845688	s_iv	1062.66	0.0	
1.58393347263	4.18473911285	s_iv	1062.66	0.0	
1.58393347263	4.22489976883	s_iv	1062.66	0.0	
1.58393347263	4.2650604248	s_iv	1062.66	0.0	
1.58393347263	4.30522108078	s_iv	1062.66	0.0	
1.58393347263	4.34538173676	s_iv	1062.66	0.0	
1.58393347263	4.38554239273	s_iv	1062.66	0.0	
1.58393347263	4.42570304871	s_iv	1062.66	0.0	
1.58393347263	4.46586322784	s_iv	1062.66	0.0	
1.58393347263	4.50602388382	s_iv	1062.66	0.0	
1.58393347263	4.54618453979	s_iv	1062.66	0.0	
1.58393347263	4.58634519577	s_iv	1062.66	0.0	
1.58393347263	4.62650585175	s_iv	1062.66	0.0	
1.58393347263	4.66666650772	s_iv	1062.66	0.0	
1.58393347263	4.7068271637	s_iv	1062.66	0.0	
1.58393347263	4.74698781967	s_iv	1062.66	0.0	
1.58393347263	4.78714847565	s_iv	1062.66	0.0	
1.58393347263	4.82730913162	s_iv	1062.66	0.0	
1.58393347263	4.8674697876	s_iv	1062.66	0.0	
1.58393347263	4.90763044357	s_iv	1062.66	0.0	
1.58393347263	4.94779109955	s_iv	1062.66	0.0	
1.58393347263	4.98795175552	s_iv	1062.66	0.0	
1.58393347263	5.0281124115	s_iv	1062.66	0.0	
1.58393347263	5.06827306747	s_iv	1062.66	0.0	
1.58393347263	5.10843372345	s_iv	1062.66	0.0	
1.58393347263	5.14859437943	s_iv	1062.66	0.0	
1.58393347263	5.1887550354	s_iv	1062.66	0.0	
1.58393347263	5.22891569138	s_iv	1062.66	0.0	
1.58393347263	5.26907634735	s_iv	1062.66	0.0	
1.58393347263	5.30923700333	s_iv	1062.66	0.0	
1.58393347263	5.3493976593	s_iv	1062.66	0.0	
1.58393347263	5.38955831528	s_iv	1062.66	0.0	
1.58393347263	5.42971897125	s_iv	1062.66	0.0	
1.58393347263	5.46987962723	s_iv	1062.66	0.0	
1.58393347263	5.5100402832	s_iv	1062.66	0.0	
1.58393347263	5.55020093918	s_iv	1062.66	0.0	
1.58393347263	5.59036159515	s_iv	1062.66	0.0	
1.58393347263	5.63052225113	s_iv	1062.66	0.0	
1.58393347263	5.6706829071	s_iv	1062.66	0.0	
1.58393347263	5.71084356308	s_iv	1062.66	0.0	
1.58393347263	5.75100421906	s_iv	1062.66	0.0	
1.58393347263	5.79116487503	s_iv	1062.66	0.0	
1.58393347263	5.83132553101	s_iv	1062.66	0.0	
1.58393347263	5.87148571014	s_iv	1062.66	0.0	
1.58393347263	5.91164636612	s_iv	1062.66	0.0	
1.58393347263	5.95180702209	s_iv	1062.66	0.0	
1.58393347263	5.99196767807	s_iv	1062.66	0.0	
1.58393347263	6.03212833405	s_iv	1062.66	0.0	
1.58393347263	6.07228899002	s_iv	1062.66	0.0	
1.58393347263	6.112449646	s_iv	1062.66	0.0	
1.58393347263	6.15261030197	s_iv	1062.66	0.0	
1.58393347263	6.19277095795	s_iv	1062.66	0.0	
1.58393347263	6.23293161392	s_iv	1062.66	0.0	
1.58393347263	6.2730922699	s_iv	1062.66	0.0	
1.58393347263	6.31325292587	s_iv	1062.66	0.0	
1.58393347263	6.35341358185	s_iv	1062.66	0.0	
1.58393347263	6.39357423782	s_iv	1062.66	0.0	
1.58393347263	6.4337348938	s_iv	1062.66	0.0	
1.58393347263	6.47389554977	s_iv	1062.66	0.0	
1.58393347263	6.51405620575	s_iv	1062.66	0.0	
1.58393347263	6.55421686172	s_iv	1062.66	0.0	
1.58393347263	6.5943775177	s_iv	1062.66	0.0	
1.58393347263	6.63453817368	s_iv	1062.66	0.0	
1.58393347263	6.67469882965	s_iv	1062.66	0.0	
1.58393347263	6.71485948563	s_iv	1062.66	0.0	
1.58393347263	6.7550201416	s_iv	1062.66	0.0	
1.58393347263	6.79518079758	s_iv	1062.66	0.0	
1.58393347263	6.83534145355	s_iv	1062.66	0.0	
1.58393347263	6.87550210953	s_iv	1062.66	0.0	
1.58393347263	6.9156627655	s_iv	1062.66	0.0	
1.58393347263	6.95582342148	s_iv	1062.66	0.0	
1.58393347263	6.99598407745	s_iv	1062.66	0.0	
1.58393347263	7.03614473343	s_iv	1062.66	0.0	
1.58393347263	7.0763053894	s_iv	1062.66	0.0	
1.58393347263	7.11646604538	s_iv	1062.66	0.0	
1.58393347263	7.15662670135	s_iv	1062.66	0.0	
1.58393347263	7.19678735733	s_iv	1062.66	0.0	
1.58393347263	7.23694801331	s_iv	1062.66	0.0	
1.58393347263	7.27710866928	s_iv	1062.66	0.0	
1.58393347263	7.31726884842	s_iv	1062.66	0.0	
1.58393347263	7.35742950439	s_iv	1062.66	0.0	
1.58393347263	7.39759016037	s_iv	1062.66	0.0	
1.58393347263	7.43775081635	s_iv	1062.66	0.0	
1.58393347263	7.47791147232	s_iv	1062.66	0.0	
1.58393347263	7.5180721283	s_iv	1062.66	0.0	
1.58393347263	7.55823278427	s_iv	1062.66	0.0	
1.58393347263	7.59839344025	s_iv	1062.66	0.0	
1.58393347263	7.63855409622	s_iv	1062.66	0.0	
1.58393347263	7.6787147522	s_iv	1062.66	0.0	
1.58393347263	7.71887540817	s_iv	1062.66	0.0	
1.58393347263	7.75903606415	s_iv	1062.66	0.0	
1.58393347263	7.79919672012	s_iv	1062.66	0.0	
1.58393347263	7.8393573761	s_iv	1062.66	0.0	
1.58393347263	7.87951803207	s_iv	1062.66	0.0	
1.58393347263	7.91967868805	s_iv	1062.66	0.0	
1.58393347263	7.95983934402	s_iv	1062.66	0.0	
1.58393347263	8.0	s_iv	1062.66	0.0	
1.6618899107	-2.0	s_iv	1062.66	4.3394e-11	
1.6618899107	-1.95983934402	s_iv	1062.66	4.49109e-11	
1.6618899107	-1.91967868805	s_iv	1062.66	4.63436e-11	
1.6618899107	-1.87951803207	s_iv	1062.66	4.76852e-11	
1.6618899107	-1.8393573761	s_iv	1062.66	4.89286e-11	
1.6618899107	-1.79919683933	s_iv	1062.66	5.00668e-11	
1.6618899107	-1.75903618336	s_iv	1062.66	5.10932e-11	
1.6618899107	-1.71887552738	s_iv	1062.66	5.19999e-11	
1.6618899107	-1.67871487141	s_iv	1062.66	5.27794e-11	
1.6618899107	-1.63855421543	s_iv	1062.66	5.34234e-11	
1.6618899107	-1.59839355946	s_iv	1062.66	5.39228e-11	
1.6618899107	-1.55823290348	s_iv	1062.66	5.42679e-11	
1.6618899107	-1.51807224751	s_iv	1062.66	5.44481e-11	
1.6618899107	-1.47791159153	s_iv	1062.66	5.44527e-11	
1.6618899107	-1.43775105476	s_iv	1062.66	5.42701e-11	
1.6618899107	-1.39759039879	s_iv	1062.66	5.38891e-11	
1.6618899107	-1.35742974281	s_iv	1062.66	5.32991e-11	
1.6618899107	-1.31726908684	s_iv	1062.66	5.24906e-11	
1.6618899107	-1.27710843086	s_iv	1062.66	5.14562e-11	
1.6618899107	-1.23694777489	s_iv	1062.66	5.01911e-11	
1.6618899107	-1.19678711891	s_iv	1062.66	4.86947e-11	
1.6618899107	-1.15662646294	s_iv	1062.66	4.69708e-11	
1.6618899107	-1.11646580696	s_iv	1062.66	4.50284e-11	
1.6618899107	-1.0763052702	s_iv	1062.66	4.28827e-11	
1.6618899107	-1.03614461422	s_iv	1062.66	4.05542e-11	
1.6618899107	-0.995983958244	s_iv	1062.66	3.80698e-11	
1.6618899107	-0.955823302269	s_iv	1062.66	3.54611e-11	
1.6618899107	-0.915662646294	s_iv	1062.66	3.27638e-11	
1.6618899107	-0.875501990318	s_iv	1062.66	3.00166e-11	
1.6618899107	-0.835341393948	s_iv	1062.66	2.72593e-11	
1.6618899107	-0.795180737972	s_iv	1062.66	2.45315e-11	
1.6618899107	-0.755020081997	s_iv	1062.66	2.18708e-11	
1.6618899107	-0.714859426022	s_iv	1062.66	1.9312e-11	
1.6618899107	-0.674698770046	s_iv	1062.66	1.68852e-11	
1.6618899107	-0.634538173676	s_iv	1062.66	1.46154e-11	
1.6618899107	-0.5943775177	s_iv	1062.66	1.25218e-11	
1.6618899107	-0.554216861725	s_iv	1062.66	1.06176e-11	
1.6618899107	-0.51405620575	s_iv	1062.66	8.90965e-12	
1.6618899107	-0.473895579576	s_iv	1062.66	7.39902e-12	
1.6618899107	-0.433734953403	s_iv	1062.66	6.08143e-12	
1.6618899107	-0.393574297428	s_iv	1062.66	4.94798e-12	
1.6618899107	-0.353413641453	s_iv	1062.66	3.98611e-12	
1.6618899107	-0.31325301528	s_iv	1062.66	3.18061e-12	
1.6618899107	-0.273092359304	s_iv	1062.66	2.51465e-12	
1.6618899107	-0.232931733131	s_iv	1062.66	1.97078e-12	
1.6618899107	-0.192771077156	s_iv	1062.66	1.53179e-12	
1.6618899107	-0.152610436082	s_iv	1062.66	1.18132e-12	
1.6618899107	-0.112449802458	s_iv	1062.66	9.04382e-13	
1.6618899107	-0.0722891539335	s_iv	1062.66	6.87643e-13	
1.6618899107	-0.0321285128593	s_iv	1062.66	5.1951e-13	
1.6618899107	0.00803212821484	s_iv	1062.66	3.90148e-13	
1.6618899107	0.048192769289	s_iv	1062.66	2.91363e-13	
1.6618899107	0.0883534103632	s_iv	1062.66	2.16452e-13	
1.6618899107	0.128514051437	s_iv	1062.66	1.60008e-13	
1.6618899107	0.168674692512	s_iv	1062.66	1.17733e-13	
1.6618899107	0.208835348487	s_iv	1062.66	8.62438e-14	
1.6618899107	0.248995989561	s_iv	1062.66	6.29102e-14	
1.6618899107	0.289156615734	s_iv	1062.66	4.57039e-14	
1.6618899107	0.329317271709	s_iv	1062.66	3.3074e-14	
1.6618899107	0.369477897882	s_iv	1062.66	2.38438e-14	
1.6618899107	0.409638553858	s_iv	1062.66	1.71264e-14	
1.6618899107	0.449799209833	s_iv	1062.66	1.22572e-14	
1.6618899107	0.489959836006	s_iv	1062.66	8.74146e-15	
1.6618899107	0.530120491982	s_iv	1062.66	6.2125e-15	
1.6618899107	0.570281147957	s_iv	1062.66	4.40005e-15	
1.6618899107	0.610441744328	s_iv	1062.66	3.10576e-15	
1.6618899107	0.650602400303	s_iv	1062.66	2.18477e-15	
1.6618899107	0.690763056278	s_iv	1062.66	1.53169e-15	
1.6618899107	0.730923712254	s_iv	1062.66	1.07019e-15	
1.6618899107	0.771084308624	s_iv	1062.66	7.45194e-16	
1.6618899107	0.8112449646	s_iv	1062.66	5.17101e-16	
1.6618899107	0.851405620575	s_iv	1062.66	3.5757e-16	
1.6618899107	0.89156627655	s_iv	1062.66	2.46375e-16	
1.6618899107	0.931726932526	s_iv	1062.66	1.69141e-16	
1.6618899107	0.971887528896	s_iv	1062.66	1.15683e-16	
1.6618899107	1.01204824448	s_iv	1062.66	7.88163e-17	
1.6618899107	1.05220878124	s_iv	1062.66	5.34838e-17	
1.6618899107	1.09236943722	s_iv	1062.66	3.61428e-17	
1.6618899107	1.13253009319	s_iv	1062.66	2.43184e-17	
1.6618899107	1.17269074917	s_iv	1062.66	1.62882e-17	
1.6618899107	1.21285140514	s_iv	1062.66	1.08577e-17	
1.6618899107	1.25301206112	s_iv	1062.66	7.2014e-18	
1.6618899107	1.29317271709	s_iv	1062.66	4.7511e-18	
1.6618899107	1.33333337307	s_iv	1062.66	3.11696e-18	
1.6618899107	1.37349402905	s_iv	1062.66	2.03277e-18	
1.6618899107	1.41365456581	s_iv	1062.66	1.31738e-18	
1.6618899107	1.45381522179	s_iv	1062.66	8.4808e-19	
1.6618899107	1.49397587776	s_iv	1062.66	5.42118e-19	
1.6618899107	1.53413653374	s_iv	1062.66	3.43957e-19	
1.6618899107	1.57429718971	s_iv	1062.66	2.16514e-19	
1.6618899107	1.61445784569	s_iv	1062.66	1.35163e-19	
1.6618899107	1.65461850166	s_iv	1062.66	8.36435e-20	
1.6618899107	1.69477915764	s_iv	1062.66	5.12906e-20	
1.6618899107	1.73493981361	s_iv	1062.66	3.11534e-20	
1.6618899107	1.77510035038	s_iv	1062.66	1.87363e-20	
1.6618899107	1.81526100636	s_iv	1062.66	1.11541e-20	
1.6618899107	1.85542166233	s_iv	1062.66	6.57117e-21	
1.6618899107	1.89558231831	s_iv	1062.66	0.0	
1.6618899107	1.93574297428	s_iv	1062.66	0.0	
1.6618899107	1.97590363026	s_iv	1062.66	0.0	
1.6618899107	2.01606416702	s_iv	1062.66	0.0	
1.6618899107	2.056224823	s_iv	1062.66	0.0	
1.6618899107	2.09638547897	s_iv	1062.66	0.0	
1.6618899107	2.13654613495	s_iv	1062.66	0.0	
1.6618899107	2.17670679092	s_iv	1062.66	0.0	
1.6618899107	2.2168674469	s_iv	1062.66	0.0	
1.6618899107	2.25702810287	s_iv	1062.66	0.0	
1.6618899107	2.29718875885	s_iv	1062.66	0.0	
1.6618899107	2.33734941483	s_iv	1062.66	0.0	
1.6618899107	2.3775100708	s_iv	1062.66	0.0	
1.6618899107	2.41767072678	s_iv	1062.66	0.0	
1.6618899107	2.45783138275	s_iv	1062.66	0.0	
1.6618899107	2.49799203873	s_iv	1062.66	0.0	
1.6618899107	2.5381526947	s_iv	1062.66	0.0	
1.6618899107	2.57831335068	s_iv	1062.66	0.0	
1.6618899107	2.61847400665	s_iv	1062.66	0.0	
1.6618899107	2.65863442421	s_iv	1062.66	0.0	
1.6618899107	2.69879508018	s_iv	1062.66	0.0	
1.6618899107	2.73895573616	s_iv	1062.66	0.0	
1.6618899107	2.77911639214	s_iv	1062.66	0.0	
1.6618899107	2.81927704811	s_iv	1062.66	0.0	
1.6618899107	2.85943770409	s_iv	1062.66	0.0	
1.6618899107	2.89959836006	s_iv	1062.66	0.0	
1.6618899107	2.93975901604	s_iv	1062.66	0.0	
1.6618899107	2.97991967201	s_iv	1062.66	0.0	
1.6618899107	3.02008032799	s_iv	1062.66	0.0	
1.6618899107	3.06024098396	s_iv	1062.66	0.0	
1.6618899107	3.10040163994	s_iv	1062.66	0.0	
1.6618899107	3.14056229591	s_iv	1062.66	0.0	
1.6618899107	3.18072295189	s_iv	1062.66	0.0	
1.6618899107	3.22088360786	s_iv	1062.66	0.0	
1.6618899107	3.26104426384	s_iv	1062.66	0.0	
1.6618899107	3.30120491982	s_iv	1062.66	0.0	
1.6618899107	3.34136557579	s_iv	1062.66	0.0	
1.6618899107	3.38152599335	s_iv	1062.66	0.0	
1.6618899107	3.42168664932	s_iv	1062.66	0.0	
1.6618899107	3.4618473053	s_iv	1062.66	0.0	
1.6618899107	3.50200796127	s_iv	1062.66	0.0	
1.6618899107	3.54216861725	s_iv	1062.66	0.0	
1.6618899107	3.58232927322	s_iv	1062.66	0.0	
1.6618899107	3.6224899292	s_iv	1062.66	0.0	
1.6618899107	3.66265058517	s_iv	1062.66	0.0	
1.6618899107	3.70281124115	s_iv	1062.66	0.0	
1.6618899107	3.74297189713	s_iv	1062.66	0.0	
1.6618899107	3.7831325531	s_iv	1062.66	0.0	
1.6618899107	3.82329320908	s_iv	1062.66	0.0	
1.6618899107	3.86345386505	s_iv	1062.66	0.0	
1.6618899107	3.90361452103	s_iv	1062.66	0.0	
1.6618899107	3.943775177	s_iv	1062.66	0.0	
1.6618899107	3.98393583298	s_iv	1062.66	0.0	
1.6618899107	4.02409648895	s_iv	1062.66	0.0	
1.6618899107	4.06425714493	s_iv	1062.66	0.0	
1.6618899107	4.1044178009	s_iv	1062.66	0.0	
1.6618899107	4.14457845688	s_iv	1062.66	0.0	
1.6618899107	4.18473911285	s_iv	1062.66	0.0	
1.6618899107	4.22489976883	s_iv	1062.66	0.0	
1.6618899107	4.2650604248	s_iv	1062.66	0.0	
1.6618899107	4.30522108078	s_iv	1062.66	0.0	
1.6618899107	4.34538173676	s_iv	1062.66	0.0	
1.6618899107	4.38554239273	s_iv	1062.66	0.0	
1.6618899107	4.42570304871	s_iv	1062.66	0.0	
1.6618899107	4.46586322784	s_iv	1062.66	0.0	
1.6618899107	4.50602388382	s_iv	1062.66	0.0	
1.6618899107	4.54618453979	s_iv	1062.66	0.0	
1.6618899107	4.58634519577	s_iv	1062.66	0.0	
1.6618899107	4.62650585175	s_iv	1062.66	0.0	
1.6618899107	4.66666650772	s_iv	1062.66	0.0	
1.6618899107	4.7068271637	s_iv	1062.66	0.0	
1.6618899107	4.74698781967	s_iv	1062.66	0.0	
1.6618899107	4.78714847565	s_iv	1062.66	0.0	
1.6618899107	4.82730913162	s_iv	1062.66	0.0	
1.6618899107	4.8674697876	s_iv	1062.66	0.0	
1.6618899107	4.90763044357	s_iv	1062.66	0.0	
1.6618899107	4.94779109955	s_iv	1062.66	0.0	
1.6618899107	4.98795175552	s_iv	1062.66	0.0	
1.6618899107	5.0281124115	s_iv	1062.66	0.0	
1.6618899107	5.06827306747	s_iv	1062.66	0.0	
1.6618899107	5.10843372345	s_iv	1062.66	0.0	
1.6618899107	5.14859437943	s_iv	1062.66	0.0	
1.6618899107	5.1887550354	s_iv	1062.66	0.0	
1.6618899107	5.22891569138	s_iv	1062.66	0.0	
1.6618899107	5.26907634735	s_iv	1062.66	0.0	
1.6618899107	5.30923700333	s_iv	1062.66	0.0	
1.6618899107	5.3493976593	s_iv	1062.66	0.0	
1.6618899107	5.38955831528	s_iv	1062.66	0.0	
1.6618899107	5.42971897125	s_iv	1062.66	0.0	
1.6618899107	5.46987962723	s_iv	1062.66	0.0	
1.6618899107	5.5100402832	s_iv	1062.66	0.0	
1.6618899107	5.55020093918	s_iv	1062.66	0.0	
1.6618899107	5.59036159515	s_iv	1062.66	0.0	
1.6618899107	5.63052225113	s_iv	1062.66	0.0	
1.6618899107	5.6706829071	s_iv	1062.66	0.0	
1.6618899107	5.71084356308	s_iv	1062.66	0.0	
1.6618899107	5.75100421906	s_iv	1062.66	0.0	
1.6618899107	5.79116487503	s_iv	1062.66	0.0	
1.6618899107	5.83132553101	s_iv	1062.66	0.0	
1.6618899107	5.87148571014	s_iv	1062.66	0.0	
1.6618899107	5.91164636612	s_iv	1062.66	0.0	
1.6618899107	5.95180702209	s_iv	1062.66	0.0	
1.6618899107	5.99196767807	s_iv	1062.66	0.0	
1.6618899107	6.03212833405	s_iv	1062.66	0.0	
1.6618899107	6.07228899002	s_iv	1062.66	0.0	
1.6618899107	6.112449646	s_iv	1062.66	0.0	
1.6618899107	6.15261030197	s_iv	1062.66	0.0	
1.6618899107	6.19277095795	s_iv	1062.66	0.0	
1.6618899107	6.23293161392	s_iv	1062.66	0.0	
1.6618899107	6.2730922699	s_iv	1062.66	0.0	
1.6618899107	6.31325292587	s_iv	1062.66	0.0	
1.6618899107	6.35341358185	s_iv	1062.66	0.0	
1.6618899107	6.39357423782	s_iv	1062.66	0.0	
1.6618899107	6.4337348938	s_iv	1062.66	0.0	
1.6618899107	6.47389554977	s_iv	1062.66	0.0	
1.6618899107	6.51405620575	s_iv	1062.66	0.0	
1.6618899107	6.55421686172	s_iv	1062.66	0.0	
1.6618899107	6.5943775177	s_iv	1062.66	0.0	
1.6618899107	6.63453817368	s_iv	1062.66	0.0	
1.6618899107	6.67469882965	s_iv	1062.66	0.0	
1.6618899107	6.71485948563	s_iv	1062.66	0.0	
1.6618899107	6.7550201416	s_iv	1062.66	0.0	
1.6618899107	6.79518079758	s_iv	1062.66	0.0	
1.6618899107	6.83534145355	s_iv	1062.66	0.0	
1.6618899107	6.87550210953	s_iv	1062.66	0.0	
1.6618899107	6.9156627655	s_iv	1062.66	0.0	
1.6618899107	6.95582342148	s_iv	1062.66	0.0	
1.6618899107	6.99598407745	s_iv	1062.66	0.0	
1.6618899107	7.03614473343	s_iv	1062.66	0.0	
1.6618899107	7.0763053894	s_iv	1062.66	0.0	
1.6618899107	7.11646604538	s_iv	1062.66	0.0	
1.6618899107	7.15662670135	s_iv	1062.66	0.0	
1.6618899107	7.19678735733	s_iv	1062.66	0.0	
1.6618899107	7.23694801331	s_iv	1062.66	0.0	
1.6618899107	7.27710866928	s_iv	1062.66	0.0	
1.6618899107	7.31726884842	s_iv	1062.66	0.0	
1.6618899107	7.35742950439	s_iv	1062.66	0.0	
1.6618899107	7.39759016037	s_iv	1062.66	0.0	
1.6618899107	7.43775081635	s_iv	1062.66	0.0	
1.6618899107	7.47791147232	s_iv	1062.66	0.0	
1.6618899107	7.5180721283	s_iv	1062.66	0.0	
1.6618899107	7.55823278427	s_iv	1062.66	0.0	
1.6618899107	7.59839344025	s_iv	1062.66	0.0	
1.6618899107	7.63855409622	s_iv	1062.66	0.0	
1.6618899107	7.6787147522	s_iv	1062.66	0.0	
1.6618899107	7.71887540817	s_iv	1062.66	0.0	
1.6618899107	7.75903606415	s_iv	1062.66	0.0	
1.6618899107	7.79919672012	s_iv	1062.66	0.0	
1.6618899107	7.8393573761	s_iv	1062.66	0.0	
1.6618899107	7.87951803207	s_iv	1062.66	0.0	
1.6618899107	7.91967868805	s_iv	1062.66	0.0	
1.6618899107	7.95983934402	s_iv	1062.66	0.0	
1.6618899107	8.0	s_iv	1062.66	0.0	
1.74368298054	-2.0	s_iv	1062.66	4.17169e-11	
1.74368298054	-1.95983934402	s_iv	1062.66	4.32049e-11	
1.74368298054	-1.91967868805	s_iv	1062.66	4.46129e-11	
1.74368298054	-1.87951803207	s_iv	1062.66	4.59334e-11	
1.74368298054	-1.8393573761	s_iv	1062.66	4.71593e-11	
1.74368298054	-1.79919683933	s_iv	1062.66	4.8284e-11	
1.74368298054	-1.75903618336	s_iv	1062.66	4.92989e-11	
1.74368298054	-1.71887552738	s_iv	1062.66	5.01977e-11	
1.74368298054	-1.67871487141	s_iv	1062.66	5.09723e-11	
1.74368298054	-1.63855421543	s_iv	1062.66	5.16142e-11	
1.74368298054	-1.59839355946	s_iv	1062.66	5.21145e-11	
1.74368298054	-1.55823290348	s_iv	1062.66	5.24637e-11	
1.74368298054	-1.51807224751	s_iv	1062.66	5.26514e-11	
1.74368298054	-1.47791159153	s_iv	1062.66	5.2667e-11	
1.74368298054	-1.43775105476	s_iv	1062.66	5.24997e-11	
1.74368298054	-1.39759039879	s_iv	1062.66	5.21387e-11	
1.74368298054	-1.35742974281	s_iv	1062.66	5.15741e-11	
1.74368298054	-1.31726908684	s_iv	1062.66	5.0797e-11	
1.74368298054	-1.27710843086	s_iv	1062.66	4.98009e-11	
1.74368298054	-1.23694777489	s_iv	1062.66	4.85816e-11	
1.74368298054	-1.19678711891	s_iv	1062.66	4.71391e-11	
1.74368298054	-1.15662646294	s_iv	1062.66	4.54776e-11	
1.74368298054	-1.11646580696	s_iv	1062.66	4.36064e-11	
1.74368298054	-1.0763052702	s_iv	1062.66	4.15401e-11	
1.74368298054	-1.03614461422	s_iv	1062.66	3.9299e-11	
1.74368298054	-0.995983958244	s_iv	1062.66	3.69085e-11	
1.74368298054	-0.955823302269	s_iv	1062.66	3.43991e-11	
1.74368298054	-0.915662646294	s_iv	1062.66	3.18046e-11	
1.74368298054	-0.875501990318	s_iv	1062.66	2.91614e-11	
1.74368298054	-0.835341393948	s_iv	1062.66	2.65073e-11	
1.74368298054	-0.795180737972	s_iv	1062.66	2.38796e-11	
1.74368298054	-0.755020081997	s_iv	1062.66	2.13139e-11	
1.74368298054	-0.714859426022	s_iv	1062.66	1.88433e-11	
1.74368298054	-0.674698770046	s_iv	1062.66	1.64965e-11	
1.74368298054	-0.634538173676	s_iv	1062.66	1.42978e-11	
1.74368298054	-0.5943775177	s_iv	1062.66	1.2266e-11	
1.74368298054	-0.554216861725	s_iv	1062.66	1.04142e-11	
1.74368298054	-0.51405620575	s_iv	1062.66	8.74988e-12	
1.74368298054	-0.473895579576	s_iv	1062.66	7.27485e-12	
1.74368298054	-0.433734953403	s_iv	1062.66	5.98574e-12	
1.74368298054	-0.393574297428	s_iv	1062.66	4.87472e-12	
1.74368298054	-0.353413641453	s_iv	1062.66	3.93024e-12	
1.74368298054	-0.31325301528	s_iv	1062.66	3.13807e-12	
1.74368298054	-0.273092359304	s_iv	1062.66	2.48225e-12	
1.74368298054	-0.232931733131	s_iv	1062.66	1.94606e-12	
1.74368298054	-0.192771077156	s_iv	1062.66	1.51286e-12	
1.74368298054	-0.152610436082	s_iv	1062.66	1.16677e-12	
1.74368298054	-0.112449802458	s_iv	1062.66	8.93164e-13	
1.74368298054	-0.0722891539335	s_iv	1062.66	6.78963e-13	
1.74368298054	-0.0321285128593	s_iv	1062.66	5.12781e-13	
1.74368298054	0.00803212821484	s_iv	1062.66	3.84923e-13	
1.74368298054	0.048192769289	s_iv	1062.66	2.87307e-13	
1.74368298054	0.0883534103632	s_iv	1062.66	2.13306e-13	
1.74368298054	0.128514051437	s_iv	1062.66	1.57573e-13	
1.74368298054	0.168674692512	s_iv	1062.66	1.15852e-13	
1.74368298054	0.208835348487	s_iv	1062.66	8.4796e-14	
1.74368298054	0.248995989561	s_iv	1062.66	6.17998e-14	
1.74368298054	0.289156615734	s_iv	1062.66	4.48556e-14	
1.74368298054	0.329317271709	s_iv	1062.66	3.24287e-14	
1.74368298054	0.369477897882	s_iv	1062.66	2.33551e-14	
1.74368298054	0.409638553858	s_iv	1062.66	1.67579e-14	
1.74368298054	0.449799209833	s_iv	1062.66	1.19807e-14	
1.74368298054	0.489959836006	s_iv	1062.66	8.53486e-15	
1.74368298054	0.530120491982	s_iv	1062.66	6.05886e-15	
1.74368298054	0.570281147957	s_iv	1062.66	4.28629e-15	
1.74368298054	0.610441744328	s_iv	1062.66	3.02191e-15	
1.74368298054	0.650602400303	s_iv	1062.66	2.12323e-15	
1.74368298054	0.690763056278	s_iv	1062.66	1.48673e-15	
1.74368298054	0.730923712254	s_iv	1062.66	1.03748e-15	
1.74368298054	0.771084308624	s_iv	1062.66	7.2149e-16	
1.74368298054	0.8112449646	s_iv	1062.66	4.99998e-16	
1.74368298054	0.851405620575	s_iv	1062.66	3.45281e-16	
1.74368298054	0.89156627655	s_iv	1062.66	2.37581e-16	
1.74368298054	0.931726932526	s_iv	1062.66	1.62874e-16	
1.74368298054	0.971887528896	s_iv	1062.66	1.11236e-16	
1.74368298054	1.01204824448	s_iv	1062.66	7.56734e-17	
1.74368298054	1.05220878124	s_iv	1062.66	5.12724e-17	
1.74368298054	1.09236943722	s_iv	1062.66	3.45936e-17	
1.74368298054	1.13253009319	s_iv	1062.66	2.3238e-17	
1.74368298054	1.17269074917	s_iv	1062.66	1.55384e-17	
1.74368298054	1.21285140514	s_iv	1062.66	1.03398e-17	
1.74368298054	1.25301206112	s_iv	1062.66	6.84562e-18	
1.74368298054	1.29317271709	s_iv	1062.66	4.50795e-18	
1.74368298054	1.33333337307	s_iv	1062.66	2.95175e-18	
1.74368298054	1.37349402905	s_iv	1062.66	1.92119e-18	
1.74368298054	1.41365456581	s_iv	1062.66	1.24251e-18	
