temperature	xi	si_iv	wavelength	opacity
0.5	-2.0	si_iv	1393.76	3.57471e-12	si_iv	1402.77	1.786e-12	
0.5	-1.95983934402	si_iv	1393.76	4.94433e-12	si_iv	1402.77	2.47029e-12	
0.5	-1.91967868805	si_iv	1393.76	6.82848e-12	si_iv	1402.77	3.41165e-12	
0.5	-1.87951803207	si_iv	1393.76	9.41315e-12	si_iv	1402.77	4.703e-12	
0.5	-1.8393573761	si_iv	1393.76	1.29473e-11	si_iv	1402.77	6.46873e-12	
0.5	-1.79919683933	si_iv	1393.76	1.77616e-11	si_iv	1402.77	8.87408e-12	
0.5	-1.75903618336	si_iv	1393.76	2.42919e-11	si_iv	1402.77	1.21367e-11	
0.5	-1.71887552738	si_iv	1393.76	3.31062e-11	si_iv	1402.77	1.65405e-11	
0.5	-1.67871487141	si_iv	1393.76	4.49359e-11	si_iv	1402.77	2.24509e-11	
0.5	-1.63855421543	si_iv	1393.76	6.07092e-11	si_iv	1402.77	3.03315e-11	
0.5	-1.59839355946	si_iv	1393.76	8.1581e-11	si_iv	1402.77	4.07595e-11	
0.5	-1.55823290348	si_iv	1393.76	1.08956e-10	si_iv	1402.77	5.44367e-11	
0.5	-1.51807224751	si_iv	1393.76	1.44492e-10	si_iv	1402.77	7.21914e-11	
0.5	-1.47791159153	si_iv	1393.76	1.9007e-10	si_iv	1402.77	9.49628e-11	
0.5	-1.43775105476	si_iv	1393.76	2.47709e-10	si_iv	1402.77	1.23761e-10	
0.5	-1.39759039879	si_iv	1393.76	3.19419e-10	si_iv	1402.77	1.59588e-10	
0.5	-1.35742974281	si_iv	1393.76	4.06956e-10	si_iv	1402.77	2.03323e-10	
0.5	-1.31726908684	si_iv	1393.76	5.11501e-10	si_iv	1402.77	2.55556e-10	
0.5	-1.27710843086	si_iv	1393.76	6.33274e-10	si_iv	1402.77	3.16397e-10	
0.5	-1.23694777489	si_iv	1393.76	7.71143e-10	si_iv	1402.77	3.85279e-10	
0.5	-1.19678711891	si_iv	1393.76	9.22317e-10	si_iv	1402.77	4.60808e-10	
0.5	-1.15662646294	si_iv	1393.76	1.08222e-09	si_iv	1402.77	5.40702e-10	
0.5	-1.11646580696	si_iv	1393.76	1.24466e-09	si_iv	1402.77	6.21856e-10	
0.5	-1.0763052702	si_iv	1393.76	1.4022e-09	si_iv	1402.77	7.00569e-10	
0.5	-1.03614461422	si_iv	1393.76	1.54691e-09	si_iv	1402.77	7.72868e-10	
0.5	-0.995983958244	si_iv	1393.76	1.6711e-09	si_iv	1402.77	8.34915e-10	
