# Athena++ data at time=5.780000e+12  cycle=434228099  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.07548e+18  2.40946e-18  1.00596e-05 -4.92835e+05  1.38461e-09  0.00000e+00
0003  1.09287e+18  1.08530e-18  6.05008e-06  1.38402e+05  1.95773e-02  0.00000e+00
0004  1.11027e+18  6.83606e-19  4.76056e-06  1.40153e+05  4.27578e-02  0.00000e+00
0005  1.12766e+18  4.42609e-19  3.97162e-06  1.91914e+05  6.35284e-02  0.00000e+00
0006  1.14505e+18  2.80601e-19  3.50494e-06  2.85047e+05  8.17539e-02  0.00000e+00
0007  1.16244e+18  1.86325e-19  3.21194e-06  4.04707e+05  9.82056e-02  0.00000e+00
0008  1.17983e+18  1.61034e-19  2.98487e-06  4.62326e+05  1.13296e-01  0.00000e+00
0009  1.19723e+18  1.44475e-19  2.80964e-06  4.90376e+05  1.27354e-01  0.00000e+00
0010  1.21462e+18  1.30842e-19  2.65155e-06  5.25516e+05  1.40518e-01  0.00000e+00
0011  1.23201e+18  1.21730e-19  2.50972e-06  5.50380e+05  1.52881e-01  0.00000e+00
0012  1.24940e+18  1.13772e-19  2.38384e-06  5.70899e+05  1.64537e-01  0.00000e+00
0013  1.26679e+18  1.06503e-19  2.26808e-06  5.93455e+05  1.75550e-01  0.00000e+00
0014  1.28419e+18  9.99550e-20  2.16265e-06  6.15331e+05  1.85981e-01  0.00000e+00
0015  1.30158e+18  9.41256e-20  2.06611e-06  6.36231e+05  1.95888e-01  0.00000e+00
0016  1.31897e+18  8.89994e-20  1.97738e-06  6.55458e+05  2.05319e-01  0.00000e+00
0017  1.33636e+18  8.43179e-20  1.89576e-06  6.73875e+05  2.14317e-01  0.00000e+00
0018  1.35375e+18  8.00115e-20  1.82024e-06  6.92078e+05  2.22918e-01  0.00000e+00
0019  1.37115e+18  7.60645e-20  1.75048e-06  7.09635e+05  2.31157e-01  0.00000e+00
0020  1.38854e+18  7.29144e-20  1.68488e-06  7.23146e+05  2.39052e-01  0.00000e+00
0021  1.40593e+18  6.95661e-20  1.62510e-06  7.37732e+05  2.46637e-01  0.00000e+00
0022  1.42332e+18  6.63211e-20  1.56833e-06  7.55786e+05  2.53926e-01  0.00000e+00
0023  1.44071e+18  6.37057e-20  1.51516e-06  7.69084e+05  2.60934e-01  0.00000e+00
0024  1.45811e+18  6.11562e-20  1.46627e-06  7.81200e+05  2.67683e-01  0.00000e+00
0025  1.47550e+18  5.87235e-20  1.41981e-06  7.94929e+05  2.74182e-01  0.00000e+00
0026  1.49289e+18  5.64670e-20  1.37642e-06  8.07508e+05  2.80449e-01  0.00000e+00
0027  1.51028e+18  5.43737e-20  1.33585e-06  8.18661e+05  2.86484e-01  0.00000e+00
0028  1.52767e+18  5.25021e-20  1.29860e-06  8.26652e+05  2.92365e-01  0.00000e+00
0029  1.54507e+18  5.09749e-20  1.26570e-06  7.96681e+05  2.97865e-01  0.00000e+00
0030  1.56246e+18  1.75037e-20  1.30733e-06  2.04762e+06  3.04105e-01  0.00000e+00
0031  1.57985e+18  8.16128e-21  1.03524e-06  5.39446e+06  3.08704e-01  0.00000e+00
0032  1.59724e+18  6.05800e-21  9.80468e-07  6.75781e+06  3.12698e-01  0.00000e+00
