# Athena++ data at time=1.120000e+12  cycle=84141086  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.07548e+18  2.40946e-18  1.00596e-05 -4.87328e+05  1.38461e-09  0.00000e+00
0003  1.09287e+18  1.11555e-18  6.13139e-06  1.24614e+05  1.02791e-02  0.00000e+00
0004  1.11027e+18  7.13110e-19  4.84694e-06  1.14267e+05  2.69467e-02  0.00000e+00
0005  1.12766e+18  4.75528e-19  4.06029e-06  1.64293e+05  5.08223e-02  0.00000e+00
0006  1.14505e+18  3.10518e-19  3.55536e-06  3.19540e+05  7.83582e-02  0.00000e+00
0007  1.16244e+18  1.84636e-19  3.20099e-06  6.01978e+05  1.02344e-01  0.00000e+00
0008  1.17983e+18  1.54009e-19  2.93257e-06  7.85039e+05  1.24607e-01  0.00000e+00
0009  1.19723e+18  1.38071e-19  2.75646e-06  8.66369e+05  1.46657e-01  0.00000e+00
0010  1.21462e+18  1.26512e-19  2.59776e-06  9.36486e+05  1.68712e-01  0.00000e+00
0011  1.23201e+18  1.17684e-19  2.45987e-06  9.87341e+05  1.90658e-01  0.00000e+00
0012  1.24940e+18  1.09876e-19  2.33630e-06  1.03548e+06  2.12088e-01  0.00000e+00
0013  1.26679e+18  1.02861e-19  2.22410e-06  1.08441e+06  2.32514e-01  0.00000e+00
0014  1.28419e+18  9.67112e-20  2.12265e-06  1.13193e+06  2.51475e-01  0.00000e+00
0015  1.30158e+18  9.13311e-20  2.02970e-06  1.18036e+06  2.68599e-01  0.00000e+00
0016  1.31897e+18  8.63804e-20  1.94378e-06  1.23245e+06  2.83631e-01  0.00000e+00
0017  1.33636e+18  8.19196e-20  1.86552e-06  1.28100e+06  2.96511e-01  0.00000e+00
0018  1.35375e+18  7.81298e-20  1.79692e-06  1.31319e+06  3.07372e-01  0.00000e+00
0019  1.37115e+18  7.51347e-20  1.73587e-06  1.33014e+06  3.16464e-01  0.00000e+00
0020  1.38854e+18  7.23581e-20  1.67815e-06  1.35015e+06  3.24038e-01  0.00000e+00
0021  1.40593e+18  6.89838e-20  1.61835e-06  1.39732e+06  3.30320e-01  0.00000e+00
0022  1.42332e+18  6.56284e-20  1.55686e-06  1.45362e+06  3.35549e-01  0.00000e+00
0023  1.44071e+18  6.31190e-20  1.50782e-06  1.47056e+06  3.40062e-01  0.00000e+00
0024  1.45811e+18  6.14633e-20  1.47020e-06  1.43627e+06  3.44229e-01  0.00000e+00
0025  1.47550e+18  5.99476e-20  1.43464e-06  1.40929e+06  3.48292e-01  0.00000e+00
0026  1.49289e+18  5.61681e-20  1.37213e-06  1.56548e+06  3.52205e-01  0.00000e+00
0027  1.51028e+18  4.00425e-20  1.26424e-06  1.86176e+06  3.56190e-01  0.00000e+00
0028  1.52767e+18  1.59906e-20  1.32743e-06  3.09963e+06  3.60834e-01  0.00000e+00
0029  1.54507e+18  8.22957e-21  1.09548e-06  6.04769e+06  3.64740e-01  0.00000e+00
0030  1.56246e+18  6.30251e-21  1.04461e-06  7.34000e+06  3.68130e-01  0.00000e+00
0031  1.57985e+18  5.30985e-21  9.99864e-07  8.41573e+06  3.71127e-01  0.00000e+00
0032  1.59724e+18  4.62334e-21  9.58088e-07  9.39962e+06  3.73883e-01  0.00000e+00
0033  1.61463e+18  4.08882e-21  9.17496e-07  1.03370e+07  3.76503e-01  0.00000e+00
0034  1.63203e+18  3.65381e-21  8.79268e-07  1.12358e+07  3.79047e-01  0.00000e+00
0035  1.64942e+18  3.29327e-21  8.43310e-07  1.21081e+07  3.81538e-01  0.00000e+00
0036  1.66681e+18  2.99290e-21  8.10171e-07  1.29496e+07  3.83979e-01  0.00000e+00
0037  1.68420e+18  2.74174e-21  7.79768e-07  1.37561e+07  3.86359e-01  0.00000e+00
0038  1.70160e+18  2.52970e-21  7.51935e-07  1.45255e+07  3.88667e-01  0.00000e+00
0039  1.71899e+18  2.34806e-21  7.26119e-07  1.52635e+07  3.90888e-01  0.00000e+00
0040  1.73638e+18  2.19110e-21  7.01985e-07  1.59705e+07  3.93007e-01  0.00000e+00
0041  1.75377e+18  2.05472e-21  6.79396e-07  1.66436e+07  3.95011e-01  0.00000e+00
