# Athena++ data at time=9.070000e+12  cycle=681392534  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.07548e+18  2.40946e-18  1.00596e-05 -4.92542e+05  1.38461e-09  0.00000e+00
0003  1.09287e+18  1.08520e-18  6.04981e-06  1.38985e+05  1.95001e-02  0.00000e+00
0004  1.11027e+18  6.83534e-19  4.76034e-06  1.40995e+05  4.26708e-02  0.00000e+00
0005  1.12766e+18  4.42670e-19  3.97184e-06  1.93013e+05  6.34445e-02  0.00000e+00
0006  1.14505e+18  2.80683e-19  3.50513e-06  2.86578e+05  8.16475e-02  0.00000e+00
0007  1.16244e+18  1.86360e-19  3.21216e-06  4.06759e+05  9.80527e-02  0.00000e+00
0008  1.17983e+18  1.61061e-19  2.98506e-06  4.64646e+05  1.13095e-01  0.00000e+00
0009  1.19723e+18  1.44511e-19  2.80992e-06  4.92681e+05  1.27119e-01  0.00000e+00
0010  1.21462e+18  1.30871e-19  2.65190e-06  5.27880e+05  1.40267e-01  0.00000e+00
0011  1.23201e+18  1.21762e-19  2.51011e-06  5.52767e+05  1.52634e-01  0.00000e+00
0012  1.24940e+18  1.13809e-19  2.38430e-06  5.73231e+05  1.64312e-01  0.00000e+00
0013  1.26679e+18  1.06545e-19  2.26859e-06  5.95738e+05  1.75361e-01  0.00000e+00
0014  1.28419e+18  1.00001e-19  2.16320e-06  6.17548e+05  1.85837e-01  0.00000e+00
0015  1.30158e+18  9.41708e-20  2.06671e-06  6.38387e+05  1.95788e-01  0.00000e+00
0016  1.31897e+18  8.90477e-20  1.97800e-06  6.57523e+05  2.05257e-01  0.00000e+00
0017  1.33636e+18  8.43701e-20  1.89643e-06  6.75798e+05  2.14284e-01  0.00000e+00
0018  1.35375e+18  8.00673e-20  1.82093e-06  6.93840e+05  2.22903e-01  0.00000e+00
0019  1.37115e+18  7.61232e-20  1.75120e-06  7.11221e+05  2.31147e-01  0.00000e+00
0020  1.38854e+18  7.29608e-20  1.68564e-06  7.24651e+05  2.39037e-01  0.00000e+00
0021  1.40593e+18  6.96307e-20  1.62584e-06  7.38974e+05  2.46607e-01  0.00000e+00
0022  1.42332e+18  6.63936e-20  1.56911e-06  7.56674e+05  2.53876e-01  0.00000e+00
0023  1.44071e+18  6.37681e-20  1.51595e-06  7.69898e+05  2.60860e-01  0.00000e+00
0024  1.45811e+18  6.12183e-20  1.46703e-06  7.81902e+05  2.67587e-01  0.00000e+00
0025  1.47550e+18  5.87878e-20  1.42057e-06  7.95415e+05  2.74068e-01  0.00000e+00
0026  1.49289e+18  5.65324e-20  1.37718e-06  8.07812e+05  2.80326e-01  0.00000e+00
0027  1.51028e+18  5.44403e-20  1.33659e-06  8.18811e+05  2.86360e-01  0.00000e+00
0028  1.52767e+18  5.25670e-20  1.29930e-06  8.26648e+05  2.92250e-01  0.00000e+00
0029  1.54507e+18  5.10388e-20  1.26638e-06  7.96502e+05  2.97773e-01  0.00000e+00
0030  1.56246e+18  1.75297e-20  1.30804e-06  2.04662e+06  3.04027e-01  0.00000e+00
0031  1.57985e+18  8.17250e-21  1.03584e-06  5.39218e+06  3.08632e-01  0.00000e+00
0032  1.59724e+18  6.06533e-21  9.80998e-07  6.75580e+06  3.12630e-01  0.00000e+00
0033  1.61463e+18  5.03394e-21  9.36439e-07  7.84130e+06  3.16291e-01  0.00000e+00
0034  1.63203e+18  4.34995e-21  8.95881e-07  8.83443e+06  3.19698e-01  0.00000e+00
0035  1.64942e+18  3.83721e-21  8.57537e-07  9.78608e+06  3.22878e-01  0.00000e+00
0036  1.66681e+18  3.43189e-21  8.21464e-07  1.07040e+07  3.25848e-01  0.00000e+00
0037  1.68420e+18  3.10206e-21  7.87349e-07  1.15923e+07  3.28620e-01  0.00000e+00
0038  1.70160e+18  2.82920e-21  7.55297e-07  1.24469e+07  3.31208e-01  0.00000e+00
0039  1.71899e+18  2.60083e-21  7.25273e-07  1.32641e+07  3.33623e-01  0.00000e+00
0040  1.73638e+18  2.40660e-21  6.97276e-07  1.40452e+07  3.35879e-01  0.00000e+00
0041  1.75377e+18  2.23835e-21  6.70805e-07  1.48001e+07  3.37985e-01  0.00000e+00
0042  1.77116e+18  2.09128e-21  6.45759e-07  1.55293e+07  3.39951e-01  0.00000e+00
0043  1.78856e+18  1.96192e-21  6.22142e-07  1.62312e+07  3.41786e-01  0.00000e+00
0044  1.80595e+18  1.84716e-21  5.99872e-07  1.69073e+07  3.43497e-01  0.00000e+00
0045  1.82334e+18  1.74453e-21  5.78776e-07  1.75607e+07  3.45093e-01  0.00000e+00
0046  1.84073e+18  1.65238e-21  5.58851e-07  1.81902e+07  3.46580e-01  0.00000e+00
0047  1.85813e+18  1.56925e-21  5.40051e-07  1.87959e+07  3.47966e-01  0.00000e+00
0050  1.87552e+18  1.49399e-21  5.22326e-07  1.93776e+07  3.49257e-01  0.00000e+00
0051  1.89291e+18  1.42537e-21  5.05586e-07  1.99380e+07  3.50461e-01  0.00000e+00
0052  1.91030e+18  1.36217e-21  4.89584e-07  2.04841e+07  3.51583e-01  0.00000e+00
