# Athena++ data at time=7.480000e+12  cycle=561942245  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002  1.07548e+18  2.40946e-18  1.00596e-05 -4.92605e+05  1.38461e-09  0.00000e+00
0003  1.09287e+18  1.08522e-18  6.04987e-06  1.38860e+05  1.95154e-02  0.00000e+00
0004  1.11027e+18  6.83551e-19  4.76039e-06  1.40814e+05  4.26877e-02  0.00000e+00
0005  1.12766e+18  4.42659e-19  3.97180e-06  1.92775e+05  6.34609e-02  0.00000e+00
0006  1.14505e+18  2.80668e-19  3.50510e-06  2.86243e+05  8.16686e-02  0.00000e+00
0007  1.16244e+18  1.86354e-19  3.21212e-06  4.06307e+05  9.80836e-02  0.00000e+00
0008  1.17983e+18  1.61056e-19  2.98503e-06  4.64133e+05  1.13136e-01  0.00000e+00
0009  1.19723e+18  1.44505e-19  2.80987e-06  4.92169e+05  1.27166e-01  0.00000e+00
0010  1.21462e+18  1.30865e-19  2.65183e-06  5.27356e+05  1.40317e-01  0.00000e+00
0011  1.23201e+18  1.21756e-19  2.51003e-06  5.52238e+05  1.52683e-01  0.00000e+00
0012  1.24940e+18  1.13802e-19  2.38421e-06  5.72715e+05  1.64356e-01  0.00000e+00
0013  1.26679e+18  1.06537e-19  2.26849e-06  5.95234e+05  1.75398e-01  0.00000e+00
0014  1.28419e+18  9.99916e-20  2.16309e-06  6.17061e+05  1.85864e-01  0.00000e+00
0015  1.30158e+18  9.41617e-20  2.06659e-06  6.37916e+05  1.95807e-01  0.00000e+00
0016  1.31897e+18  8.90379e-20  1.97788e-06  6.57074e+05  2.05268e-01  0.00000e+00
0017  1.33636e+18  8.43596e-20  1.89629e-06  6.75377e+05  2.14290e-01  0.00000e+00
0018  1.35375e+18  8.00562e-20  1.82080e-06  6.93447e+05  2.22906e-01  0.00000e+00
0019  1.37115e+18  7.61118e-20  1.75106e-06  7.10861e+05  2.31149e-01  0.00000e+00
0020  1.38854e+18  7.29541e-20  1.68549e-06  7.24280e+05  2.39041e-01  0.00000e+00
0021  1.40593e+18  6.96185e-20  1.62570e-06  7.38652e+05  2.46615e-01  0.00000e+00
0022  1.42332e+18  6.63792e-20  1.56896e-06  7.56445e+05  2.53888e-01  0.00000e+00
0023  1.44071e+18  6.37558e-20  1.51579e-06  7.69684e+05  2.60877e-01  0.00000e+00
0024  1.45811e+18  6.12060e-20  1.46688e-06  7.81714e+05  2.67608e-01  0.00000e+00
0025  1.47550e+18  5.87750e-20  1.42042e-06  7.95275e+05  2.74093e-01  0.00000e+00
