# Athena++ data at time=6.160000e+12  cycle=513046304  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35470.1 1.33464e-09 0 
2 1.01366e+18 2.43484e-18 1.05432e-05 45710.4 0.00378313 0 
3 1.01569e+18 2.296e-18 1.00941e-05 41686.1 0.00904968 0 
4 1.01773e+18 2.1648e-18 9.67432e-06 43622 0.0145483 0 
5 1.01977e+18 2.04209e-18 9.28453e-06 45843.5 0.0199175 0 
6 1.02181e+18 1.92706e-18 8.91842e-06 48359.6 0.0250846 0 
7 1.02384e+18 1.81659e-18 8.57474e-06 51071.4 0.0300614 0 
8 1.02588e+18 1.70977e-18 8.25234e-06 54057.9 0.0348672 0 
9 1.02792e+18 1.61159e-18 7.94965e-06 57138 0.0395089 0 
10 1.02996e+18 1.51787e-18 7.66584e-06 60413.7 0.0439859 0 
11 1.03199e+18 1.43248e-18 7.399e-06 63787.7 0.0482994 0 
12 1.03403e+18 1.35162e-18 7.14839e-06 67315.4 0.0524556 0 
13 1.03607e+18 1.274e-18 6.91282e-06 71133.1 0.0564641 0 
14 1.03811e+18 1.1978e-18 6.69202e-06 75348 0.0603356 0 
15 1.04014e+18 1.12543e-18 6.48516e-06 79882.7 0.0640804 0 
16 1.04218e+18 1.06111e-18 6.29136e-06 84439.6 0.0677079 0 
17 1.04422e+18 1.01351e-18 6.10725e-06 88155.6 0.0712252 0 
18 1.04626e+18 9.60368e-19 5.93451e-06 92404.1 0.0746392 0 
19 1.04829e+18 9.10942e-19 5.7698e-06 97234.4 0.0779546 0 
20 1.05033e+18 8.65015e-19 5.61467e-06 101965 0.0811764 0 
21 1.05237e+18 8.19676e-19 5.46804e-06 107142 0.0843091 0 
22 1.05441e+18 7.74341e-19 5.32995e-06 112944 0.0873574 0 
23 1.05644e+18 7.37028e-19 5.19869e-06 118399 0.090325 0 
24 1.05848e+18 7.01867e-19 5.07505e-06 123713 0.0932161 0 
25 1.06052e+18 6.67004e-19 4.95756e-06 129664 0.0960342 0 
26 1.06256e+18 6.33407e-19 4.84627e-06 136039 0.0987826 0 
27 1.06459e+18 6.02637e-19 4.74065e-06 142509 0.101465 0 
28 1.06663e+18 5.72081e-19 4.64094e-06 149462 0.104084 0 
29 1.06867e+18 5.40479e-19 4.54679e-06 157523 0.106644 0 
30 1.07071e+18 5.09944e-19 4.45803e-06 166314 0.109149 0 
31 1.07274e+18 4.84768e-19 4.37385e-06 174487 0.111602 0 
32 1.07478e+18 4.63726e-19 4.29412e-06 181732 0.114005 0 
33 1.07682e+18 4.42317e-19 4.21864e-06 189625 0.116363 0 
