# Athena++ data at time=6.670000e+12  cycle=555520791  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35794.5 1.33464e-09 0 
2 1.01366e+18 2.43479e-18 1.05431e-05 45369.1 0.00383551 0 
3 1.01569e+18 2.29596e-18 1.0094e-05 41313.3 0.00915452 0 
4 1.01773e+18 2.16475e-18 9.67418e-06 43230.1 0.0146803 0 
5 1.01977e+18 2.04203e-18 9.28435e-06 45430.2 0.0200761 0 
6 1.02181e+18 1.92698e-18 8.9182e-06 47921.3 0.0252775 0 
7 1.02384e+18 1.8165e-18 8.57449e-06 50605.6 0.0302816 0 
8 1.02588e+18 1.70967e-18 8.25205e-06 53561.5 0.0350968 0 
9 1.02792e+18 1.61148e-18 7.94933e-06 56608.7 0.0397323 0 
10 1.02996e+18 1.51775e-18 7.6655e-06 59849.7 0.0441962 0 
11 1.03199e+18 1.43236e-18 7.39864e-06 63186.7 0.0484953 0 
12 1.03403e+18 1.35148e-18 7.148e-06 66675.8 0.0526372 0 
13 1.03607e+18 1.27386e-18 6.91242e-06 70451.8 0.0566311 0 
14 1.03811e+18 1.19764e-18 6.6916e-06 74620.9 0.0604881 0 
15 1.04014e+18 1.12527e-18 6.48473e-06 79104.9 0.0642191 0 
16 1.04218e+18 1.06094e-18 6.29092e-06 83611.6 0.0678345 0 
17 1.04422e+18 1.01337e-18 6.1068e-06 87282.3 0.0713408 0 
18 1.04626e+18 9.60211e-19 5.93404e-06 91483 0.0747448 0 
19 1.04829e+18 9.10796e-19 5.76933e-06 96258.2 0.0780509 0 
20 1.05033e+18 8.6486e-19 5.6142e-06 100935 0.0812642 0 
21 1.05237e+18 8.1951e-19 5.46756e-06 106055 0.0843889 0 
22 1.05441e+18 7.74162e-19 5.32948e-06 111792 0.0874301 0 
23 1.05644e+18 7.36885e-19 5.19822e-06 117182 0.0903916 0 
24 1.05848e+18 7.01719e-19 5.07458e-06 122435 0.093278 0 
25 1.06052e+18 6.66847e-19 4.95709e-06 128322 0.0960933 0 
26 1.06256e+18 6.33255e-19 4.84581e-06 134628 0.0988415 0 
27 1.06459e+18 6.02488e-19 4.7402e-06 141028 0.101526 0 
28 1.06663e+18 5.71921e-19 4.6405e-06 147909 0.104151 0 
29 1.06867e+18 5.40303e-19 4.54636e-06 155892 0.10672 0 
30 1.07071e+18 5.09791e-19 4.45761e-06 164591 0.109236 0 
31 1.07274e+18 4.8465e-19 4.37345e-06 172668 0.111703 0 
32 1.07478e+18 4.63605e-19 4.29373e-06 179840 0.114121 0 
33 1.07682e+18 4.42184e-19 4.21826e-06 187661 0.116495 0 
34 1.07886e+18 4.19447e-19 4.14631e-06 197083 0.118825 0 
35 1.08089e+18 3.95956e-19 4.07824e-06 208057 0.121115 0 
36 1.08293e+18 3.72221e-19 4.01398e-06 220596 0.123366 0 
37 1.08497e+18 3.45164e-19 3.95486e-06 236593 0.12558 0 
38 1.08701e+18 3.15903e-19 3.9003e-06 256964 0.127761 0 
39 1.08904e+18 2.97349e-19 3.84621e-06 273942 0.129908 0 
40 1.09108e+18 2.78843e-19 3.80031e-06 289702 0.132027 0 
41 1.09312e+18 2.58631e-19 3.75571e-06 310955 0.134118 0 
42 1.09516e+18 2.40816e-19 3.71341e-06 333097 0.136183 0 
43 1.09719e+18 2.25917e-19 3.67509e-06 353212 0.138225 0 
44 1.09923e+18 2.15756e-19 3.63843e-06 368463 0.140243 0 
45 1.10127e+18 2.11398e-19 3.60274e-06 375815 0.14224 0 
46 1.10331e+18 2.07547e-19 3.57008e-06 380569 0.144216 0 
47 1.10534e+18 2.03657e-19 3.53712e-06 386498 0.146173 0 
48 1.10738e+18 1.99907e-19 3.50498e-06 392336 0.148109 0 
49 1.10942e+18 1.96278e-19 3.47356e-06 398149 0.150026 0 
50 1.11146e+18 1.92761e-19 3.44281e-06 403959 0.151925 0 
51 1.11349e+18 1.89356e-19 3.41272e-06 409742 0.153805 0 
52 1.11553e+18 1.86193e-19 3.3832e-06 415280 0.155667 0 
53 1.11757e+18 1.83242e-19 3.35432e-06 420486 0.157511 0 
54 1.11961e+18 1.80377e-19 3.32603e-06 425635 0.159338 0 
55 1.12164e+18 1.77585e-19 3.29823e-06 430822 0.161148 0 
56 1.12368e+18 1.74869e-19 3.27096e-06 435994 0.162941 0 
57 1.12572e+18 1.72225e-19 3.2442e-06 441154 0.164718 0 
58 1.12776e+18 1.69652e-19 3.21792e-06 446303 0.166479 0 
59 1.12979e+18 1.67145e-19 3.19213e-06 451439 0.168225 0 
60 1.13183e+18 1.64704e-19 3.16679e-06 456559 0.169955 0 
61 1.13387e+18 1.62326e-19 3.14191e-06 461663 0.17167 0 
62 1.13591e+18 1.60009e-19 3.11747e-06 466745 0.17337 0 
63 1.13794e+18 1.57753e-19 3.09348e-06 471789 0.175055 0 
64 1.13998e+18 1.55623e-19 3.06988e-06 476636 0.176726 0 
65 1.14202e+18 1.53679e-19 3.04665e-06 481071 0.178383 0 
66 1.14406e+18 1.51789e-19 3.02391e-06 485347 0.180027 0 
67 1.14609e+18 1.49932e-19 3.00145e-06 489703 0.181656 0 
68 1.14813e+18 1.48111e-19 2.97932e-06 494069 0.183273 0 
69 1.15017e+18 1.45986e-19 2.95788e-06 499082 0.184876 0 
70 1.15221e+18 1.44548e-19 2.93599e-06 503046 0.186466 0 
71 1.15424e+18 1.43203e-19 2.91525e-06 505699 0.188044 0 
