# Athena++ data at time=5.600000e+12  cycle=466407651  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35350.8 1.33464e-09 0 
2 1.01366e+18 2.43481e-18 1.05431e-05 45852.7 0.00380661 0 
3 1.01569e+18 2.29594e-18 1.0094e-05 41835.1 0.00912371 0 
4 1.01773e+18 2.16471e-18 9.67406e-06 43773 0.0146609 0 
5 1.01977e+18 2.04199e-18 9.28422e-06 45995.7 0.0200421 0 
6 1.02181e+18 1.92694e-18 8.91806e-06 48511.3 0.025203 0 
7 1.02384e+18 1.81646e-18 8.57435e-06 51220.7 0.0301624 0 
8 1.02588e+18 1.70962e-18 8.25191e-06 54202.6 0.0349412 0 
9 1.02792e+18 1.61144e-18 7.9492e-06 57275.6 0.0395488 0 
10 1.02996e+18 1.5177e-18 7.66537e-06 60542.5 0.0439903 0 
11 1.03199e+18 1.43231e-18 7.39851e-06 63905.3 0.0482723 0 
12 1.03403e+18 1.35145e-18 7.14789e-06 67420.3 0.0524032 0 
13 1.03607e+18 1.27382e-18 6.91232e-06 71223.5 0.0563917 0 
14 1.03811e+18 1.19761e-18 6.69151e-06 75421.2 0.0602471 0 
15 1.04014e+18 1.12525e-18 6.48466e-06 79935.6 0.0639787 0 
16 1.04218e+18 1.06092e-18 6.29086e-06 84471.3 0.0675966 0 
17 1.04422e+18 1.01335e-18 6.10676e-06 88163.9 0.0711084 0 
18 1.04626e+18 9.60207e-19 5.93403e-06 92389.3 0.0745216 0 
19 1.04829e+18 9.10795e-19 5.76933e-06 97195.4 0.0778406 0 
20 1.05033e+18 8.64866e-19 5.61421e-06 101901 0.0810697 0 
21 1.05237e+18 8.19522e-19 5.4676e-06 107053 0.0842122 0 
22 1.05441e+18 7.74179e-19 5.32952e-06 112825 0.0872714 0 
23 1.05644e+18 7.36902e-19 5.19828e-06 118247 0.0902505 0 
24 1.05848e+18 7.0174e-19 5.07465e-06 123532 0.093153 0 
25 1.06052e+18 6.66874e-19 4.95717e-06 129455 0.0959821 0 
26 1.06256e+18 6.33284e-19 4.8459e-06 135797 0.0987416 0 
27 1.06459e+18 6.02519e-19 4.74029e-06 142234 0.101435 0 
28 1.06663e+18 5.71958e-19 4.6406e-06 149155 0.104066 0 
29 1.06867e+18 5.40346e-19 4.54647e-06 157180 0.106638 0 
30 1.07071e+18 5.09832e-19 4.45772e-06 165927 0.109156 0 
31 1.07274e+18 4.84683e-19 4.37356e-06 174052 0.111622 0 
32 1.07478e+18 4.63641e-19 4.29385e-06 181262 0.114039 0 
33 1.07682e+18 4.42226e-19 4.21838e-06 189121 0.11641 0 
34 1.07886e+18 4.19492e-19 4.14643e-06 198591 0.118737 0 
35 1.08089e+18 3.96007e-19 4.07836e-06 209617 0.121023 0 
36 1.08293e+18 3.72273e-19 4.01408e-06 222217 0.12327 0 
37 1.08497e+18 3.45217e-19 3.95495e-06 238295 0.125479 0 
38 1.08701e+18 3.15936e-19 3.90039e-06 258788 0.127656 0 
39 1.08904e+18 2.97369e-19 3.84625e-06 275874 0.129799 0 
40 1.09108e+18 2.78864e-19 3.80034e-06 291707 0.131913 0 
41 1.09312e+18 2.58645e-19 3.75574e-06 313067 0.134 0 
42 1.09516e+18 2.40817e-19 3.71341e-06 335321 0.136061 0 
43 1.09719e+18 2.25915e-19 3.67508e-06 355517 0.138099 0 
44 1.09923e+18 2.15755e-19 3.63842e-06 370826 0.140115 0 
45 1.10127e+18 2.11396e-19 3.60273e-06 378198 0.142108 0 
46 1.10331e+18 2.07547e-19 3.57008e-06 382947 0.144083 0 
47 1.10534e+18 2.03659e-19 3.53713e-06 388871 0.146037 0 
48 1.10738e+18 1.9991e-19 3.505e-06 394697 0.147972 0 
49 1.10942e+18 1.96283e-19 3.47359e-06 400490 0.149888 0 
50 1.11146e+18 1.92769e-19 3.44286e-06 406272 0.151785 0 
51 1.11349e+18 1.89367e-19 3.4128e-06 412018 0.153663 0 
52 1.11553e+18 1.86207e-19 3.3833e-06 417515 0.155523 0 
53 1.11757e+18 1.83258e-19 3.35444e-06 422676 0.157365 0 
54 1.11961e+18 1.80398e-19 3.32618e-06 427770 0.15919 0 
55 1.12164e+18 1.7761e-19 3.29841e-06 432896 0.160998 0 
56 1.12368e+18 1.74897e-19 3.27118e-06 438000 0.162789 0 
57 1.12572e+18 1.72258e-19 3.24444e-06 443087 0.164565 0 
58 1.12776e+18 1.69688e-19 3.2182e-06 448156 0.166324 0 
59 1.12979e+18 1.67186e-19 3.19244e-06 453206 0.168068 0 
60 1.13183e+18 1.6475e-19 3.16714e-06 458236 0.169796 0 
61 1.13387e+18 1.62376e-19 3.14229e-06 463245 0.171509 0 
62 1.13591e+18 1.60064e-19 3.11789e-06 468229 0.173207 0 
63 1.13794e+18 1.57812e-19 3.09393e-06 473172 0.17489 0 
64 1.13998e+18 1.55678e-19 3.07037e-06 477935 0.176559 0 
65 1.14202e+18 1.53737e-19 3.04717e-06 482287 0.178213 0 
66 1.14406e+18 1.51851e-19 3.02445e-06 486460 0.179853 0 
67 1.14609e+18 1.49996e-19 3.00202e-06 490718 0.18148 0 
68 1.14813e+18 1.48179e-19 2.97992e-06 494983 0.183093 0 
69 1.15017e+18 1.46038e-19 2.95853e-06 499947 0.184693 0 
70 1.15221e+18 1.44601e-19 2.93665e-06 503870 0.18628 0 
