# Athena++ data at time=3.190000e+12  cycle=265695039  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -34914.9 1.33464e-09 0 
2 1.01366e+18 2.43465e-18 1.05426e-05 46388.9 0.00394015 0 
3 1.01569e+18 2.29564e-18 1.0093e-05 42391.9 0.00947706 0 
4 1.01773e+18 2.1643e-18 9.67279e-06 44335.4 0.0151849 0 
5 1.01977e+18 2.0415e-18 9.28267e-06 46560.8 0.020764 0 
6 1.02181e+18 1.92635e-18 8.91627e-06 49070.6 0.026198 0 
7 1.02384e+18 1.81577e-18 8.57234e-06 51764.1 0.0314233 0 
8 1.02588e+18 1.70885e-18 8.24971e-06 54718.8 0.0363732 0 
9 1.02792e+18 1.61063e-18 7.94684e-06 57751.9 0.0410608 0 
10 1.02996e+18 1.51683e-18 7.66289e-06 60970.3 0.0455587 0 
11 1.03199e+18 1.43144e-18 7.39593e-06 64274.3 0.0499298 0 
12 1.03403e+18 1.35054e-18 7.14524e-06 67725.4 0.0541926 0 
13 1.03607e+18 1.27286e-18 6.90962e-06 71460.4 0.05833 0 
14 1.03811e+18 1.19658e-18 6.6888e-06 75582 0.062318 0 
15 1.04014e+18 1.12431e-18 6.48196e-06 80008.4 0.0661445 0 
16 1.04218e+18 1.05995e-18 6.28819e-06 84457.4 0.0698142 0 
17 1.04422e+18 1.01249e-18 6.1041e-06 88054.1 0.0733358 0 
18 1.04626e+18 9.59328e-19 5.9314e-06 92183.4 0.0767221 0 
19 1.04829e+18 9.0998e-19 5.76673e-06 96884.1 0.0799848 0 
20 1.05033e+18 8.64024e-19 5.61164e-06 101477 0.0831365 0 
21 1.05237e+18 8.18639e-19 5.46505e-06 106504 0.0861899 0 
22 1.05441e+18 7.73238e-19 5.32703e-06 112124 0.0891586 0 
23 1.05644e+18 7.36153e-19 5.19583e-06 117363 0.0920532 0 
24 1.05848e+18 7.00974e-19 5.07225e-06 122479 0.0948838 0 
25 1.06052e+18 6.66071e-19 4.9548e-06 128232 0.0976582 0 
26 1.06256e+18 6.32515e-19 4.84358e-06 134373 0.100381 0 
27 1.06459e+18 6.01771e-19 4.73805e-06 140602 0.103055 0 
28 1.06663e+18 5.71167e-19 4.63843e-06 147316 0.105681 0 
29 1.06867e+18 5.39481e-19 4.54438e-06 155117 0.108257 0 
30 1.07071e+18 5.09085e-19 4.45571e-06 163583 0.110784 0 
31 1.07274e+18 4.84117e-19 4.37163e-06 171420 0.113258 0 
32 1.07478e+18 4.63055e-19 4.292e-06 178423 0.11568 0 
33 1.07682e+18 4.41589e-19 4.21657e-06 186098 0.118048 0 
34 1.07886e+18 4.18824e-19 4.14469e-06 195348 0.120363 0 
35 1.08089e+18 3.95241e-19 4.07672e-06 206155 0.122628 0 
36 1.08293e+18 3.71481e-19 4.01253e-06 218497 0.124846 0 
37 1.08497e+18 3.44377e-19 3.95353e-06 234261 0.127021 0 
38 1.08701e+18 3.15372e-19 3.89898e-06 254244 0.129159 0 
39 1.08904e+18 2.96796e-19 3.8451e-06 270931 0.131262 0 
40 1.09108e+18 2.78195e-19 3.79922e-06 286594 0.133335 0 
41 1.09312e+18 2.58078e-19 3.75464e-06 307552 0.135381 0 
42 1.09516e+18 2.40188e-19 3.71256e-06 329460 0.137403 0 
43 1.09719e+18 2.25526e-19 3.67414e-06 349179 0.139405 0 
44 1.09923e+18 2.15617e-19 3.63756e-06 363843 0.141386 0 
45 1.10127e+18 2.1127e-19 3.60194e-06 371015 0.143348 0 
46 1.10331e+18 2.07411e-19 3.56922e-06 375754 0.14529 0 
47 1.10534e+18 2.0352e-19 3.53625e-06 381615 0.147214 0 
48 1.10738e+18 1.99768e-19 3.50409e-06 387382 0.149119 0 
49 1.10942e+18 1.96138e-19 3.47266e-06 393120 0.151006 0 
50 1.11146e+18 1.92621e-19 3.4419e-06 398847 0.152874 0 
51 1.11349e+18 1.89216e-19 3.41182e-06 404535 0.154725 0 
52 1.11553e+18 1.86067e-19 3.38229e-06 409952 0.156558 0 
53 1.11757e+18 1.83118e-19 3.35342e-06 415040 0.158374 0 
54 1.11961e+18 1.80255e-19 3.32513e-06 420079 0.160174 0 
55 1.12164e+18 1.77465e-19 3.29735e-06 425137 0.16196 0 
56 1.12368e+18 1.74751e-19 3.27009e-06 430167 0.163733 0 
57 1.12572e+18 1.7211e-19 3.24335e-06 435172 0.165492 0 
58 1.12776e+18 1.6954e-19 3.21709e-06 440153 0.16724 0 
59 1.12979e+18 1.67037e-19 3.19132e-06 445108 0.168976 0 
60 1.13183e+18 1.646e-19 3.16601e-06 450035 0.1707 0 
61 1.13387e+18 1.62227e-19 3.14116e-06 454934 0.172412 0 
62 1.13591e+18 1.59915e-19 3.11676e-06 459799 0.174113 0 
63 1.13794e+18 1.57664e-19 3.0928e-06 464614 0.175803 0 
64 1.13998e+18 1.55549e-19 3.06923e-06 469212 0.177481 0 
65 1.14202e+18 1.53611e-19 3.04605e-06 473417 0.179147 0 
66 1.14406e+18 1.51725e-19 3.02333e-06 477479 0.180802 0 
67 1.14609e+18 1.49872e-19 3.00092e-06 481603 0.182446 0 
68 1.14813e+18 1.48056e-19 2.97883e-06 485726 0.184079 0 
69 1.15017e+18 1.45949e-19 2.95742e-06 490472 0.1857 0 
70 1.15221e+18 1.44516e-19 2.93559e-06 494219 0.18731 0 
71 1.15424e+18 1.43173e-19 2.91487e-06 496708 0.188909 0 
72 1.15628e+18 1.41822e-19 2.8941e-06 499643 0.190497 0 
73 1.15832e+18 1.40495e-19 2.87364e-06 502518 0.192073 0 
74 1.16036e+18 1.39186e-19 2.85344e-06 505392 0.193638 0 
75 1.16239e+18 1.37895e-19 2.8335e-06 508264 0.195192 0 
76 1.16443e+18 1.36622e-19 2.81382e-06 511132 0.196735 0 
77 1.16647e+18 1.35366e-19 2.79438e-06 513996 0.198266 0 
78 1.16851e+18 1.34128e-19 2.77519e-06 516857 0.199786 0 
79 1.17054e+18 1.32906e-19 2.75624e-06 519714 0.201294 0 
80 1.17258e+18 1.31702e-19 2.73752e-06 522568 0.20279 0 
81 1.17462e+18 1.30513e-19 2.71904e-06 525418 0.204276 0 
82 1.17666e+18 1.29341e-19 2.70078e-06 528264 0.205749 0 
83 1.17869e+18 1.28184e-19 2.68276e-06 531106 0.207211 0 
84 1.18073e+18 1.27044e-19 2.66495e-06 533945 0.208662 0 
85 1.18277e+18 1.25918e-19 2.64736e-06 536779 0.210101 0 
86 1.18481e+18 1.24807e-19 2.62998e-06 539609 0.211529 0 
87 1.18684e+18 1.23711e-19 2.61282e-06 542434 0.212946 0 
88 1.18888e+18 1.2263e-19 2.59587e-06 545255 0.214351 0 
89 1.19092e+18 1.21563e-19 2.57911e-06 548071 0.215745 0 
90 1.19296e+18 1.2051e-19 2.56256e-06 550882 0.217128 0 
91 1.19499e+18 1.19471e-19 2.54621e-06 553688 0.2185 0 
92 1.19703e+18 1.18445e-19 2.53006e-06 556488 0.219861 0 
93 1.19907e+18 1.17433e-19 2.51409e-06 559282 0.221213 0 
94 1.20111e+18 1.16435e-19 2.49832e-06 562070 0.222554 0 
95 1.20314e+18 1.15449e-19 2.48273e-06 564851 0.223886 0 
96 1.20518e+18 1.14476e-19 2.46733e-06 567626 0.225207 0 
97 1.20722e+18 1.13515e-19 2.45211e-06 570394 0.226519 0 
