# Athena++ data at time=4.780000e+12  cycle=398115358  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35633.7 1.33464e-09 0 
2 1.01366e+18 2.43484e-18 1.05432e-05 45530.1 0.003804 0 
3 1.01569e+18 2.29601e-18 1.00942e-05 41489.4 0.00911322 0 
4 1.01773e+18 2.16482e-18 9.67439e-06 43414.1 0.0146655 0 
5 1.01977e+18 2.04212e-18 9.28462e-06 45622.7 0.0200789 0 
6 1.02181e+18 1.92709e-18 8.91852e-06 48123.7 0.025272 0 
7 1.02384e+18 1.81663e-18 8.57486e-06 50818.5 0.030263 0 
8 1.02588e+18 1.70982e-18 8.25247e-06 53785.8 0.0350816 0 
9 1.02792e+18 1.61164e-18 7.94979e-06 56845.3 0.0397396 0 
10 1.02996e+18 1.51792e-18 7.666e-06 60098.6 0.0442356 0 
11 1.03199e+18 1.43254e-18 7.39917e-06 63448.6 0.0485664 0 
12 1.03403e+18 1.35168e-18 7.14857e-06 66950.9 0.0527342 0 
13 1.03607e+18 1.27407e-18 6.91302e-06 70740.3 0.0567466 0 
14 1.03811e+18 1.19788e-18 6.69222e-06 74923.3 0.0606143 0 
15 1.04014e+18 1.1255e-18 6.48538e-06 79424 0.064349 0 
16 1.04218e+18 1.06119e-18 6.29158e-06 83945.9 0.0679623 0 
17 1.04422e+18 1.01359e-18 6.10749e-06 87630.4 0.0714633 0 
18 1.04626e+18 9.6045e-19 5.93475e-06 91845 0.0748612 0 
19 1.04829e+18 9.11024e-19 5.77006e-06 96636.7 0.0781621 0 
20 1.05033e+18 8.65103e-19 5.61494e-06 101328 0.0813719 0 
21 1.05237e+18 8.19771e-19 5.46832e-06 106462 0.084495 0 
22 1.05441e+18 7.74445e-19 5.33023e-06 112215 0.0875358 0 
23 1.05644e+18 7.37117e-19 5.19898e-06 117626 0.0904971 0 
24 1.05848e+18 7.01959e-19 5.07534e-06 122897 0.0933824 0 
25 1.06052e+18 6.67103e-19 4.95785e-06 128796 0.0961946 0 
26 1.06256e+18 6.33505e-19 4.84656e-06 135118 0.098937 0 
27 1.06459e+18 6.02735e-19 4.74094e-06 141535 0.101613 0 
28 1.06663e+18 5.72187e-19 4.64123e-06 148428 0.104226 0 
29 1.06867e+18 5.40596e-19 4.54707e-06 156420 0.10678 0 
30 1.07071e+18 5.1005e-19 4.45832e-06 165140 0.10928 0 
31 1.07274e+18 4.84853e-19 4.37414e-06 173252 0.111727 0 
32 1.07478e+18 4.63817e-19 4.29441e-06 180435 0.114126 0 
33 1.07682e+18 4.42417e-19 4.21893e-06 188251 0.11648 0 
34 1.07886e+18 4.19696e-19 4.14697e-06 197673 0.11879 0 
35 1.08089e+18 3.96243e-19 4.07887e-06 208639 0.121059 0 
36 1.08293e+18 3.7252e-19 4.01458e-06 221177 0.123291 0 
37 1.08497e+18 3.45455e-19 3.95544e-06 237209 0.125486 0 
38 1.08701e+18 3.16115e-19 3.90084e-06 257667 0.12765 0 
39 1.08904e+18 2.97575e-19 3.84667e-06 274686 0.129782 0 
40 1.09108e+18 2.79099e-19 3.80075e-06 290426 0.131886 0 
41 1.09312e+18 2.58844e-19 3.75614e-06 311726 0.133963 0 
42 1.09516e+18 2.4105e-19 3.71373e-06 333893 0.136016 0 
43 1.09719e+18 2.26061e-19 3.67544e-06 354095 0.138045 0 
44 1.09923e+18 2.15807e-19 3.63875e-06 369520 0.140054 0 
45 1.10127e+18 2.11443e-19 3.60303e-06 376913 0.14204 0 
46 1.10331e+18 2.07595e-19 3.57038e-06 381649 0.144008 0 
47 1.10534e+18 2.03705e-19 3.53742e-06 387571 0.145956 0 
48 1.10738e+18 1.99954e-19 3.50529e-06 393395 0.147885 0 
49 1.10942e+18 1.96326e-19 3.47387e-06 399186 0.149795 0 
50 1.11146e+18 1.92811e-19 3.44313e-06 404968 0.151687 0 
51 1.11349e+18 1.89408e-19 3.41306e-06 410715 0.153561 0 
52 1.11553e+18 1.86242e-19 3.38356e-06 416219 0.155417 0 
53 1.11757e+18 1.83293e-19 3.35469e-06 421384 0.157256 0 
54 1.11961e+18 1.80431e-19 3.32642e-06 426477 0.159077 0 
55 1.12164e+18 1.77642e-19 3.29865e-06 431603 0.160882 0 
56 1.12368e+18 1.74929e-19 3.27141e-06 436707 0.162671 0 
57 1.12572e+18 1.72289e-19 3.24467e-06 441794 0.164443 0 
58 1.12776e+18 1.69718e-19 3.21843e-06 446863 0.1662 0 
59 1.12979e+18 1.67216e-19 3.19266e-06 451912 0.167941 0 
60 1.13183e+18 1.64778e-19 3.16736e-06 456942 0.169667 0 
61 1.13387e+18 1.62404e-19 3.14251e-06 461951 0.171378 0 
62 1.13591e+18 1.60091e-19 3.1181e-06 466934 0.173075 0 
63 1.13794e+18 1.57839e-19 3.09414e-06 471877 0.174757 0 
64 1.13998e+18 1.55702e-19 3.07057e-06 476647 0.176424 0 
65 1.14202e+18 1.5376e-19 3.04737e-06 481003 0.178077 0 
66 1.14406e+18 1.51874e-19 3.02466e-06 485175 0.179717 0 
67 1.14609e+18 1.5002e-19 3.00223e-06 489432 0.181342 0 
68 1.14813e+18 1.48202e-19 2.98013e-06 493698 0.182954 0 
69 1.15017e+18 1.46055e-19 2.95874e-06 498673 0.184553 0 
70 1.15221e+18 1.44618e-19 2.93686e-06 502604 0.186139 0 
71 1.15424e+18 1.43276e-19 2.91615e-06 505168 0.187712 0 
72 1.15628e+18 1.41925e-19 2.89537e-06 508213 0.189273 0 
73 1.15832e+18 1.40597e-19 2.87491e-06 511197 0.190822 0 
74 1.16036e+18 1.39287e-19 2.8547e-06 514182 0.192358 0 
75 1.16239e+18 1.37996e-19 2.83475e-06 517167 0.193883 0 
76 1.16443e+18 1.36722e-19 2.81506e-06 520150 0.195396 0 
77 1.16647e+18 1.35465e-19 2.79561e-06 523130 0.196898 0 
78 1.16851e+18 1.34226e-19 2.7764e-06 526109 0.198389 0 
79 1.17054e+18 1.33004e-19 2.75744e-06 529086 0.199868 0 
80 1.17258e+18 1.31798e-19 2.73871e-06 532060 0.201335 0 
81 1.17462e+18 1.30609e-19 2.72021e-06 535032 0.202792 0 
82 1.17666e+18 1.29435e-19 2.70194e-06 538002 0.204237 0 
83 1.17869e+18 1.28278e-19 2.6839e-06 540970 0.205671 0 
84 1.18073e+18 1.27136e-19 2.66607e-06 543935 0.207094 0 
85 1.18277e+18 1.26009e-19 2.64847e-06 546898 0.208506 0 
86 1.18481e+18 1.24897e-19 2.63108e-06 549858 0.209907 0 
87 1.18684e+18 1.238e-19 2.6139e-06 552816 0.211298 0 
88 1.18888e+18 1.22717e-19 2.59692e-06 555771 0.212678 0 
89 1.19092e+18 1.21649e-19 2.58015e-06 558724 0.214048 0 
90 1.19296e+18 1.20594e-19 2.56358e-06 561674 0.215408 0 
91 1.19499e+18 1.19554e-19 2.54721e-06 564620 0.216758 0 
92 1.19703e+18 1.18526e-19 2.53104e-06 567564 0.218099 0 
93 1.19907e+18 1.17513e-19 2.51505e-06 570505 0.21943 0 
94 1.20111e+18 1.16512e-19 2.49925e-06 573442 0.220751 0 
95 1.20314e+18 1.15524e-19 2.48364e-06 576376 0.222063 0 
96 1.20518e+18 1.14549e-19 2.46821e-06 579306 0.223366 0 
97 1.20722e+18 1.13587e-19 2.45297e-06 582233 0.22466 0 
98 1.20926e+18 1.12637e-19 2.43789e-06 585155 0.225945 0 
99 1.21129e+18 1.11699e-19 2.423e-06 588074 0.227222 0 
100 1.21333e+18 1.10772e-19 2.40827e-06 590987 0.22849 0 
101 1.21537e+18 1.09858e-19 2.39372e-06 593893 0.229749 0 
102 1.21741e+18 1.08956e-19 2.37934e-06 596783 0.231 0 
103 1.21944e+18 1.08092e-19 2.36511e-06 599554 0.232242 0 
104 1.22148e+18 1.07262e-19 2.35105e-06 602167 0.233477 0 
105 1.22352e+18 1.06443e-19 2.33716e-06 604754 0.234703 0 
106 1.22556e+18 1.05632e-19 2.32341e-06 607359 0.235922 0 
107 1.22759e+18 1.04831e-19 2.30982e-06 609958 0.237133 0 
108 1.22963e+18 1.04038e-19 2.29636e-06 612554 0.238336 0 
109 1.23167e+18 1.03254e-19 2.28305e-06 615146 0.239532 0 
110 1.23371e+18 1.0248e-19 2.26989e-06 617734 0.24072 0 
111 1.23574e+18 1.01714e-19 2.25686e-06 620318 0.2419 0 
112 1.23778e+18 1.00956e-19 2.24398e-06 622898 0.243073 0 
113 1.23982e+18 1.00207e-19 2.23123e-06 625475 0.244239 0 
114 1.24186e+18 9.94664e-20 2.21861e-06 628047 0.245398 0 
115 1.24389e+18 9.87339e-20 2.20613e-06 630616 0.24655 0 
116 1.24593e+18 9.80095e-20 2.19378e-06 633181 0.247694 0 
117 1.24797e+18 9.72931e-20 2.18156e-06 635742 0.248831 0 
118 1.25001e+18 9.65846e-20 2.16947e-06 638300 0.249961 0 
119 1.25204e+18 9.58839e-20 2.1575e-06 640853 0.251085 0 
120 1.25408e+18 9.51909e-20 2.14566e-06 643402 0.252201 0 
121 1.25612e+18 9.45054e-20 2.13394e-06 645948 0.25331 0 
122 1.25816e+18 9.38273e-20 2.12234e-06 648489 0.254412 0 
123 1.26019e+18 9.31566e-20 2.11086e-06 651026 0.255507 0 
124 1.26223e+18 9.24932e-20 2.0995e-06 653560 0.256595 0 
125 1.26427e+18 9.18369e-20 2.08825e-06 656089 0.257677 0 
126 1.26631e+18 9.11877e-20 2.07712e-06 658614 0.258752 0 
127 1.26834e+18 9.05454e-20 2.06611e-06 661135 0.259821 0 
128 1.27038e+18 8.991e-20 2.0552e-06 663652 0.260883 0 
129 1.27242e+18 8.92814e-20 2.04441e-06 666164 0.261938 0 
130 1.27446e+18 8.86595e-20 2.03372e-06 668672 0.262988 0 
131 1.27649e+18 8.80442e-20 2.02314e-06 671175 0.264031 0 
132 1.27853e+18 8.74356e-20 2.01267e-06 673667 0.265068 0 
133 1.28057e+18 8.68342e-20 2.00232e-06 676136 0.266099 0 
134 1.28261e+18 8.62415e-20 1.9921e-06 678519 0.267124 0 
135 1.28464e+18 8.57825e-20 1.98187e-06 680196 0.268143 0 
136 1.28668e+18 8.53517e-20 1.97191e-06 681333 0.269156 0 
137 1.28872e+18 8.4921e-20 1.96197e-06 682628 0.270164 0 
138 1.29076e+18 8.44935e-20 1.95209e-06 683943 0.271165 0 
139 1.29279e+18 8.40038e-20 1.94234e-06 685671 0.272161 0 
140 1.29483e+18 8.3439e-20 1.93261e-06 688082 0.273151 0 
141 1.29687e+18 8.28717e-20 1.92291e-06 690672 0.274135 0 
142 1.29891e+18 8.23131e-20 1.91335e-06 693150 0.275113 0 
143 1.30094e+18 8.17585e-20 1.90389e-06 695644 0.276086 0 
144 1.30298e+18 8.12078e-20 1.89451e-06 698151 0.277053 0 
145 1.30502e+18 8.06612e-20 1.88523e-06 700667 0.278014 0 
146 1.30706e+18 8.01185e-20 1.87604e-06 703194 0.27897 0 
147 1.30909e+18 7.95795e-20 1.86693e-06 705732 0.27992 0 
148 1.31113e+18 7.90443e-20 1.85791e-06 708282 0.280865 0 
149 1.31317e+18 7.85128e-20 1.84899e-06 710840 0.281805 0 
150 1.31521e+18 7.79854e-20 1.84015e-06 713399 0.282739 0 
151 1.31724e+18 7.74631e-20 1.83142e-06 715904 0.283668 0 
152 1.31928e+18 7.69521e-20 1.82288e-06 718238 0.284591 0 
153 1.32132e+18 7.67007e-20 1.81402e-06 718937 0.285509 0 
154 1.32336e+18 7.63037e-20 1.80597e-06 719854 0.286422 0 
155 1.32539e+18 7.58274e-20 1.79731e-06 722421 0.28733 0 
156 1.32743e+18 7.53689e-20 1.78892e-06 724577 0.288233 0 
157 1.32947e+18 7.49169e-20 1.78064e-06 726686 0.28913 0 
158 1.33151e+18 7.44684e-20 1.77242e-06 728811 0.290023 0 
159 1.33354e+18 7.40238e-20 1.76427e-06 730935 0.29091 0 
160 1.33558e+18 7.35831e-20 1.7562e-06 733057 0.291793 0 
161 1.33762e+18 7.31461e-20 1.7482e-06 735178 0.29267 0 
162 1.33966e+18 7.27128e-20 1.74027e-06 737297 0.293543 0 
163 1.34169e+18 7.22833e-20 1.73241e-06 739414 0.294411 0 
164 1.34373e+18 7.18574e-20 1.72462e-06 741530 0.295274 0 
165 1.34577e+18 7.14351e-20 1.7169e-06 743645 0.296132 0 
166 1.34781e+18 7.10163e-20 1.70925e-06 745757 0.296985 0 
