# Athena++ data at time=4.690000e+12  cycle=390619869  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -36297.8 1.33464e-09 0 
2 1.01366e+18 2.43472e-18 1.05428e-05 44841.1 0.00388058 0 
3 1.01569e+18 2.29589e-18 1.00938e-05 40741.9 0.00919977 0 
4 1.01773e+18 2.16467e-18 9.67392e-06 42637.1 0.0146869 0 
5 1.01977e+18 2.04193e-18 9.28401e-06 44814 0.0200646 0 
6 1.02181e+18 1.92685e-18 8.91779e-06 47279.9 0.0252869 0 
7 1.02384e+18 1.81634e-18 8.57401e-06 49938 0.030331 0 
8 1.02588e+18 1.70949e-18 8.25152e-06 52865.8 0.0351816 0 
9 1.02792e+18 1.61129e-18 7.94876e-06 55882.9 0.0398358 0 
10 1.02996e+18 1.51754e-18 7.66489e-06 59092.2 0.0443022 0 
11 1.03199e+18 1.43214e-18 7.39801e-06 62395.9 0.0485931 0 
12 1.03403e+18 1.35127e-18 7.14736e-06 65851.3 0.0527226 0 
13 1.03607e+18 1.27363e-18 6.91177e-06 69593.5 0.0567051 0 
14 1.03811e+18 1.19739e-18 6.69094e-06 73730.2 0.0605541 0 
15 1.04014e+18 1.12504e-18 6.48406e-06 78181.2 0.0642816 0 
16 1.04218e+18 1.0607e-18 6.29025e-06 82662.2 0.0678968 0 
17 1.04422e+18 1.01315e-18 6.10613e-06 86317.6 0.0714037 0 
18 1.04626e+18 9.59981e-19 5.93335e-06 90504.9 0.0748074 0 
19 1.04829e+18 9.10578e-19 5.76864e-06 95262.8 0.0781107 0 
20 1.05033e+18 8.64632e-19 5.6135e-06 99927.1 0.0813172 0 
21 1.05237e+18 8.19267e-19 5.46686e-06 105038 0.0844309 0 
22 1.05441e+18 7.73901e-19 5.32878e-06 110768 0.0874572 0 
23 1.05644e+18 7.36674e-19 5.19753e-06 116144 0.0904008 0 
24 1.05848e+18 7.01501e-19 5.0739e-06 121386 0.0932672 0 
25 1.06052e+18 6.66618e-19 4.95641e-06 127268 0.0960614 0 
26 1.06256e+18 6.33033e-19 4.84514e-06 133563 0.0987884 0 
27 1.06459e+18 6.02268e-19 4.73954e-06 139954 0.101452 0 
28 1.06663e+18 5.71684e-19 4.63985e-06 146831 0.104056 0 
29 1.06867e+18 5.40038e-19 4.54572e-06 154814 0.106604 0 
30 1.07071e+18 5.09554e-19 4.45698e-06 163501 0.1091 0 
31 1.07274e+18 4.84463e-19 4.37281e-06 171554 0.111545 0 
32 1.07478e+18 4.63407e-19 4.29311e-06 178720 0.113942 0 
33 1.07682e+18 4.41962e-19 4.21763e-06 186554 0.116293 0 
34 1.07886e+18 4.19205e-19 4.14569e-06 195987 0.118602 0 
35 1.08089e+18 3.9567e-19 4.07763e-06 206987 0.12087 0 
36 1.08293e+18 3.71913e-19 4.01338e-06 219559 0.123099 0 
37 1.08497e+18 3.44828e-19 3.95429e-06 235594 0.125292 0 
38 1.08701e+18 3.15663e-19 3.89971e-06 255935 0.127455 0 
39 1.08904e+18 2.97092e-19 3.84569e-06 272912 0.129584 0 
40 1.09108e+18 2.7854e-19 3.7998e-06 288783 0.131686 0 
41 1.09312e+18 2.58362e-19 3.75519e-06 310076 0.133762 0 
42 1.09516e+18 2.40509e-19 3.71299e-06 332292 0.135813 0 
43 1.09719e+18 2.25723e-19 3.67462e-06 352379 0.137842 0 
44 1.09923e+18 2.15687e-19 3.638e-06 367433 0.139848 0 
45 1.10127e+18 2.11338e-19 3.60237e-06 374727 0.141833 0 
46 1.10331e+18 2.07487e-19 3.5697e-06 379493 0.143797 0 
47 1.10534e+18 2.036e-19 3.53676e-06 385406 0.145742 0 
48 1.10738e+18 1.99853e-19 3.50464e-06 391222 0.147666 0 
49 1.10942e+18 1.96227e-19 3.47324e-06 397007 0.149572 0 
50 1.11146e+18 1.92715e-19 3.44251e-06 402781 0.151458 0 
51 1.11349e+18 1.89314e-19 3.41246e-06 408519 0.153327 0 
52 1.11553e+18 1.8616e-19 3.38296e-06 414000 0.155179 0 
53 1.11757e+18 1.83213e-19 3.35411e-06 419149 0.157013 0 
54 1.11961e+18 1.80353e-19 3.32585e-06 424238 0.158831 0 
55 1.12164e+18 1.77566e-19 3.2981e-06 429357 0.160632 0 
56 1.12368e+18 1.74855e-19 3.27086e-06 434455 0.162418 0 
57 1.12572e+18 1.72217e-19 3.24414e-06 439535 0.164188 0 
58 1.12776e+18 1.69649e-19 3.2179e-06 444598 0.165942 0 
59 1.12979e+18 1.67148e-19 3.19215e-06 449644 0.16768 0 
60 1.13183e+18 1.64712e-19 3.16686e-06 454670 0.169403 0 
61 1.13387e+18 1.6234e-19 3.14202e-06 459677 0.171111 0 
62 1.13591e+18 1.60029e-19 3.11762e-06 464659 0.172803 0 
63 1.13794e+18 1.57778e-19 3.09367e-06 469602 0.174481 0 
64 1.13998e+18 1.5565e-19 3.07012e-06 474357 0.176145 0 
65 1.14202e+18 1.5371e-19 3.04693e-06 478706 0.177794 0 
66 1.14406e+18 1.51825e-19 3.02422e-06 482887 0.179429 0 
67 1.14609e+18 1.49972e-19 3.00181e-06 487150 0.181051 0 
68 1.14813e+18 1.48156e-19 2.97972e-06 491422 0.18266 0 
69 1.15017e+18 1.46022e-19 2.95833e-06 496372 0.184256 0 
70 1.15221e+18 1.44587e-19 2.93647e-06 500284 0.185838 0 
71 1.15424e+18 1.43245e-19 2.91577e-06 502865 0.187409 0 
72 1.15628e+18 1.41895e-19 2.895e-06 505918 0.188967 0 
73 1.15832e+18 1.40568e-19 2.87454e-06 508912 0.190513 0 
74 1.16036e+18 1.39259e-19 2.85435e-06 511907 0.192048 0 
75 1.16239e+18 1.37968e-19 2.83441e-06 514903 0.19357 0 
76 1.16443e+18 1.36695e-19 2.81472e-06 517897 0.195081 0 
77 1.16647e+18 1.35439e-19 2.79528e-06 520890 0.196581 0 
78 1.16851e+18 1.34201e-19 2.77609e-06 523881 0.19807 0 
79 1.17054e+18 1.32979e-19 2.75713e-06 526871 0.199547 0 
80 1.17258e+18 1.31774e-19 2.73841e-06 529860 0.201014 0 
81 1.17462e+18 1.30585e-19 2.71992e-06 532847 0.202471 0 
