# Athena++ data at time=5.890000e+12  cycle=490559811  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35860.9 1.33464e-09 0 
2 1.01366e+18 2.43478e-18 1.0543e-05 45302.1 0.00384476 0 
3 1.01569e+18 2.29594e-18 1.00939e-05 41241 0.00917298 0 
4 1.01773e+18 2.16472e-18 9.6741e-06 43155.9 0.0147046 0 
5 1.01977e+18 2.042e-18 9.28424e-06 45354 0.0201036 0 
6 1.02181e+18 1.92694e-18 8.91807e-06 47843.4 0.0253053 0 
7 1.02384e+18 1.81645e-18 8.57434e-06 50526.2 0.0303066 0 
8 1.02588e+18 1.70961e-18 8.25188e-06 53481.2 0.0351169 0 
9 1.02792e+18 1.61142e-18 7.94915e-06 56527.7 0.0397487 0 
10 1.02996e+18 1.51768e-18 7.6653e-06 59768.7 0.0442134 0 
11 1.03199e+18 1.43228e-18 7.39842e-06 63106.1 0.0485186 0 
12 1.03403e+18 1.35141e-18 7.14778e-06 66596.1 0.0526697 0 
13 1.03607e+18 1.27378e-18 6.91219e-06 70373.9 0.056672 0 
14 1.03811e+18 1.19755e-18 6.69136e-06 74545.8 0.0605332 0 
15 1.04014e+18 1.12519e-18 6.48448e-06 79032.3 0.0642636 0 
16 1.04218e+18 1.06085e-18 6.29067e-06 83542.7 0.0678744 0 
17 1.04422e+18 1.01328e-18 6.10655e-06 87217.7 0.0713743 0 
18 1.04626e+18 9.60125e-19 5.93378e-06 91423.4 0.0747722 0 
19 1.04829e+18 9.10713e-19 5.76907e-06 96203.7 0.078074 0 
20 1.05033e+18 8.64774e-19 5.61393e-06 100887 0.081285 0 
21 1.05237e+18 8.19418e-19 5.4673e-06 106015 0.0844093 0 
22 1.05441e+18 7.74062e-19 5.32921e-06 111763 0.0874513 0 
23 1.05644e+18 7.36802e-19 5.19795e-06 117160 0.0904143 0 
24 1.05848e+18 7.01633e-19 5.07431e-06 122422 0.093302 0 
25 1.06052e+18 6.66755e-19 4.95682e-06 128323 0.0961181 0 
26 1.06256e+18 6.33165e-19 4.84553e-06 134641 0.0988663 0 
27 1.06459e+18 6.02397e-19 4.73993e-06 141055 0.10155 0 
28 1.06663e+18 5.71822e-19 4.64023e-06 147955 0.104172 0 
29 1.06867e+18 5.4019e-19 4.54609e-06 155962 0.106738 0 
30 1.07071e+18 5.09689e-19 4.45734e-06 164682 0.109249 0 
31 1.07274e+18 4.84568e-19 4.37317e-06 172773 0.11171 0 
32 1.07478e+18 4.63517e-19 4.29346e-06 179965 0.114122 0 
33 1.07682e+18 4.42085e-19 4.21798e-06 187815 0.11649 0 
34 1.07886e+18 4.19337e-19 4.14603e-06 197271 0.118814 0 
35 1.08089e+18 3.95824e-19 4.07796e-06 208289 0.121097 0 
36 1.08293e+18 3.72076e-19 4.01369e-06 220880 0.123342 0 
37 1.08497e+18 3.45002e-19 3.95458e-06 236941 0.12555 0 
38 1.08701e+18 3.15785e-19 3.90001e-06 257358 0.127727 0 
39 1.08904e+18 2.97213e-19 3.84593e-06 274391 0.12987 0 
40 1.09108e+18 2.78679e-19 3.80003e-06 290249 0.131986 0 
41 1.09312e+18 2.5848e-19 3.75542e-06 311583 0.134075 0 
42 1.09516e+18 2.40631e-19 3.71315e-06 333841 0.136138 0 
43 1.09719e+18 2.25792e-19 3.67478e-06 354008 0.138178 0 
44 1.09923e+18 2.15707e-19 3.63812e-06 369196 0.140196 0 
45 1.10127e+18 2.1135e-19 3.60245e-06 376548 0.142192 0 
46 1.10331e+18 2.07497e-19 3.56977e-06 381341 0.144168 0 
47 1.10534e+18 2.03606e-19 3.53679e-06 387300 0.146125 0 
48 1.10738e+18 1.99853e-19 3.50464e-06 393168 0.148063 0 
49 1.10942e+18 1.96223e-19 3.47321e-06 399011 0.149982 0 
50 1.11146e+18 1.92705e-19 3.44244e-06 404850 0.151882 0 
51 1.11349e+18 1.89299e-19 3.41235e-06 410660 0.153765 0 
52 1.11553e+18 1.86141e-19 3.38282e-06 416213 0.155629 0 
53 1.11757e+18 1.83189e-19 3.35393e-06 421434 0.157476 0 
54 1.11961e+18 1.80324e-19 3.32564e-06 426605 0.159306 0 
55 1.12164e+18 1.77532e-19 3.29784e-06 431810 0.161119 0 
56 1.12368e+18 1.74815e-19 3.27057e-06 436999 0.162915 0 
57 1.12572e+18 1.72171e-19 3.2438e-06 442176 0.164695 0 
58 1.12776e+18 1.69597e-19 3.21752e-06 447339 0.166459 0 
59 1.12979e+18 1.67091e-19 3.19172e-06 452488 0.168207 0 
60 1.13183e+18 1.6465e-19 3.16638e-06 457619 0.16994 0 
61 1.13387e+18 1.62272e-19 3.1415e-06 462731 0.171658 0 
62 1.13591e+18 1.59956e-19 3.11707e-06 467816 0.17336 0 
63 1.13794e+18 1.57701e-19 3.09308e-06 472857 0.175048 0 
64 1.13998e+18 1.55578e-19 3.06948e-06 477684 0.176722 0 
65 1.14202e+18 1.53636e-19 3.04627e-06 482099 0.178381 0 
66 1.14406e+18 1.51747e-19 3.02353e-06 486363 0.180026 0 
67 1.14609e+18 1.49891e-19 3.00108e-06 490699 0.181658 0 
68 1.14813e+18 1.48072e-19 2.97897e-06 495039 0.183276 0 
69 1.15017e+18 1.45959e-19 2.95754e-06 500008 0.184881 0 
70 1.15221e+18 1.44522e-19 2.93567e-06 503938 0.186473 0 
71 1.15424e+18 1.43178e-19 2.91494e-06 506576 0.188052 0 
72 1.15628e+18 1.41826e-19 2.89414e-06 509674 0.189618 0 
73 1.15832e+18 1.40496e-19 2.87366e-06 512713 0.191172 0 
74 1.16036e+18 1.39185e-19 2.85344e-06 515753 0.192714 0 
75 1.16239e+18 1.37893e-19 2.83348e-06 518792 0.194243 0 
76 1.16443e+18 1.36617e-19 2.81377e-06 521828 0.195761 0 
77 1.16647e+18 1.3536e-19 2.79431e-06 524861 0.197266 0 
78 1.16851e+18 1.3412e-19 2.77509e-06 527891 0.19876 0 
79 1.17054e+18 1.32897e-19 2.75612e-06 530918 0.200242 0 
80 1.17258e+18 1.3169e-19 2.73738e-06 533941 0.201713 0 
81 1.17462e+18 1.305e-19 2.71887e-06 536961 0.203173 0 
82 1.17666e+18 1.29326e-19 2.7006e-06 539977 0.204622 0 
83 1.17869e+18 1.28167e-19 2.68255e-06 542989 0.206059 0 
