# Athena++ data at time=4.750000e+12  cycle=395616862  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35392.4 1.33464e-09 0 
2 1.01366e+18 2.43481e-18 1.05431e-05 45807.1 0.00382111 0 
3 1.01569e+18 2.29594e-18 1.0094e-05 41786.5 0.0091617 0 
4 1.01773e+18 2.16472e-18 9.67407e-06 43722.9 0.0147102 0 
5 1.01977e+18 2.042e-18 9.28423e-06 45944.1 0.0200989 0 
6 1.02181e+18 1.92695e-18 8.91808e-06 48458 0.0252832 0 
7 1.02384e+18 1.81646e-18 8.57437e-06 51165.6 0.0302881 0 
8 1.02588e+18 1.70963e-18 8.25193e-06 54145.6 0.0351266 0 
9 1.02792e+18 1.61144e-18 7.94922e-06 57216.5 0.039795 0 
10 1.02996e+18 1.51771e-18 7.66539e-06 60481.2 0.0442882 0 
11 1.03199e+18 1.43232e-18 7.39853e-06 63841.7 0.0486078 0 
12 1.03403e+18 1.35145e-18 7.1479e-06 67354.3 0.0527617 0 
13 1.03607e+18 1.27382e-18 6.91232e-06 71154.8 0.0567613 0 
14 1.03811e+18 1.1976e-18 6.69151e-06 75349.3 0.0606191 0 
15 1.04014e+18 1.12524e-18 6.48464e-06 79859.9 0.0643474 0 
16 1.04218e+18 1.06091e-18 6.29083e-06 84391.4 0.067958 0 
17 1.04422e+18 1.01334e-18 6.10671e-06 88079.5 0.0714594 0 
18 1.04626e+18 9.60187e-19 5.93397e-06 92299.2 0.0748596 0 
19 1.04829e+18 9.10772e-19 5.76926e-06 97097.5 0.0781633 0 
20 1.05033e+18 8.64837e-19 5.61412e-06 101794 0.0813752 0 
21 1.05237e+18 8.19487e-19 5.4675e-06 106935 0.0844988 0 
22 1.05441e+18 7.74138e-19 5.32941e-06 112693 0.0875381 0 
23 1.05644e+18 7.36867e-19 5.19816e-06 118098 0.0904959 0 
24 1.05848e+18 7.01702e-19 5.07453e-06 123366 0.093376 0 
25 1.06052e+18 6.6683e-19 4.95704e-06 129270 0.0961819 0 
26 1.06256e+18 6.3324e-19 4.84576e-06 135590 0.0989178 0 
27 1.06459e+18 6.02474e-19 4.74016e-06 142003 0.101588 0 
28 1.06663e+18 5.71907e-19 4.64046e-06 148897 0.104195 0 
29 1.06867e+18 5.40287e-19 4.54632e-06 156892 0.106746 0 
30 1.07071e+18 5.09777e-19 4.45758e-06 165600 0.109242 0 
31 1.07274e+18 4.8464e-19 4.37341e-06 173687 0.111688 0 
32 1.07478e+18 4.63592e-19 4.2937e-06 180863 0.114086 0 
33 1.07682e+18 4.4217e-19 4.21823e-06 188686 0.116439 0 
34 1.07886e+18 4.19432e-19 4.14628e-06 198110 0.118749 0 
35 1.08089e+18 3.95936e-19 4.0782e-06 209083 0.121019 0 
36 1.08293e+18 3.722e-19 4.01394e-06 221614 0.12325 0 
37 1.08497e+18 3.4514e-19 3.95482e-06 237604 0.125446 0 
38 1.08701e+18 3.1589e-19 3.90027e-06 257981 0.12761 0 
