# Athena++ data at time=7.600000e+12  cycle=632974267  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
1 1.01162e+18 2.68461e-18 1.12659e-05 -35704.3 1.33464e-09 0 
2 1.01366e+18 2.43482e-18 1.05432e-05 45459 0.00377945 0 
3 1.01569e+18 2.29599e-18 1.00941e-05 41415.1 0.0090146 0 
4 1.01773e+18 2.16479e-18 9.67431e-06 43340.5 0.0145019 0 
5 1.01977e+18 2.04209e-18 9.28452e-06 45550.6 0.0199028 0 
6 1.02181e+18 1.92705e-18 8.9184e-06 48054.5 0.0251217 0 
7 1.02384e+18 1.81658e-18 8.57472e-06 50754.1 0.0301374 0 
8 1.02588e+18 1.70976e-18 8.25231e-06 53728.8 0.0349546 0 
9 1.02792e+18 1.61158e-18 7.94962e-06 56797.7 0.039586 0 
10 1.02996e+18 1.51786e-18 7.66581e-06 60062.9 0.0440453 0 
11 1.03199e+18 1.43247e-18 7.39898e-06 63426.7 0.0483449 0 
12 1.03403e+18 1.35161e-18 7.14837e-06 66943.5 0.052495 0 
13 1.03607e+18 1.274e-18 6.91282e-06 70748.1 0.0565037 0 
14 1.03811e+18 1.19781e-18 6.69204e-06 74947.1 0.0603783 0 
15 1.04014e+18 1.12544e-18 6.48521e-06 79462.7 0.064126 0 
16 1.04218e+18 1.06113e-18 6.29143e-06 83999.8 0.067754 0 
17 1.04422e+18 1.01355e-18 6.10736e-06 87700.3 0.0712685 0 
18 1.04626e+18 9.60412e-19 5.93464e-06 91933.7 0.0746762 0 
19 1.04829e+18 9.10994e-19 5.76997e-06 96748.4 0.0779824 0 
20 1.05033e+18 8.65077e-19 5.61486e-06 101467 0.0811928 0 
21 1.05237e+18 8.19749e-19 5.46825e-06 106633 0.0843131 0 
22 1.05441e+18 7.74428e-19 5.33018e-06 112424 0.0873491 0 
23 1.05644e+18 7.37107e-19 5.19895e-06 117874 0.0903054 0 
24 1.05848e+18 7.01957e-19 5.07533e-06 123181 0.0931871 0 
25 1.06052e+18 6.67108e-19 4.95786e-06 129123 0.0959982 0 
26 1.06256e+18 6.33518e-19 4.8466e-06 135490 0.0987421 0 
27 1.06459e+18 6.02757e-19 4.74101e-06 141954 0.101422 0 
28 1.06663e+18 5.7222e-19 4.64132e-06 148900 0.104042 0 
29 1.06867e+18 5.40644e-19 4.54719e-06 156953 0.106604 0 
30 1.07071e+18 5.10101e-19 4.45845e-06 165746 0.109112 0 
31 1.07274e+18 4.84898e-19 4.37429e-06 173930 0.111569 0 
32 1.07478e+18 4.63871e-19 4.29458e-06 181179 0.113977 0 
33 1.07682e+18 4.42484e-19 4.21912e-06 189072 0.116338 0 
34 1.07886e+18 4.19771e-19 4.14716e-06 198590 0.118656 0 
35 1.08089e+18 3.96335e-19 4.07906e-06 209666 0.120932 0 
36 1.08293e+18 3.7262e-19 4.01477e-06 222338 0.123169 0 
37 1.08497e+18 3.45454e-19 3.95558e-06 238542 0.125368 0 
38 1.08701e+18 3.16188e-19 3.90102e-06 259120 0.127534 0 
39 1.08904e+18 2.97676e-19 3.84687e-06 276251 0.129667 0 
40 1.09108e+18 2.79211e-19 3.80093e-06 292178 0.131771 0 
41 1.09312e+18 2.58934e-19 3.75631e-06 313729 0.133848 0 
42 1.09516e+18 2.41147e-19 3.71386e-06 336158 0.135898 0 
43 1.09719e+18 2.26117e-19 3.67557e-06 356637 0.137926 0 
44 1.09923e+18 2.15825e-19 3.63885e-06 372293 0.139932 0 
45 1.10127e+18 2.11459e-19 3.60313e-06 379777 0.141917 0 
46 1.10331e+18 2.07614e-19 3.57051e-06 384560 0.143883 0 
47 1.10534e+18 2.03726e-19 3.53755e-06 390541 0.14583 0 
48 1.10738e+18 1.99977e-19 3.50543e-06 396423 0.147757 0 
49 1.10942e+18 1.96351e-19 3.47403e-06 402272 0.149666 0 
50 1.11146e+18 1.92837e-19 3.4433e-06 408111 0.151556 0 
51 1.11349e+18 1.89435e-19 3.41324e-06 413914 0.153428 0 
52 1.11553e+18 1.86268e-19 3.38374e-06 419474 0.155282 0 
53 1.11757e+18 1.83318e-19 3.35488e-06 424691 0.15712 0 
54 1.11961e+18 1.80458e-19 3.32662e-06 429830 0.15894 0 
